,character,line,gender
153,TONY STARK,I don’t remember.,MALE
154,HO YINSEN,"You wouldn’t.  If I’d been that drunk, I wouldn’t have been able to stand, much less give a talk on integrated circuits. ",MALE
155,TONY STARK,Where are we --?,MALE
156,HO YINSEN,Stand up!  Do as I do.  Now!,MALE
157,HO YINSEN,"Listen to me, whatever they ask you, refuse.  You understand?  You must refuse.",MALE
158,ABU,"Welcome Tony Stark, the greatest mass murderer in the history of America.  It’s a great honor. ",MALE
159,HO YINSEN,"He says welcome Tony Stark, the greatest mass murderer in the history of America.  He is very honored.",MALE
160,ABU,I want you to build this for me -- the Jericho missile you were demonstrating.,MALE
161,HO YINSEN,You will build for him Jericho missile you were demonstrating.,MALE
162,TONY STARK,...I refuse.,MALE
163,HO YINSEN,"You refuse?  You will do everything he says.  This is the great Abu Bakar.  You’re alive only because of his generosity.  You are nothing.  NOTHING.  He offers you his hospitality, and you answer only with insolence  He will not be refused.  You will die in a pool of your own blood.",MALE
164,HO YINSEN,"Perfect.  You did very well, Stark.",MALE
165,HO YINSEN,"Good, I think they’re starting to trust me.",MALE
166,HO YINSEN,"Well, that’s the end of my plan.",MALE
167,HO YINSEN,"Quite a collection, isn’t it? ",MALE
168,TONY STARK,How did they get all this?,MALE
169,ABU,"As you see, we have everything you need to build the Jericho.  You will make a list of materials and start work right away.  When we are done we will set you free. ",MALE
170,HO YINSEN,"As you can see, they have everything you need to build the Jericho.  He says make a list of materials.  You will start work right away and when you are done he will set you free.",MALE
171,TONY STARK,No he won’t,MALE
172,HO YINSEN,...no he won’t.,MALE
173,JAMES RHODES,Something’s not right.,MALE
174,GENERAL GABRIEL,Looks like a standard hit and run.,MALE
175,JAMES RHODES,"Sir, I’m telling you, this was a snatch and grab.  A perfectly executed linear ambush.  As soon as they got what they wanted, they melted away. ",MALE
176,GENERAL GABRIEL,"Intel’s on it, we’re in good hands. If he’s out there, we’ll get him.",MALE
177,JAMES RHODES,With your permission I’d like to stay in theater and head up the search and investigation.,MALE
178,GENERAL GABRIEL,There’s a PR firestorm brewing over this.  Right now the best way to serve your country is to get back there and handle it.,MALE
179,JAMES RHODES,"Tony Stark is the DOD’s number one intellectual asset, and I can be of value in the field. ",MALE
180,GENERAL GABRIEL,"Duly noted, but we need you back home. Colonel, it’s not lost on me that Stark is a lifelong friend.",MALE
181,HO YINSEN,"I’m sure they’re looking for you, Stark, but they will never find you here.    That car battery is running out...and they won’t turn on the generator till you start to work.",MALE
182,HO YINSEN,"You don’t like what you saw out there, did you?  I didn’t like it either when those weapons destroyed my village.  What you just saw, that’s your legacy -- your life’s work in the hands of these murderers.   Is that how you want to go out?  Is this the last act of defiance of the great Tony Stark? Or are you going to try to do something about it? ",MALE
183,TONY STARK,"Why should I do anything, they’re either going to kill me or I’m going to die in a week. ",MALE
184,HO YINSEN,Then this is a very important week for you.,MALE
185,TONY STARK,"Okay, here’s what I need...",MALE
186,TONY STARK,"S-Category missiles.  Lot 7043.  The S-30 explosive tritonal.  And a dozen of the S-76.  Mortars: M-Category #1, 4, 8, 20, and 60.  M- 229’s, I need eleven of these.  Mines: the pre-90s AP 5s and AP 16s. ",MALE
187,HO YINSEN,"S-Category missiles.  Lot 7043.  The S-30 explosive tritonal.  And a dozen of the S-76.  Mortars: M-Category #1, 4, 8, 20, and 60.  M- 229’s, he needs eleven of these.  Mines: the pre-90s AP 5s and AP 16s.",MALE
188,TONY STARK,"...this area free of clutter, with good light.  I want it at 12 o’clock to the door to avoid logjams.  I need welding gear -- acetelyene or propane, helmets, a soldering set-up with goggles, and smelting cups.  Two full sets of precision tools. ",MALE
189,HO YINSEN,"...this area free of clutter, with good light.  He wants it at 12 o’clock to the door to avoid logjams.  He needs welding gear -- acetylene or propane, helmets, a soldering set-up with goggles, and smelting cups.  Two full sets of precision tools.",MALE
190,TONY STARK,"Finally, I want: three pairs of tube socks, white, a toothbrush, protein powder, spices, sugar, five pounds of tea, cards.  And a washing machine.  Top load. ",MALE
191,HO YINSEN,"Finally, he needs: three pairs of tube socks, white, a toothbrush, protein powder, spices, sugar, five pounds of tea, and some playing cards.  And a washing machine.  Top load.",MALE
192,ABU,A WASHING MACHINE?  DOES HE THINK I’M A FOOL?,MALE
193,TONY STARK,Must have everything.  Great Satan make big boom-kill for powerful Abu Bakar.  Big boom-kill. ,MALE
194,HO YINSEN,You do know they’ve removed all the explosives before they brought this to us.,MALE
195,TONY STARK,"I know, they’re crazy not stupid.",MALE
196,TONY STARK,This is what we’re looking for.  I need eleven of these.,MALE
197,HO YINSEN,Eleven?,MALE
198,TONY STARK,Heat the palladium to 1825 Kelvin.,MALE
199,HO YINSEN,How will I know when it reaches that temperature?,MALE
200,TONY STARK,The palladium will melt.,MALE
201,TONY STARK,"Careful, careful... ",MALE
202,HO YINSEN,Relax.  I always had steady hands. It’s why you’re still alive.,MALE
203,TONY STARK,"Oh yeah, thanks.  What do I call you? ",MALE
204,HO YINSEN,My name is Yinsen.,MALE
205,TONY STARK,Nice to meet you.,MALE
206,HO YINSEN,Nice to meet you too.,MALE
207,HO YINSEN,What are you building?,MALE
208,TONY STARK,A better mousetrap.,MALE
209,TONY STARK,What are you shaving for?  We’re almost done.,MALE
210,HO YINSEN,"Look like an animal, and soon you’ll start behaving like one.",MALE
211,HO YINSEN,That doesn’t look like a Jericho missile.,MALE
212,TONY STARK,That’s because it’s a miniature ARK reactor.  It should suspend the shrapnel in my chest and keep it from entering my heart.,MALE
213,HO YINSEN,What an original invention.,MALE
214,TONY STARK,"Yeah, but this one is going to last a bit longer than a week. ",MALE
215,HO YINSEN,"It’s pretty small, what can it generate? ",MALE
216,TONY STARK,Three gigajoules -- per second.,MALE
217,HO YINSEN,That could run your heart for fifty lifetimes.,MALE
218,TONY STARK,Or something very big for fifteen minutes.,MALE
219,TONY STARK,Let’s put it in.,MALE
220,OBADIAH,"Sorry, did I startle you? ",MALE
221,PEPPER POTTS,A little... ,FEMALE
222,OBADIAH,"This was a bad idea, I should never have let him go over there...",MALE
223,PEPPER POTTS,"Hey, hey...we’ve got to be strong, he’s going to be okay.",FEMALE
224,HO YINSEN,"Stark, tell me what you’re doing, and I’ll tell you what I’m doing. ",MALE
225,TONY STARK,Looks to me like you’re making a crappy backgammon board.,MALE
226,HO YINSEN,Crappy?  This is Lebanese cedar.,MALE
227,TONY STARK,"Is that where you’re from, Lebanon? ",MALE
228,HO YINSEN,"I’m impressed you even know what this is.  How about we play, and if I win,  you tell me what you’re really making. ",MALE
229,TONY STARK,“A” I don’t know what your talking about.  “B” I was the backgammon champ at MIT four years running.,MALE
230,HO YINSEN,"Interesting, I was the champion at Cambridge. ",MALE
231,TONY STARK,Please don’t use ‘interesting’ and Cambridge in the same sentence. Is that still a school?,MALE
232,HO YINSEN,It’s a university. You probably haven’t heard about it since Americans can’t get in.,MALE
233,TONY STARK,Unless they’re teaching.,MALE
234,RAZA,Relax.,MALE
235,RAZA,The bow and arrow was once the pinnacle of weapons technology.  It allowed the great Genghis Khan to rule from the Pacific to the Ukraine.,MALE
236,RAZA,Today...whoever has the latest Stark weapons rules these lands. Soon it will be my turn...,MALE
237,RAZA,What’s really going on here?,MALE
238,HO YINSEN,Nothing.  We’re working.,MALE
239,RAZA,It’s been a long time.  Where’s the weapon?,MALE
240,HO YINSEN,He’s working very hard.  It’s very complex.,MALE
241,RAZA,Get him on his knees.,MALE
242,RAZA,Tell me what is going on?,MALE
243,HO YINSEN,Nothing!  NOTHING is going on.,MALE
244,RAZA,OPEN YOUR MOUTH!,MALE
245,RAZA,TELL ME NOW!,MALE
246,HO YINSEN,He’s building your bomb.,MALE
247,HO YINSEN,That’s twice I saved your life. Now are you going to tell me what the hell you’re really building?,MALE
248,HO YINSEN,"Finally, an idea of your own.",MALE
249,HO YINSEN,"My people have a tale, about a Prince -- much hated by his King -- who was banished to the underworld and jailed there...",MALE
250,HO YINSEN,The evil King gave him the most difficult labor -- working the iron pits.,MALE
251,HO YINSEN,"Year after year the Prince mined the heavy ore, becoming so strong he could crush pieces of it together with his bare hands.  Too late, the King realized his mistake...",MALE
252,HO YINSEN,When he struck at the Prince with his finest sword -- it broke in half.  The Prince himself had become strong as iron...,MALE
253,PEPPER POTTS,So that’s it?  Everyone’s pulling the plug and moving on...,FEMALE
254,JAMES RHODES,There’s nothing left we can do.  If there was any indication Tony was still alive--,MALE
255,PEPPER POTTS,Spare me.  I read the official e- mail.  Thought maybe you’d have something different to say.,FEMALE
256,PEPPER POTTS,"If anyone could figure out how to beat the odds, it’s Tony.  If it was you over there, he’d be finding a way to get you back.  Or inventing a new one. ",FEMALE
257,JAMES RHODES,What do you want me to do?,MALE
258,PEPPER POTTS,Be a better friend to him.,FEMALE
259,GENERAL GABRIEL,"What do you think you’re doing, Rhodes? ",MALE
260,JAMES RHODES,"Going back there, Sir. ",MALE
261,GENERAL GABRIEL,"Listen, son -- it’s been three months without a single indication that Stark is still alive.  We can’t keep risking assets, least of all you. ",MALE
262,JAMES RHODES,"Are you blocking my transfer, Sir? ",MALE
263,GENERAL GABRIEL,Any one of these guys would kill for your career.  Are you telling me you’re willing to sacrifice that to fly a bunch of snake-eaters on a desert patrol half way around the world?,MALE
264,JAMES RHODES,"I am, Sir. ",MALE
265,GENERAL GABRIEL,Then I have one thing to say to you:  Godspeed.,MALE
266,GENERAL GABRIEL,As you were.,MALE
267,TONY STARK,We’re ready.  A week of assembly and we’re a go.,MALE
268,HO YINSEN,Then perhaps it’s time we settle another matter...,MALE
269,HO YINSEN,"Ah, anchoring with 13-7.  You know, I have never met anyone who understands the nuances of this game like you.",MALE
270,TONY STARK,Right back at ya.,MALE
271,TONY STARK,You never told me where you’re from.,MALE
272,HO YINSEN,I come from a small village not far from here.  It was a good place... before these men ravaged it.,MALE
273,TONY STARK,Do you have a family?,MALE
274,HO YINSEN,"When I get out of here, I am going to see them again.   Do you have family, Stark? ",MALE
275,TONY STARK,...no.,MALE
276,HO YINSEN,You’re a man who has everything and nothing.,MALE
277,HO YINSEN,Your laundry’s over there.,MALE
278,ABU,You idiots don’t know what you’re doing with that game.,MALE
279,TONY STARK,"Yeah-yeah, enjoy your laundry.",MALE
280,RAZA,You have till tomorrow to assemble my missile.,MALE
281,RAZA,Khalid.  Where is Stark?,MALE
282,KHALID,Yinsen!  YINSEN!,MALE
283,TONY STARK,"It’s frozen, the systems aren’t talking to each other.  Reset! ",MALE
284,HO YINSEN,"No, they’re moving.  Very slow.",MALE
285,TONY STARK,Get to your cover.  Remember the checkpoints -- make sure each one is clear before you follow me out.,MALE
286,TONY STARK,YINSEN!,MALE
287,HO YINSEN,STOP!  STOP!,MALE
288,TONY STARK,We could’ve made it.  Both of us. You could’ve seen your family again.,MALE
289,HO YINSEN,I am going to see them again. They’re waiting for me.,MALE
290,JAMES RHODES,Saving your ass is getting to be a full time job.,MALE
291,TONY STARK,Help me out of this thing--,MALE
292,JAMES RHODES,"I got you, pal.",MALE
293,PEPPER POTTS,Thank you.,FEMALE
294,TONY STARK,Your eyes are red.  A few tears for your long-lost boss?,MALE
295,PEPPER POTTS,Tears of joy.  I hate job hunting.,FEMALE
296,HAPPY HOGAN,"Good to see you again, Sir. ",MALE
297,TONY STARK,You do something new with your hair?,MALE
298,HAPPY HOGAN,"Wouldn’t dream of it, Sir.",MALE
299,HAPPY HOGAN,"Where to, Mr. Stark? ",MALE
300,PEPPER POTTS,We’re due at the hospital.,FEMALE
301,TONY STARK,No -- to the office.    I’ve been in captivity for three months. There’s only two things I want to do.  I want to eat a cheeseburger. And I want to hold a press conference.,MALE
302,OBADIAH,See this.  Huh.  Huh.,MALE
303,OBADIAH,"TONY STARK, thought we were meeting at the hospital.  You know there’s a lot of reporters in there.  What’s going on? ",MALE
304,TONY STARK,You’ll see.  C’mon --,MALE
305,PEPPER POTTS,"You’ll have to take a seat, Sir. ",FEMALE
306,PHIL COULSON,"Oh, I’m not a reporter.  I’m Agent Phil Coulson with the Strategic Homeland Intervention, Enforcement and Logistics Division-- ",MALE
307,PEPPER POTTS,That’s a mouthful.,FEMALE
308,PHIL COULSON,I know. Here.,MALE
309,PEPPER POTTS,"Look, Mr. PHIL COULSON, we’ve already spoken with the D.O.D., the FBI, the CIA-- ",FEMALE
310,PHIL COULSON,We’re a separate division with a more...specific focus.  We need to debrief Tony about the circumstances of his escape.  More importantly--,MALE
311,PEPPER POTTS,"Well, great, I’ll let him know-- ",FEMALE
312,PHIL COULSON,--we’re here to help.  We’re here to listen.  I assure you Mr. Stark will want to talk to us.,MALE
313,PEPPER POTTS,I’m sure he will.  Now if you could just take your seat.,FEMALE
314,TONY STARK,I...can’t do this anymore.,MALE
315,REPORTER,You mean you’re retiring?,MALE
316,TONY STARK,"No, I don’t want to retire.  I want to do something else.",MALE
317,REPORTER,Something besides weapons?,MALE
318,TONY STARK,Yes.  That’s right.,MALE
319,REPORTER,"The official report was sketchy. What happened to you over there, Mr. Stark?",MALE
320,TONY STARK,"What happened over there?  I had my eyes opened, that’s what happened. I saw my weapons, with my name on them, in the hands of thugs.  I thought we were doing good here...I can’t say that anymore.",MALE
321,JAMES RHODES,"Uhh, weren’t we taking him to the hospital?",MALE
322,REPORTER,"What do you intend to do about it, Mr. Stark? ",MALE
323,TONY STARK,"The system is broken -- there’s no accountability whatsoever.  Right now, as of this second, we are freezing the sale of all Stark weaponry worldwide.",MALE
324,TONY STARK,We’ve lost our way.  I need to re- evaluate things.  And my heart’s telling me I have more to offer the planet than things that blow up.,MALE
325,REPORTER,So you’re saying...what are you saying?,MALE
326,TONY STARK,"In the coming months, Mr. Stane here and I will set a new course for Stark Industries.  “Tomorrow Today” has always been our slogan. It’s time we try to live up to it.",MALE
327,OBADIAH,"Okay, I think we’re going to be selling a lot of newspapers here. What we should take away from this is that Tony’s back, he’s healthier than ever, and as soon as he heals up and takes some time off, we’re going to have a little internal discussion and get back to you. Thank you for coming by.",MALE
328,PEPPER POTTS,You mean that?  Or is this some clever stock-maneuver?,FEMALE
329,TONY STARK,Wait and see.,MALE
330,OBADIAH,Well that went well.  You just painted targets on our heads.  Our stock is going to take a 40 point dive tomorrow.,MALE
331,OBADIAH,"TONY STARK, we are a weapons manufacturer.  Turning this company around to make baby bottles is like trying to get a bear to walk on its hind legs. ",MALE
332,TONY STARK,I don’t want a body count to be my only legacy. There are other things we can do.,MALE
333,OBADIAH,Like what?,MALE
334,TONY STARK,We could develop the Arc Reactor.,MALE
335,OBADIAH,This?  This was a publicity stunt. It’s not even cost effective.  We knew that before we built it. Repulsor technology is a dead end.,MALE
336,TONY STARK,No it isn’t.,MALE
337,OBADIAH,Oh my God.  It is a miracle you are alive. What must have happened to you over there? We’re a team.  There is nothing we can’t do if we stick together -- like your father and I.  Let me handle this.  But you have to lay low.  Don’t talk to the press again.  Can you do that for me?,MALE
338,TONY STARK,Yes.  Thanks Obie.,MALE
339,JARVIS,"Hello, Mr. Stark. ",MALE
340,TONY STARK,"Hello, Jarvis. ",MALE
341,JARVIS,What can I do for you?,MALE
342,TONY STARK,...I need to build a better heart.,MALE
343,JARVIS,"I’m not sure I follow, Sir. ",MALE
344,TONY STARK,Give me a scan and you’ll see.,MALE
