,character,line,gender
70,JAMES BARNES,Good thing I took care of that.,MALE
71,CONNIE,"Hey, Bucky!",FEMALE
72,STEVE ROGERS,What did you tell her about me?,MALE
73,JAMES BARNES,Only the good stuff.,MALE
74,EXPO ANNOUNCER,Welcome to the Modern Marvels Paviliion and the World of Tomorrow. A greater world. A better world.,FEMALE
75,CONNIE,"Oh, my God! It’s starting!",FEMALE
76,MANDY,"Ladies and gentlemen, Mr. Howard Stark!",FEMALE
77,RANDOM WOMAN,"I love you, Howard!",FEMALE
78,HOWARD STARK,"Ladies and gentlemen, what if I told you that in just a few short years, your automobile won’t even have to touch the ground at all.",MALE
79,HOWARD STARK,"Yes. Thanks, Mandy.  With Stark robotic reversion technology, you’ll be able to do just that.",MALE
80,JAMES BARNES,Holy cow.,MALE
81,HOWARD STARK,"I did say a few years, didn’t I?",MALE
82,JAMES BARNES,"Hey, Steve, what do you say we treat these girls…",MALE
83,WOMAN,"Come on, soldier.",FEMALE
84,JAMES BARNES,Come on. You’re kind of missing the point of a double date. We’re taking the girls dancing.,MALE
85,STEVE ROGERS,You go ahead. I’ll catch up with you.,MALE
86,JAMES BARNES,You’re really gonna do this again?,MALE
87,STEVE ROGERS,"Well, it’s a fair. I’m gonna try my luck.",MALE
88,JAMES BARNES,"As who? Steve from Ohio? They’ll catch you. Or worse, they’ll actually take you.",MALE
89,STEVE ROGERS,"Look, I know you don’t think I can do this.",MALE
90,JAMES BARNES,"This isn’t a back alley, Steve. It’s war!",MALE
91,STEVE ROGERS,I know it’s a war. You don’t have to tell me.,MALE
92,JAMES BARNES,Why are you so keen to fight? There are so many important jobs.,MALE
93,STEVE ROGERS,What am I gonna do? Collect scrap metal…,MALE
94,JAMES BARNES,Yes!,MALE
95,STEVE ROGERS,…in my little red wagon.,MALE
96,JAMES BARNES,Why not?,MALE
97,STEVE ROGERS,"I’m not gonna sit in a factory, Bucky.",MALE
98,JAMES BARNES,I don’t…,MALE
99,STEVE ROGERS,"Bucky, come on! There are men laying down their lives. I got no right to do any less than them. That’s what you don’t understand. This isn’t about me.",MALE
100,JAMES BARNES,Right. Cause you got nothing to prove.,MALE
101,CONNIE,"Hey, Sarge! Are we going dancing?",FEMALE
102,JAMES BARNES,"Yes, we are.  Don’t do anything stupid until I get back.",MALE
103,STEVE ROGERS,How can I? You’re taking all the stupid with you.,MALE
104,JAMES BARNES,You’re a punk.,MALE
105,STEVE ROGERS,Jerk. Be careful.,MALE
106,STEVE ROGERS,Don’t win the war till I get there!,MALE
107,JAMES BARNES,Come on girls. They’re playing our song.,MALE
108,YOUNG DOCTOR,Wait here.,MALE
109,STEVE ROGERS,Is there a problem?,MALE
110,YOUNG DOCTOR,Just wait here.,MALE
111,DR. ABRAHAM ERSKINE,"Thank you.  So, you want to go overseas. Kill some Nazis.",MALE
112,STEVE ROGERS,Excuse me?,MALE
113,DR. ABRAHAM ERSKINE,Dr. Abraham Erskine.  I represent the Strategic Scientific Reserve.,MALE
114,STEVE ROGERS,Steve Rogers.,MALE
115,STEVE ROGERS,Where are you from?,MALE
116,DR. ABRAHAM ERSKINE,"Queens. 73rd Street and Utopia Parkway. Before that, Germany. This troubles you?",MALE
117,STEVE ROGERS,No.,MALE
118,DR. ABRAHAM ERSKINE,"Where are you from, Mr. Rogers? Mmm? Is it New Haven? Or Paramus? Five exams in five different cities.",MALE
119,STEVE ROGERS,That might not be the right file.,MALE
120,DR. ABRAHAM ERSKINE,"No, it’s not the exams I’m interested in. It’s the five tries. But you didn’t answer my question. Do you want to kill Nazis?",MALE
121,STEVE ROGERS,Is this a test?,MALE
122,DR. ABRAHAM ERSKINE,Yes.,MALE
123,STEVE ROGERS,I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.,MALE
124,DR. ABRAHAM ERSKINE,"Well, there are already so many big men fighting this war. Maybe what we need now is the little guy, huh? I can offer you a chance.",MALE
125,DR. ABRAHAM ERSKINE,Only a chance.,MALE
126,STEVE ROGERS,I’ll take it.,MALE
127,DR. ABRAHAM ERSKINE,"Good. So where is the little guy from, actually?",MALE
128,STEVE ROGERS,Brooklyn.,MALE
129,DR. ABRAHAM ERSKINE,"Congratulations, soldier.",MALE
130,RED SKULL,"Are you ready, Dr. Zola?",MALE
131,DR. ARNIM ZOLA,My machine requires the most delicate calibration. Forgive me if I seem overcautious.,MALE
132,RED SKULL,And are you certain that those conductors of yours can withstand the energy surge long enough for a transference?,MALE
133,DR. ARNIM ZOLA,"With this artifact, I am certain of nothing. I fear it may not work at all.",MALE
134,DR. ARNIM ZOLA,Twenty percent. Forty. Sixty. Stabilising at 70%.,MALE
135,RED SKULL,"I have not come all this way for safety, Doctor.",MALE
136,DR. ARNIM ZOLA,What is that?,MALE
137,RED SKULL,"I must congratulate you, Arnim. Your designs do not disappoint. Though they may require some slight reinforcement.",MALE
138,DR. ARNIM ZOLA,"The exchange is stable. Amazing! The energy we have just collected could power my design, all my designs. This will change the war.",MALE
139,RED SKULL,"Dr. Zola, this will change the world.",MALE
140,OFFICER,"Ready, exercise!",FEMALE
141,PEGGY CARTER,"Recruits, attention! Gentlemen, I’m Agent Carter. I supervise all operations for this division.",FEMALE
142,GILMORE HODGE,"What’s with the accent, Queen Victoria? Thought I was signing up for the U.S. Army.",MALE
143,PEGGY CARTER,"What’s your name, soldier?",FEMALE
144,GILMORE HODGE,"Gilmore Hodge, your Majesty.",MALE
145,PEGGY CARTER,"Step forward, Hodge.",FEMALE
146,PEGGY CARTER,Put your right foot forward.,FEMALE
147,GILMORE HODGE,Mmm… We gonna wrassle? Cause I got a few moves I know you’ll like.,MALE
148,COL. CHESTER PHILLIPS,Agent Carter.,MALE
149,PEGGY CARTER,Colonel Phillips.,FEMALE
150,COL. CHESTER PHILLIPS,I see you’re breaking in the candidates. That’s good!  Get your ass up out of that dirt and stand in that line at attention 'til somebody comes tells you what to do.,MALE
151,GILMORE HODGE,"Yes, sir.",MALE
152,COL. CHESTER PHILLIPS,General Patton has said that wars are fought with weapons but they are won by men. We are going to win this war because we have the best men…  And because they’re gonna get better. Much better. The Strategic Scientific Reserve is an Allied effort made up of the best minds in the free world. Our goal is to create the best army in history. But every army starts with one man. At the end of this week we will choose that man. He will be the first in a new breed of super-soldiers.,MALE
153,SERGEANT DUFFY,Rogers! Get that rifle out of the mud!,MALE
154,COL. CHESTER PHILLIPS,"And they, will personally escort Adolf Hitler to the gates of Hell.",MALE
155,SERGEANT DUFFY,"Pick up the pace, ladies! Let’s go! Double time! Come on! Faster! Faster! Move! Move!  Squad, halt! That flag means we’re only at the halfway point. First man to bring it to me gets a ride back with Agent Carter. Move, move!",MALE
156,SOLDIERS,Come on! Get up there!,MALE
157,SERGEANT DUFFY,"If that’s all you got, this army’s in trouble! Get up there, Hodge! Come on! Get up there! Nobody’s got that flag in 17 years! Now fall back into line! Come on, fall in! Let’s go! Get back into formation! Rogers! I said fall in!",MALE
158,STEVE ROGERS,"Thank you, sir.",MALE
159,PEGGY CARTER,"Faster, ladies! Come on. My grandmother has more life in her, God rest her soul. Move it!",FEMALE
160,COL. CHESTER PHILLIPS,"You’re not really thinking about picking Rogers, are you?",MALE
161,DR. ABRAHAM ERSKINE,I am more than just thinking about it. He is the clear choice.,MALE
162,COL. CHESTER PHILLIPS,"When you brought a ninety-pound asthmatic onto my army base, I let it slide. I thought, what the hell? Maybe he’ll be useful to you, like a gerbil. I never thought you’d pick him.",MALE
163,PEGGY CARTER,Up.,FEMALE
164,COL. CHESTER PHILLIPS,You stick a needle in that kids arm and it’s gonna go right through him.,MALE
165,PEGGY CARTER,"Come on, girls.",FEMALE
166,COL. CHESTER PHILLIPS,Look at that. He’s making me cry.,MALE
167,DR. ABRAHAM ERSKINE,I am looking for qualities beyond the physical.,MALE
168,COL. CHESTER PHILLIPS,Do you know how long it took to set up this project?,MALE
169,DR. ABRAHAM ERSKINE,"Yeah, I know.",MALE
170,COL. CHESTER PHILLIPS,All the groveling I had to do in front of Senator What’s-His-Name’s committees?,MALE
171,DR. ABRAHAM ERSKINE,"Brandt. Yes, I know. I am well aware of your efforts.",MALE
172,COL. CHESTER PHILLIPS,"Then throw me a bone. Hodge passed every test we gave him. He’s big, he’s fast, he obeys orders. He’s a soldier.",MALE
173,DR. ABRAHAM ERSKINE,He’s a bully.,MALE
174,COL. CHESTER PHILLIPS,"You don’t win wars with niceness, doctor.  You win war with guts.  Grenade!",MALE
175,STEVE ROGERS,Get away! Get back!,MALE
176,OFFICER,It was a dummy grenade. All clear. Back in formation.,FEMALE
177,STEVE ROGERS,Is this is a test?,MALE
178,COL. CHESTER PHILLIPS,He’s still skinny.,MALE
179,DR. ABRAHAM ERSKINE,May I?,MALE
180,STEVE ROGERS,Yeah.,MALE
181,DR. ABRAHAM ERSKINE,Can’t sleep?,MALE
182,STEVE ROGERS,"I got the jitters, I guess.",MALE
183,DR. ABRAHAM ERSKINE,"Me, too.",MALE
184,STEVE ROGERS,Can I ask you a question?,MALE
185,DR. ABRAHAM ERSKINE,Just one?,MALE
186,STEVE ROGERS,Why me?,MALE
187,DR. ABRAHAM ERSKINE,"I suppose that is the only question that matters.  This is from Augsburg. My city. So many people forget that the first country that the Nazi’s invaded was their own. You know, after the last war the… my people struggled. They… they felt weak. They felt small. And then Hitler comes along with the marching and the big show and the flags and the… and the…  And he… he hears of me, my work and he finds me. And he says, ""You."" He says, ""You will make us strong."" Well, I am not interested. So he sends the head of HYDRA, his research division. A brilliant scientist by the name of Johann Schmidt. Now, Schmidt is a member of the inner circle and he’s ambitious. He and Hitler share a passion for occult power and Teutonic myth. Hitler uses his fantasies to inspire his followers. But for Schmidt, it is not fantasy. For him, it is real. He has become convinced that there is a great power hidden in the earth, left here by the Gods, waiting to be seized by a superior man. So when he hears about my formula and what it can do, he cannot resist.",MALE
188,DR. ABRAHAM ERSKINE,Schmidt must become that superior man.,MALE
189,STEVE ROGERS,Did it make him stronger?,MALE
190,DR. ABRAHAM ERSKINE,"Yeah. But, there were other effects. The serum was not ready. But more important, the man. The serum amplifies everything that is inside. So, good becomes great. Bad becomes worse. This is why you were chosen. Because a strong man, who has known power all his life, will lose respect for that power. But a weak man knows the value of strength, and knows compassion.",MALE
191,STEVE ROGERS,Thanks. I think.,MALE
192,DR. ABRAHAM ERSKINE,"Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man.",MALE
193,STEVE ROGERS,To the little guys.,MALE
194,DR. ABRAHAM ERSKINE,No! No! Wait! Wait! What I am doing? No! You have a procedure tomorrow. No fluids.,MALE
195,STEVE ROGERS,All right. We’ll drink it after.,MALE
196,DR. ABRAHAM ERSKINE,No! I don’t have procedure tomorrow. Drink it after? Drink it now!,MALE
197,RED SKULL,Is there something in particular you need?,MALE
198,DR. ARNIM ZOLA,I understand you found him.,MALE
199,RED SKULL,See for yourself.  You disapprove.,MALE
200,DR. ARNIM ZOLA,I just don’t see why you need concern yourself. I can’t imagine he will succeed.  Again.,MALE
201,RED SKULL,"His serum is the Allies’ only defence against this power we now possess. If we take it away from them, then our victory is assured.",MALE
202,DR. ARNIM ZOLA,Shall I give the order?,MALE
203,RED SKULL,It has been given.,MALE
204,DR. ARNIM ZOLA,Good.,MALE
205,RED SKULL,Dr. Zola.  What do you think?,MALE
206,DR. ARNIM ZOLA,A masterpiece.,MALE
207,STEVE ROGERS,I know this neighborhood. I got beat up in that alley. And that parking lot. And behind that diner.,MALE
208,PEGGY CARTER,Did you have something against running away?,FEMALE
209,STEVE ROGERS,"You start running they’ll never let you stop. You stand up, push back. Can’t say no forever, right?",MALE
210,PEGGY CARTER,I know a little of what that’s like. To have every door shut in your face.,FEMALE
211,STEVE ROGERS,"I guess I just don’t why you’d wanna join the army if you’re a beautiful dame. Or a beautiful… a woman. An agent, not a dame! You are beautiful, but…",MALE
212,PEGGY CARTER,"You have no idea how to talk to a woman, do you?",FEMALE
213,STEVE ROGERS,This is the longers conversation I’ve had with one. Women aren’t exactly lining up to dance with a guy they might step on.,MALE
214,PEGGY CARTER,You must have danced?,FEMALE
215,STEVE ROGERS,"Well, asking a woman to dance always seems so terrifying. And the past few years just didn’t seem to matter that much. Figured I’d wait.",MALE
216,PEGGY CARTER,For what?,FEMALE
217,STEVE ROGERS,The right partner.,MALE
218,PEGGY CARTER,This way.,FEMALE
219,STEVE ROGERS,What are we doing here?,MALE
220,PEGGY CARTER,Follow me.,FEMALE
221,ANTIQUE STORE OWNER,Wonderful weather this morning isn’t it?,FEMALE
222,PEGGY CARTER,"Yes, but I always carry an umbrella.",FEMALE
223,DR. ABRAHAM ERSKINE,"Good morning.  Please, not now.  Are you ready?  Good. Take off your shirt, your tie and your hat.",MALE
224,COL. CHESTER PHILLIPS,"Senator Brandt, glad you could make it.",MALE
225,SENATOR BRANDT,Why exactly am I in Brooklyn?,MALE
226,COL. CHESTER PHILLIPS,"We needed access to the city’s power grid. Of course, if you’d given me the generators I requisitioned…",MALE
227,SENATOR BRANDT,"A lot of people are asking for funds, Colonel.  Oh, this is…",MALE
228,HEINZ KRUGER,"Fred Clemson, State Department.  If this project of yours comes through, we’d like to see it used for something other than headlines.",MALE
229,SENATOR BRANDT,Jesus. Somebody get that kid a sandwich.,MALE
230,DR. ABRAHAM ERSKINE,Comfortable?,MALE
231,STEVE ROGERS,It’s a little big. You save me any of that schnapps?,MALE
232,DR. ABRAHAM ERSKINE,"Not as much as I should have. Sorry. Next time. Mr. Stark, how are your levels?",MALE
233,HOWARD STARK,Levels at 100%.,MALE
234,DR. ABRAHAM ERSKINE,Good.,MALE
235,HOWARD STARK,"We may dim half the lights in Brooklyn, but we are ready as we’ll ever be.",MALE
236,DR. ABRAHAM ERSKINE,Agent Carter? Don’t you think you would be more comfortable in the booth?,MALE
237,PEGGY CARTER,"Oh, yes. Of course. Sorry.",FEMALE
238,DR. ABRAHAM ERSKINE,"Good.  Do you hear me? is this on?  Ladies and gentlemen, today we take not another step towards annihilation, but the first step on the path to peace. We begin with a series of micro injections into the subjects major muscle groups. The serum infusion will cause immediate cellular change. And then to stimulate growth, the subject will be saturated with Vita-Rays.",MALE
239,STEVE ROGERS,That wasn’t so bad.,MALE
240,DR. ABRAHAM ERSKINE,"That was penicillin.  Serum infusion beginning in five, four, three, two, one.  Now, Mr. Stark.   Steven, can you hear me?",MALE
241,STEVE ROGERS,"It’s probably too late to go to the bathroom, right?",MALE
242,DR. ABRAHAM ERSKINE,We will proceed.,MALE
243,HOWARD STARK,That’s ten percent. Twenty percent. Thirty. That’s 40 %.,MALE
244,SSR DOCTOR,Vital signs are normal.,MALE
245,HOWARD STARK,That’s 50 %. Sixty. Seventy.,MALE
246,DR. ABRAHAM ERSKINE,Steven!,MALE
247,PEGGY CARTER,Shut it down.,FEMALE
248,DR. ABRAHAM ERSKINE,Steven!,MALE
249,PEGGY CARTER,Shut it down!,FEMALE
250,DR. ABRAHAM ERSKINE,"Kill the reactor, Mr. Stark! Turn it off! Kill it! Kill the reactor!",MALE
251,STEVE ROGERS,No! Don’t! I can do this!,MALE
252,HOWARD STARK,Eighty. Ninety. That’s 100 %.,MALE
253,DR. ABRAHAM ERSKINE,Mr. Stark?,MALE
254,DR. ABRAHAM ERSKINE,Steven. Steven.,MALE
255,COL. CHESTER PHILLIPS,The son of a bitch did it.,MALE
256,STEVE ROGERS,I did it.,MALE
257,DR. ABRAHAM ERSKINE,"Yeah, yeah. I think we did it.",MALE
258,HOWARD STARK,We actually did it.,MALE
259,PEGGY CARTER,How do you feel?,FEMALE
260,STEVE ROGERS,Taller.,MALE
261,PEGGY CARTER,You look taller.,FEMALE
262,COL. CHESTER PHILLIPS,"How do you like Brooklyn now, Senator?",MALE
263,SENATOR BRANDT,"I can think of some folks in Berlin who are about to get very nervous. Congratulations, Doctor.",MALE
264,DR. ABRAHAM ERSKINE,"Thank you, sir.",MALE
265,DR. ABRAHAM ERSKINE,Stop him!,MALE
266,TAXI DRIVER,"What are you doing? Buddy, are you all right? Hey, this guy’s been shot!",MALE
267,STEVE ROGERS,"Sorry!   I’m sorry.  Whoa, whoa, whoa!",MALE
268,MOTHER,No! No! Not my son!,FEMALE
269,YOUNG BOY,Stop it!,MALE
270,MOTHER,Don’t hurt him!,FEMALE
271,HEINZ KRUGER,Get back!,MALE
272,YOUNG BOY,Let me go!,MALE
273,MOTHER,Let go of my son! Don’t hurt him!,FEMALE
274,STEVE ROGERS,"Wait, don’t! Don’t!  No! Don’t!",MALE
275,YOUNG BOY,Go get him! I can swim!,MALE
276,STEVE ROGERS,Who the hell are you?,MALE
277,HEINZ KRUGER,"The first of many. Cut off one head, two more shall take its place. Hail HYDRA!",MALE
278,HUTTER,"The Führer is not accustomed to being ignored, Herr Schmidt. He funds your research because you promised him weapons.",MALE
279,SCHNEIDER,You serve at his pleasure. He gave you this facility as a reward for your injuries.,MALE
280,RED SKULL,Reward? Call it what it is. Exile. I no longer reflect his image of Aryan perfection.,MALE
281,ROEDER,You think this is about appearances? Your HYDRA division has failed to deliver so much as a rifle in over a year. And we had learned through local intelligence you had mounted a full-scale incursion into Norway.,MALE
282,SCHNEIDER,"The Führer feels… How does he put it? ""The Red Skull has been indulged long enough!""",MALE
283,RED SKULL,"Gentlemen, you have come to see the results of our work. Let me show you.  Hitler speaks of a thousand-year Reich, but he cannot feed his army for a month. His troops spill their blood across every field in Europe. But still he is no closer to achieving his goals.",MALE
284,ROEDER,And I suppose you still aim to end this war through magic?,MALE
285,RED SKULL,"Science. But I understand your confusion. Great power has always baffled primitive men. HYDRA is assembling an arsenal to destroy my enemies in one stroke. Where ever they are, regardless of how many forces they possess. All in a matter of hours.",MALE
286,ROEDER,Your enemies?,MALE
287,RED SKULL,"My weapons contain enough destructive power to decimate every hostile capital on earth. Quite simply, gentlemen, I have harnessed the power of the Gods.",MALE
288,SCHNEIDER,"Thank you, Schmidt.",MALE
289,RED SKULL,For what?,MALE
290,SCHNEIDER,For making it clear how obviously mad you are.,MALE
291,HUTTER,Berlin is on this map!,MALE
292,RED SKULL,So it is.,MALE
293,HUTTER,You will be punished for your insolence! You will be brought before the Führer himself!,MALE
294,ROEDER,Schmidt!!!,MALE
295,RED SKULL,"My apolpgies, Doctor, but we both knew HYDRA could grow no further in Hitler’s shadow. Hail HYDRA.",MALE
296,HYDRA TECHNICIANS,Hail HYDRA!,FEMALE
297,DR. ARNIM ZOLA,Hail HYDRA!,MALE
298,STEVE ROGERS,Think you got enough?,MALE
299,PEGGY CARTER,"Any hope of reproducing a program is locked in your genetic code. But without Dr. Erskine, it could take years.",FEMALE
300,STEVE ROGERS,He deserved more than this.,MALE
301,PEGGY CARTER,"If it could only work once, he’d be proud it was you.",FEMALE
302,SENATOR BRANDT,"Colonel Phillips, my committee is demanding answers.",MALE
303,COL. CHESTER PHILLIPS,Great. Why don’t we start with how a German spy got a ride to my secret installation in your car?  What have we got here?,MALE
304,HOWARD STARK,"Speaking modestly, I’m the best mechanical engineer in this country. But I don’t know what’s inside this thing or how it works. We’re not even close to this technology.",MALE
305,SENATOR BRANDT,Then who is?,MALE
306,COL. CHESTER PHILLIPS,HYDRA. I’m sure you’ve been reading our briefings.,MALE
307,SENATOR BRANDT,"I’m on a number of committees, Colonel.",MALE
308,PEGGY CARTER,HYDRA is the Nazi deep science division. It’s led by Johann Schmidt. But he has much bigger ambitions.,FEMALE
309,COL. CHESTER PHILLIPS,"HYDRA’s practically a cult. They worship Schmidt, they think he’s invincible.",MALE
310,SENATOR BRANDT,So what are you gonna do about it?,MALE
311,COL. CHESTER PHILLIPS,Spoke to the president this morning. As of today the SSR is being retasked.,MALE
312,PEGGY CARTER,Colonel?,FEMALE
313,COL. CHESTER PHILLIPS,"We are taking the fight to HYDRA. Pack your bags Agent Carter. You too, Stark. You’re flying to London tonight.",MALE
314,STEVE ROGERS,"Sir, if you’re going after Schmidt, I want in.",MALE
315,COL. CHESTER PHILLIPS,You’re an experiment. You’re going to Alamogordo.,MALE
316,STEVE ROGERS,The serum worked.,MALE
317,COL. CHESTER PHILLIPS,I asked for an army and all I got was you. You are not enough.,MALE
318,SENATOR BRANDT,"With all due respect to the Colonel, I think we may be missing the point. I’ve seen you in action, Steve. More importantly, the country’s seen it.  Paper. The enlistment lines have been around the block since your picture hit the newsstands. You don’t take a soldier, a symbol like that, and hide him in a lab. Son, do you want to serve your country on the most important battlefield of the war?",MALE
319,STEVE ROGERS,"Sir, that’s all I want.",MALE
320,SENATOR BRANDT,"Then, congratulations. You just got promoted.",MALE
321,STEVE ROGERS,I don’t know if I can do this.,MALE
322,BRANDT'S AIDE,"Nothing to it. Sell off a few bonds, bonds buy bullets, bullets kills Nazi’s. Bing bang boom. You’re an American hero.",MALE
323,STEVE ROGERS,It’s just not how I pictured getting there.,MALE
324,BRANDT'S AIDE,"The senator’s got a lot of pull up on the hill. You play ball with us, you’ll be leading your own platoon in no time. Take the shield.",MALE
325,USO SINGER,"Who’s strong and brave, here to save the American way?",MALE
326,STEVE ROGERS,Not all of us can storm a beach or drive a tank. But there’s still a way all of us can fight.,MALE
327,USO SINGER,"Who vows to fight like a man, for what’s right, night and day?",MALE
328,STEVE ROGERS,Series E Defence Bonds. Each one you buy is a bullet in the barrel of your best guy’s gun.,MALE
329,USO SINGER,"Who will campaign door-to-door for America? Carry the flag shore to shore for America? From Hoboken to Spokane, the star-spangeld man with a plan.",MALE
330,DIRECTOR,"Cut. Guys, don’t look ath the camera.",MALE
331,USO SINGER,We can’t ignore there’s a threat and a war we must win.,MALE
332,STEVE ROGERS,Each one you buy is a bullet in the barrel of your best guy’s gun.,MALE
333,USO SINGER,"Who’ll hang a noose on the goose-stepping goons from Berlin? Who will redeem, heed the call for America? Who’ll rise or fall, give his all for America? Who’s here to prove that we can? The star-spangled man with a plan.",MALE
334,STEVE ROGERS,"We all know this is about trying to win the war. We can’t do that without bullets and bandages, tanks and tents. That’s where you come in. Every bond you buy will help protect someone you love.",MALE
335,KIDS IN USO AUDIENCE,Turn around! He’s right behind you!,NEUTRAL
336,STEVE ROGERS,"Keep our boys armed and ready, and the Germans will think twice about trying to get the drop on us.",MALE
337,USO SINGER,"Stalwart and steady and true, forcefull and ready to defend, the red, white, and blue. Who’ll give the Axis the sack and is smart as a fox? Far as an eagle will soar. Who’s making Adolf afraid to step out of his box? He knows what we’re fighting for. Who waked the giant that napped in America? We know it’s no one but Captain America. Who’ll finish what they began? Who’ll kick the Krauts to Japan? The star-spangled man with a aplan!",MALE
338,STEVE ROGERS,How many of you ready to help me sock old Adolf on the jaw?  Okay. Uh… I need a volunteer.,MALE
339,ARMY HECKLER#1,I already volunteered! How do you think I got here?  Bring back the girls!,FEMALE
340,STEVE ROGERS,I think they only know the one song. But um…let me…I’ll…I’ll see what I can do.,MALE
341,ARMY HECKLER#1,"You do that, sweetheart.",FEMALE
