,character,line,gender
37,STEPHEN STRANGE,What do you want?,MALE
38,WONG,I wouldn't say no to a tuna melt.,MALE
39,BRUCE BANNER,Thanos is coming. He's coming...,MALE
40,STEPHEN STRANGE,Who?,MALE
41,TONY STARK,"Slow down, slow down. I'm totally not kidding.",MALE
42,PEPPER POTTS,You're totally rambling.,FEMALE
43,TONY STARK,"No, I'm not.",MALE
44,PEPPER POTTS,Lost me.,FEMALE
45,TONY STARK,"Look, you know how you're having a dream, and in the dream you gotta pee?",MALE
46,PEPPER POTTS,Yeah.,FEMALE
47,TONY STARK,"Okay, and then you're like, 'Oh my god, there's no bathroom, what am I gonna do?', 'Oh! Someone's watching,' ''m gonna go in my pants.'",MALE
48,PEPPER POTTS,"Right. And then you wake up, and in real life you actually have to pee.",FEMALE
49,TONY STARK,Yes.,MALE
50,PEPPER POTTS,Yeah. Everybody has that.,FEMALE
51,TONY STARK,"Right! That's the point I'm trying to make. Apropos of that, last night, I dreamt, we had a kid. So real. We named him after your eccentric uncle. Uh, what was his name?",MALE
52,PEPPER POTTS,Right.,FEMALE
53,TONY STARK,Morgan! Morgan.,MALE
54,PEPPER POTTS,"So you woke up, and thought that we were...",FEMALE
55,TONY STARK,Expecting.,MALE
56,PEPPER POTTS,Yeah.,FEMALE
57,TONY STARK,Yes?,MALE
58,PEPPER POTTS,No.,FEMALE
59,TONY STARK,I had a dream about it. It was so real.,MALE
60,PEPPER POTTS,"If you wanted to have a kid, you wouldn't have done that.",FEMALE
61,TONY STARK,"I'm glad you brought this up, 'cause it's nothing. It's just a housing unit for nano particles.",MALE
62,PEPPER POTTS,"It's not helping your case, OK?",FEMALE
63,TONY STARK,"No, no, it's an attachment, it's not a-",MALE
64,PEPPER POTTS,You don't need that.,FEMALE
65,TONY STARK,"I know. I had the surgery. I'm just trying to protect us. The future uses, and that's it. Just in case there's a monster in the closet, instead of, you know...",MALE
66,PEPPER POTTS,Shirts?,FEMALE
67,TONY STARK,You know me so well. You finish all my sentences.,MALE
68,PEPPER POTTS,You should have shirts in your closet.,FEMALE
69,TONY STARK,Yeah. You know what there should be? No more surprises. We're gonna have a nice dinner tonight. Show off this Harry Win-stone. Right? And we should have no more surprises. Ever. I should promise you.,MALE
70,PEPPER POTTS,Yes.,FEMALE
71,TONY STARK,I will.,MALE
72,STEPHEN STRANGE,"Tony Stark, I'm Doctor Stephen Strange. I need you to come with me. Oh, uh, congratulations on the wedding, by the way.",MALE
73,TONY STARK,"I'm sorry, you giving out tickets or something?",MALE
74,STEPHEN STRANGE,"We need your help. Look, it's not overselling to say that the fate of the universe is at stake.",MALE
75,TONY STARK,"And who's ""we""?",MALE
76,BRUCE BANNER,"Hey, Tony.",MALE
77,TONY STARK,Bruce.,MALE
78,BRUCE BANNER,Pepper.,MALE
79,PEPPER POTTS,Hi.,FEMALE
80,TONY STARK,You okay?,MALE
81,WONG,"From the dawn of the universe, there was nothing. Then, boom! The Big Bang sent six elemental crystals, hurtling across the virgin universe. These Infinity Stones each control an essential aspect of existence.",MALE
82,STEPHEN STRANGE,Space. Reality. Power. Soul. Mind. And Time.,MALE
83,TONY STARK,Tell me his name again.,MALE
84,BRUCE BANNER,"Thanos. He's a plague, Tony. He invades planets. He takes what he wants. He wipes out half the population. He sent Loki. The attack on New York. That's him.",MALE
85,TONY STARK,This is it... What's our timeline?,MALE
86,BRUCE BANNER,"No telling. He has the Power and Space Stones, that already makes him the strongest creature in the whole universe. If he gets his hands, on all six Stones, Tony...",MALE
87,STEPHEN STRANGE,He can destroy life on a scale hitherto undreamt of.,MALE
88,TONY STARK,"Did you seriously just say ""hitherto undreamt of""?",MALE
89,STEPHEN STRANGE,Are you seriously leaning on the Cauldron of the Cosmos?,MALE
90,TONY STARK,Is that what this is.... ?,MALE
91,TONY STARK,"I'm going to allow that. If Thanos needs all six, why don't we just stick this one down the garbage disposal?",MALE
92,STEPHEN STRANGE,No can do.,MALE
93,WONG,We swore an oath to protect the Time Stone. With our lives.,MALE
94,TONY STARK,"And I swore off dairy, but then, Ben & Jerry's named a flavor after me, so....",MALE
95,STEPHEN STRANGE,Stark Raving Hazelnuts.,MALE
96,TONY STARK,It's not bad.,MALE
97,STEPHEN STRANGE,A bit chalky.,MALE
98,WONG,A Hunka-Hulka Burning Fudge is our favorite.,MALE
99,BRUCE BANNER,That's a thing?,MALE
100,TONY STARK,Whatever. Point is: things change.,MALE
101,STEPHEN STRANGE,Our oath to protect the Time Stone cannot change. This Stone may be the best chance we have against Thanos.,MALE
102,TONY STARK,"And still conversely, it may also be his best chance against us.",MALE
103,STEPHEN STRANGE,"Well, if we don't do our jobs.",MALE
104,TONY STARK,"What is your job exactly, besides making balloon animals?",MALE
105,STEPHEN STRANGE,"Protecting your reality, douchebag.",MALE
106,BRUCE BANNER,"Okay, guys, could we table this discussion right now? The fact is that we have this Stone. We know where it is. Vision is out there somewhere with the Mind Stone, and we have to find him now.",MALE
107,TONY STARK,"Yeah, that's the... thing.",MALE
108,BRUCE BANNER,What do you mean?,MALE
109,TONY STARK,"Two weeks ago, Vision turned off his transponder. He's offline.",MALE
110,BRUCE BANNER,"What? Tony, you lost another super bot?",MALE
111,TONY STARK,I didn't lose him. He's more than that. He's evolving.,MALE
112,STEPHEN STRANGE,"Who could find Vision, then?",MALE
113,TONY STARK,Shit.  Probably Steve Rogers.,MALE
114,STEPHEN STRANGE,"Oh, great.",MALE
115,TONY STARK,Maybe. But...,MALE
116,BRUCE BANNER,Call him.,MALE
117,TONY STARK,"It's not that easy. God, we haven't caught up in a spell, have we?",MALE
118,BRUCE BANNER,No.,MALE
119,TONY STARK,The Avengers broke up. We're toast.,MALE
120,BRUCE BANNER,Broke up? Like a band? Like The Beatles?,MALE
121,TONY STARK,Cap and I fell out hard. We're not on speaking terms.,MALE
122,BRUCE BANNER,"Tony, listen to me. Thor's gone. Thanos is coming. It doesn't matter who you're talking to or not.",MALE
123,TONY STARK,"Say, Doc, you wouldn't happen to be moving your hair, would you?",MALE
124,STEPHEN STRANGE,"Not at the moment, no.",MALE
125,TONY STARK,You okay?,MALE
126,TONY STARK,"Help him! Wong, Doc.",MALE
127,BRUCE BANNER,Go! Got it!,MALE
128,TONY STARK,"F.R.I.D.A.Y., what am I looking at?",MALE
129,FRIDAY,"Not sure, I'm working on it.",MALE
130,TONY STARK,"Hey! You might wanna put that Time Stone in your back pocket, Doc!",MALE
131,STEPHEN STRANGE,Might wanna use it.,MALE
132,PETER PARKER,"Ned, hey. I need you to cause a distraction.",MALE
133,NED LEEDS,Holy shit! We're all gonna die! There's a spaceship!,MALE
134,STAN LEE,What's the matter with you kids? You've never seen a spaceship before?,MALE
135,TONY STARK,"F.R.I.D.A.Y., evac anyone south of 43rd Street, notify first responders.",MALE
136,FRIDAY,Will do.,MALE
137,EBONY MAW,"Hear me, and rejoice. You are about to die at the hands of the Children of Thanos. Be thankful, that your meaningless lives are now contributing to...",MALE
138,TONY STARK,"I'm sorry, Earth is closed today. You better pack it up and get outta here.",MALE
139,EBONY MAW,Stonekeeper...  Does this chattering animal speak for you?,MALE
140,STEPHEN STRANGE,Certainly not. I speak for myself.  But you’re trespassing in this city and on this planet.,MALE
141,TONY STARK,"It means get lost, Squidward!",MALE
142,EBONY MAW,He exhausts me.,MALE
143,EBONY MAW,Bring me the Stone.,MALE
144,TONY STARK,"Banner, you want a piece?",MALE
145,BRUCE BANNER,"No, not really, but when do I ever get what I want?",MALE
146,TONY STARK,That's right.,MALE
147,TONY STARK,"Been a while. Good to have you, buddy.",MALE
148,BRUCE BANNER,"I just... I need to concentrate here for one second. Come on, come on, man.",MALE
149,TONY STARK,Where's your guy?,MALE
150,BRUCE BANNER,I don't know. We've sort been havin' a thing.,MALE
151,TONY STARK,There's no time for a thing.,MALE
152,BRUCE BANNER,I know.,MALE
153,TONY STARK,That's the thing right there. Let's go.,MALE
154,TONY STARK,"Dude, you're embarrassing me in front of the wizards.",MALE
155,BRUCE BANNER,"Tony, I'm sorry.  Either I can't or he won't--",MALE
156,TONY STARK,"It's okay. Hey, stand down.  Keep an eye on him. Thank you.",MALE
157,WONG,I have him.,MALE
158,BRUCE BANNER,Damn it.,MALE
159,BRUCE BANNER,Where'd that come from?,MALE
160,TONY STARK,It's nano-tech. You like it? A little someth--,MALE
161,STEPHEN STRANGE,"Dr. Banner, if the rest of your green friend won't be joining us....",MALE
162,TONY STARK,"Gotta get that stone outta here, now.",MALE
163,STEPHEN STRANGE,It stays with me.,MALE
164,TONY STARK,Exactly. Bye.,MALE
165,BRUCE BANNER,"Tony, you okay? How we doing? Good? Bad?",MALE
166,TONY STARK,"Really, really good. Really good. Do you plan on helping out?",MALE
167,BRUCE BANNER,I'm trying. He won't come out.,MALE
168,TONY STARK,Hammer.,MALE
169,BRUCE BANNER,"Come on, Hulk. What are you doing to me?  Come out! Come out! Come out!",MALE
170,HULK,Nooooooo!,MALE
171,BRUCE BANNER,"What do you mean, ""no""?!",MALE
172,PETER PARKER,"Hey, man. What's up, Mr. Stark?",MALE
173,TONY STARK,"Kid, where'd you come from?",MALE
174,PETER PARKER,Field trip to MoMA.,MALE
175,PETER PARKER,"What is this guy's problem, Mr. Stark?",MALE
176,TONY STARK,He's from space. He came here to steal a necklace from a wizard.,MALE
177,EBONY MAW,Your powers are quaint. You must be popular with children.,MALE
178,STEPHEN STRANGE,It's a simple spell but quite unbreakable.,MALE
179,EBONY MAW,Then I'll take it off your corpse.,MALE
180,STEPHEN STRANGE,You'll find... removing a dead man's spell... troublesome.,MALE
181,EBONY MAW,You'll only wish you were dead.  NO!,MALE
182,TONY STARK,"Kid, that's the wizard. Get on it.",MALE
183,PETER PARKER,On it!,MALE
184,PETER PARKER,Not cool!,MALE
185,PETER PARKER,"Uhhh, Mr. Stark? I'm being beamed up!",MALE
186,TONY STARK,"Hang on, kid.",MALE
187,TONY STARK,"Wong, you're invited to my wedding.  Give me a little juice, F.R.I.D.A.Y.",MALE
188,TONY STARK,"Unlock 17-A.  Pete, you gotta let go. I'm gonna catch you.",MALE
189,PETER PARKER,But you said save the wizard!  I can't breathe!,MALE
190,TONY STARK,You're too high up. You're running out of air.,MALE
191,PETER PARKER,Yeah! That makes sense.,MALE
192,PETER PARKER,"Mr. Stark, it smells like a new car in here!",MALE
193,TONY STARK,"Happy trails, kid. F.R.I.D.A.Y, send him home.",MALE
194,FRIDAY,Yep.,MALE
195,PETER PARKER,"OH, COME ON!",MALE
196,FRIDAY,"Boss, incoming call from Miss Potts.",MALE
197,PEPPER POTTS,"Tony? Oh, my God. Are you all right? What's going on?",FEMALE
198,TONY STARK,"Yeah, I'm fine. I just think we might have to push our 8:30 res.",MALE
199,PEPPER POTTS,Why?,FEMALE
200,TONY STARK,Just 'cause I'll... probably not make it back for a while.,MALE
201,PEPPER POTTS,Tell me you're not on that ship.,FEMALE
202,TONY STARK,Yeah.,MALE
203,PEPPER POTTS,"God, no. Please tell me you're not on that ship.",FEMALE
204,TONY STARK,"Honey, I'm sorry. I'm sorry, I don't know what to say.",MALE
205,PEPPER POTTS,"Come back here, Tony. I swear to God….",FEMALE
206,TONY STARK,Pep….,MALE
207,PEPPER POTTS,Come back here right now! Come back!,FEMALE
208,FRIDAY,"Boss, we're losing her. I'm going, too….",MALE
209,PETER PARKER,Oh my God!  I should have stayed on the bus....,MALE
210,BRUCE BANNER,Where you going?,MALE
211,WONG,The Time Stone's been taken. The Sanctum remains unguarded. What will you do?,MALE
212,BRUCE BANNER,I'm gonna make a call.,MALE
213,PETER QUILL,"Sing it, Drax!",MALE
214,ROCKET,Why are we doing this again?,MALE
215,GAMORA,"It's a distress signal, Rocket. Someone could be dying.",MALE
216,ROCKET,"I get that, but why are we doing it?",MALE
217,PETER QUILL,Cause we're nice. And maybe whoever it is will give us a little cheddar cheese  for our help.,MALE
218,GAMORA,Which isn't the point.,MALE
219,PETER QUILL,Which isn't the point... I mean… if he doesn't pony up….,MALE
220,DRAX,We'll take his ship.,MALE
221,ROCKET,Exactly!,MALE
222,PETER QUILL,B-b-b-bingo!,MALE
223,MANTIS,We are arriving.,MALE
224,PETER QUILL,"All right, Guardians. Don't forget, this might be dangerous, so let's put on our mean faces.  Groot, put that thing away. Now. I don't wanna tell you again.  Groot.",MALE
225,GROOT,I am Groot!,MALE
226,PETER QUILL,Whoa!,MALE
227,ROCKET,Language!,MALE
228,GAMORA,Hey!,MALE
229,DRAX,Wow.,MALE
230,PETER QUILL,"You got some acorns on you, kid.",MALE
231,ROCKET,"Ever since you got a little sap, you're a total d-hole. Keep it up, and I'm gonna SMASH THAT THING TO PIECES!",MALE
232,MANTIS,What happened?,MALE
233,ROCKET,Looks like we're not getting paid.,MALE
234,ROCKET,Wipers! Wipers! Get it off!,MALE
235,PETER QUILL,How the hell is this dude still alive?,MALE
236,DRAX,"He is not a dude. You're a dude. This... this is a man. A handsome, muscular man.",MALE
237,PETER QUILL,I'm muscular.,MALE
238,ROCKET,"Who are you kidding, Quill? You're one sandwich away from fat.",MALE
239,PETER QUILL,"Yeah, right.",MALE
240,DRAX,It's true. You have gained a little weight….,MALE
241,PETER QUILL,"What? Gamora, do you think I'm…",MALE
242,MANTIS,He is anxious. Angry. He feels tremendous loss and guilt.,MALE
243,DRAX,It's like a pirate had a baby with an angel.,MALE
244,PETER QUILL,Wow. This is a real wake-up call for me. Okay. I'm gonna get a Bow-flex. I'm gonna commit. I'm gonna get some dumbbells.,MALE
245,ROCKET,"You know you can't eat dumbbells, right?",MALE
246,GAMORA,It's like his muscles are made of Cotati metal fibers.,MALE
247,PETER QUILL,Stop massaging his muscles.  Wake him up.,MALE
248,MANTIS,Wake.,MALE
249,THOR,Who the hell are you guys?,MALE
250,GAMORA,"The entire time I knew Thanos, he only ever had one goal: To bring balance to the Universe by wiping out half of all life. He used to kill people planet by planet, massacre by massacre....",MALE
251,DRAX,Including my own.,MALE
252,GAMORA,"If he gets all six Infinity Stones, he can do it with the snap of his fingers, like this.",MALE
253,THOR,You seem to know a great deal about Thanos.,MALE
254,DRAX,Gamora... is the daughter of Thanos.,MALE
255,THOR,Your father killed my brother.,MALE
256,PETER QUILL,"Oh, boy. Stepfather. Technically, she hates him as much as you do.",MALE
257,THOR,"Families can be tough.  Before my father died, he told me I had a half-sister... that he imprisoned in Hel. Then she returned home, and stabbed me in the eye, so... I had to kill her. It's life, isn't it, I guess. Goes round and round and... I feel your pain.",MALE
258,PETER QUILL,"And I feel your pain, as well. I mean it's not a competition, but I've been through a lot. My father killed my mother, then I had to kill my father. And that was hard. Probably even harder than having to kill a sister. Plus, I, came out of it with both of my eyes--",MALE
259,THOR,"I need a hammer, not a spoon…. How do I open this thing? Is there some sort of a four-digit code maybe… maybe a birth date or something….",MALE
260,PETER QUILL,What are you doing?,MALE
261,THOR,Taking your pod.,MALE
262,PETER QUILL,"No, you're not!  You'll not, be taking our pod today, sir.",MALE
263,ROCKET,Quill. Are you making your voice deeper?,MALE
264,PETER QUILL,No.,MALE
265,DRAX,You are. You're imitating the god-man. It's weird.,MALE
266,PETER QUILL,No I'm not.,MALE
267,MANTIS,He just did it again!,MALE
268,PETER QUILL,This is my voice!,MALE
269,THOR,Are you mocking me?,MALE
270,PETER QUILL,Are you mocking me?,MALE
271,THOR,Stop it. You did it again.,MALE
272,PETER QUILL,He's trying to copy me.,MALE
273,THOR,Would you stop doing that? He's doing it first.,MALE
274,GAMORA,Enough! We need to stop Thanos. Which means we need to find out where he's going next.,MALE
275,THOR,Knowhere.,MALE
276,MANTIS,He must be going somewhere.,MALE
277,PETER QUILL,"No. Knowhere? It's a place. We've been there. It sucks. Excuse me, that's our food.",MALE
278,THOR,Not anymore.,MALE
279,GAMORA,Thor… why would he go to Knowhere?,MALE
280,THOR,"Because for years, the Reality Stone has been safely stored, there with a man we call the Collector.",MALE
281,PETER QUILL,"If it's with the Collector, then it's not safe. Only an idiot would give that man a stone.",MALE
282,THOR,Or a genius.,MALE
283,GAMORA,How do you know he's not going for one of the other Stones?,MALE
284,THOR,"There's six stones out there.  Thanos already has the Power Stone because he stole it last week, when he decimated Xandar. He stole the Space Stone from me when he destroyed my ship and slaughtered half my people. The Time and Mind Stones are safe on Earth. They're with the Avengers.",MALE
285,PETER QUILL,The 'Avengers'?,MALE
286,THOR,Earth's Mightiest Heroes.,MALE
287,MANTIS,Like Kevin Bacon?,MALE
288,THOR,"He may be on the team. I don't know. Haven't been there in a while. As for the Soul Stone, well, no one's ever seen that. No one even knows where it is. Therefore, Thanos can't get it. Therefore, he's going to Knowhere. Hence, he'll be getting the Reality Stone. You're welcome.",MALE
289,GAMORA,Then we have to go to Knowhere now.,MALE
290,THOR,"Wrong! Where we have to go, is Nivadellir.",MALE
291,DRAX,That's a made up word.,MALE
292,THOR,All words are made up.,MALE
293,ROCKET,"Hold up, Nidavellir is real?  Seriously? I mean, that place is a legend.  They make the most powerful, horrific weapons to ever torment the Universe. I would very much like to go there, please.",MALE
294,THOR,"The rabbit is correct, and clearly the smartest among you.",MALE
295,ROCKET,Rabbit?,MALE
296,THOR,"Only Eitri the dwarf king can make me the weapon I need.  I assume you're the captain, sir?",MALE
297,ROCKET,You're very perceptive.,MALE
298,THOR,You seem like a noble leader. Will you join me on my quest to Nidavellir?,MALE
299,ROCKET,"Lemme just ask the captain. Oh, wait a second, it's me! Yeah, I'll go.",MALE
300,THOR,Wonderful.,MALE
301,PETER QUILL,Except for that I'm the captain.,MALE
302,THOR,Quiet!,MALE
303,PETER QUILL,That's my backpack.,MALE
304,ROCKET,Go sit down.,MALE
305,PETER QUILL,"Look, this is my ship. And I'm not goin' to…  Wait, what kind of weapon are we talking about here?",MALE
306,THOR,The Thanos killing kind.,MALE
307,PETER QUILL,Don't you think that we should all have a weapon like that?,MALE
308,THOR,No. You simply lack the strength to wield them. Your bodies will crumble as your minds collapse into the madness.,MALE
309,ROCKET,Is it weird that I wanna do it even more now?,MALE
310,THOR,A little bit. Yeah.,MALE
311,GAMORA,"If we don't go to Knowhere and Thanos retrieves another stone, he'll be too powerful to stop.",MALE
312,THOR,He already is.,MALE
313,ROCKET,"I got it figured out. We got two ships, and a large assortment of morons. So me and Groot will go with the pirate-angel here, and the morons will go to Knowhere to try and stop Thanos. Cool? Cool.",MALE
314,THOR,So cool.,MALE
315,PETER QUILL,For the record… I know that you're only going with him because it's where Thanos isn't.,MALE
316,ROCKET,"You know, you shouldn't talk that way to your captain, Quill.  Come on, Groot. Put that game down, you'll rot your brain.",MALE
317,THOR,"I bid you farewell and good luck, morons. Bye.",MALE
318,WANDA MAXIMOFF,Vis? Is it the stone again?,FEMALE
319,VISION,It's as if it's speaking to me.,MALE
320,WANDA MAXIMOFF,What does it say?,FEMALE
321,VISION,I don't... I don't know. But something...,MALE
322,VISION,Tell me what you feel.,MALE
323,WANDA MAXIMOFF,I just feel you.,FEMALE
324,WANDA MAXIMOFF,So there's a 10 AM to Glasgow to give us more time together before you went back.,FEMALE
325,VISION,What if I miss that train?,MALE
326,WANDA MAXIMOFF,There is an 11.,FEMALE
327,VISION,"What if I missed all the trains? What if this time, I didn't go back?",MALE
328,WANDA MAXIMOFF,You gave Stark your word.,FEMALE
329,VISION,I'd rather give it to you.,MALE
330,WANDA MAXIMOFF,"There are people who are expecting me too, you know. We both made promises.",FEMALE
331,VISION,"Not to each other.  Wanda… for two years, we've stolen these moments, trying to see if this could work. And... I don't know.  You know what, I'm just gonna speak for myself -- I, I... I think...",MALE
332,WANDA MAXIMOFF,It works.,FEMALE
333,VISION,It works.,MALE
334,VISION,Then stay. Stay with me.,MALE
335,VISION,Or not. If I'm overstepping…,MALE
336,WANDA MAXIMOFF,What are they?,FEMALE
337,VISION,What the stone was warning me about.  I have to go.,MALE
338,WANDA MAXIMOFF,"No, Vision. Vision, if that's true… then maybe going isn't the best idea.",FEMALE
339,VISION,"Wanda, I…",MALE
340,WANDA MAXIMOFF,Vision!,FEMALE
341,VISION,The blade. It stopped me from phasing.,MALE
342,WANDA MAXIMOFF,Is that even possible?,FEMALE
343,VISION,It isn't supposed to be.  My systems are failing.  I'm beginning to think... we should have stayed in bed.,MALE
344,WANDA MAXIMOFF,Vis!,FEMALE
345,CORVUS GLAIVE,"Give up the Stone, and she lives.",MALE
346,WANDA MAXIMOFF,Hands off.,FEMALE
347,WANDA MAXIMOFF,"Come on. Come on. Come on, you gotta get up. You gotta get up. Come on. Hey. Hey. We have to go.",FEMALE
348,VISION,Please. Please leave.,MALE
349,WANDA MAXIMOFF,You asked me to stay.... I'm staying.,FEMALE
350,VISION,Please.,MALE
351,WANDA MAXIMOFF,Get up.,FEMALE
352,PROXIMA MIDNIGHT,Get up.,FEMALE
353,CORVUS GLAIVE,I can't.,MALE
354,NATASHA ROMANOFF,We don't wanna kill you. But we will.,FEMALE
355,PROXIMA MIDNIGHT,You'll never get the chance again.,FEMALE
356,SAM WILSON,Can you stand?,MALE
357,VISION,"Thank you, Captain.",MALE
358,STEVE ROGERS,Let's get you on the jet.,MALE
359,NATASHA ROMANOFF,"I thought we had a deal. Stay close, check in. Don't take any chances.",FEMALE
360,WANDA MAXIMOFF,I'm sorry. We just wanted time.,FEMALE
361,SAM WILSON,"Where to, Cap?",MALE
362,STEVE ROGERS,Home.,MALE
363,GAMORA'S MOTHER,Shh. We'll be safe. We'll be safe.,FEMALE
364,EBONY MAW,Zehobereians…,MALE
365,GAMORA,Mother! Where's my mother?!,MALE
366,EBONY MAW,"Zen-Whoberis... Choose a side, or die.",MALE
367,GAMORA,Mother!,MALE
368,EBONY MAW,"One side is a revelation. The other, an honor known only to a few.",MALE
369,THANOS,"What's wrong, little one?",MALE
370,GAMORA,My mother. Where is my mother?,MALE
371,THANOS,What's your name?,MALE
372,GAMORA,Gamora.,MALE
373,THANOS,"You're quite the fighter, Gamora. Come. Let me help you.  Look. Pretty, isn't it? Perfectly balanced. As all things should be. Too much to one side, or the other…  Here. You try.",MALE
374,EBONY MAW,"Now go in peace, and meet your Maker.",MALE
375,THANOS,Concentrate. There! You've got it.,MALE
376,PETER QUILL,"Gamora. Do you know if these grenades are the ""blow off your junk"" kind or the gas kind? 'Cause I was thinking I might hang a couple on my belt right here. But I don't want to--",MALE
377,GAMORA,I need to ask a favor.,MALE
378,PETER QUILL,"Yeah, sure.",MALE
379,GAMORA,"One way or another, the path that we're on leads to Thanos.",MALE
380,PETER QUILL,Which is what the grenades are for.  I'm sorry. What's the favor?,MALE
381,GAMORA,If things go wrong… If Thanos gets me… I want you to promise me… you'll kill me.,MALE
382,PETER QUILL,What?,MALE
383,GAMORA,I know something he doesn't. If he finds out… the entire Universe could be at risk.,MALE
384,PETER QUILL,What do you know?,MALE
385,GAMORA,"If I tell you, you'd know, too.",MALE
386,PETER QUILL,"If it's so important, shouldn't I?",MALE
387,GAMORA,Only if you wanna die.,MALE
388,PETER QUILL,Why does somebody always have to die in this scenario?,MALE
389,GAMORA,"Just… trust me. And possibly, kill me.",MALE
390,PETER QUILL,"I mean, I'd like to. I really would…",MALE
391,GAMORA,Swear to me. Swear to me on your mother.,MALE
392,PETER QUILL,Okay.,MALE
393,PETER QUILL,Dude. How long have you been standing there?,MALE
394,DRAX,An hour.,MALE
395,PETER QUILL,An hour? Are you serious?,MALE
396,DRAX,I've mastered the ability of standing so incredibly still... that I become invisible to the eye... watch.,MALE
397,PETER QUILL,You're eating a zarg-nut.,MALE
398,DRAX,But my movement... was so slow... that it's imperceptible.,MALE
399,PETER QUILL,"Mmm, no.",MALE
400,DRAX,I'm sure I'm invisible.,MALE
401,MANTIS,"Hi, Drax.",MALE
402,DRAX,Damn it.,MALE
403,PETER QUILL,This place looks deserted.,MALE
404,DRAX,I'm reading movement from the third quadrant.,MALE
405,PETER QUILL,"Yep. I'm picking that up, too. Let's put it down right here.",MALE
406,COLLECTOR,I don't have it.,MALE
407,THANOS,Everyone in the Galaxy knows you'd sell your own brother if you thought it would add the slightest trinket to your pathetic collection.,MALE
408,THANOS,"I know you have the Reality Stone, Tivan. Giving it to me will spare you a great deal of suffering.",MALE
409,COLLECTOR,I told you. I sold it. Why would I lie?,MALE
410,THANOS,I imagine it's like breathing for you.,MALE
411,COLLECTOR,Like suicide.,MALE
412,THANOS,So you do understand. Not even you would surrender something so precious.,MALE
413,COLLECTOR,I didn't know what it was.,MALE
414,THANOS,"Then you're more of a fool than I took you for. Last chance, charlatan. Where's the Stone?",MALE
415,DRAX,Today...,MALE
416,PETER QUILL,Drax. Drax.,MALE
417,DRAX,...He pays for the deaths of my wife and daughter.,MALE
418,PETER QUILL,"Drax, waaaaait!  Not yet, not yet, not yet.  Drax, Drax, Drax. He doesn't have the Stone yet. We get it, and then we can stop him. We have to get the Stone first. Yeah.",MALE
419,DRAX,No. No. For Ovette. For Camaria.,MALE
420,MANTIS,Sleeeep.,MALE
421,PETER QUILL,"Okay. Gamora, Mantis, you go right. I'm...  The other right!",MALE
