,character,line,gender
155,PEPPER POTTS,"You know, there’s only about 8,011 things that I really need to talk to you about.",FEMALE
156,TONY STARK,"Dummy. Hey, stop spacing out. The Bridgeport’s already machining that part.",MALE
157,PEPPER POTTS,The Expo is a gigantic waste of time.,FEMALE
158,TONY STARK,I need you to wear a surgical mask until you’re feeling better. Is that okay?,MALE
159,PEPPER POTTS,That’s rude.,FEMALE
160,TONY STARK,There’s nothing more important to me than the Expo. It’s my primary point of concern. I don’t know why you’re…,MALE
161,PEPPER POTTS,The Expo is your ego gone crazy.,FEMALE
162,TONY STARK,Wow. Look at that. That’s modern art. That’s going up.,MALE
163,PEPPER POTTS,You’ve got to be kidding.,FEMALE
164,TONY STARK,I’m gonna put this up right now. This is vital.,MALE
165,PEPPER POTTS,Stark is in complete disarray. You understand that?,FEMALE
166,TONY STARK,No. Our stocks have never been higher.,MALE
167,PEPPER POTTS,"Yes, from a managerial standpoint.",FEMALE
168,TONY STARK,"You are… Well, if’s messy then let’s double back.",MALE
169,PEPPER POTTS,Let me give you an example.,FEMALE
170,TONY STARK,Let’s move onto another subject.,MALE
171,PEPPER POTTS,"No, no, no, no. You are not taking down the Barnett Newman and hanging that up.",FEMALE
172,TONY STARK,I’m not taking it down. I’m just replacing it with this.,MALE
173,TONY STARK,Let’s see what I can get going on here.,MALE
174,PEPPER POTTS,"Okay, fine. My point is, we have already awarded contracts to the wind farm people.",FEMALE
175,TONY STARK,Yeah. Don’t say “wind farm.” I’m already feeling gassy.,MALE
176,PEPPER POTTS,"And to the plastic plantation tree, which was your idea by the way. Those people are on payroll…",FEMALE
177,TONY STARK,Everything was my idea.,MALE
178,PEPPER POTTS,…and you won’t make a decision.,FEMALE
179,TONY STARK,I don’t care about the liberal agenda any more. It’s boring. Boring. I’m giving you a boring alert.  You do it.,MALE
180,PEPPER POTTS,I do what?,FEMALE
181,TONY STARK,Excellent idea. I just figured this out. You run the company.,MALE
182,PEPPER POTTS,"Yeah, I’m trying to run the company.",FEMALE
183,TONY STARK,"PEPPER POTTS, I need you to run the company. Well, stop trying to do it and do it.",MALE
184,PEPPER POTTS,You will not give me the information…,FEMALE
185,TONY STARK,I’m not asking you to try…,MALE
186,PEPPER POTTS,…in order to…,FEMALE
187,TONY STARK,I’m asking you to physically do it. I need you to do it.,MALE
188,PEPPER POTTS,I am trying to do it.,FEMALE
189,TONY STARK,"PEPPER POTTS, you’re not listening to me!",MALE
190,PEPPER POTTS,"No, you are not listening to me.",FEMALE
191,TONY STARK,I’m trying to make you CEO. Why won’t you let me?,MALE
192,PEPPER POTTS,Have you been drinking?,FEMALE
193,TONY STARK,"Chlorophyll. I hereby irrevocably appoint you chairman and CEO of Stark Industries effective immediately. Yeah, done deal. Okay? I’ve actually given this a fair amount of thought, believe it or not.  Doing a bit of headhunting, so to speak, trying to figure out who a worthy successor would be. And then I realised it’s you. It’s always been you. . I thought there’d be a legal issue, but actually I’m capable of appointing my successor. My successor being you.  Congratulations? Take it, just take it.",MALE
194,PEPPER POTTS,I don’t know what to think.,FEMALE
195,TONY STARK,"Don’t think, drink. There you go.",MALE
196,PEPPER POTTS,The notary’s here! Can you please come sign the transfer paperwork?,FEMALE
197,TONY STARK,I’m on happy time.  Sorry.,MALE
198,HAPPY HOGAN,What the hell was that?,MALE
199,TONY STARK,It’s called mixed martial arts. It’s been around for three weeks.,MALE
200,HAPPY HOGAN,"It’s called dirty boxing, there’s nothing new about it",MALE
201,TONY STARK,"All right, put them up. Come on.",MALE
202,PEPPER POTTS,I promise this is the only time I will ask you to sign over your company.,FEMALE
203,NATASHA ROMANOFF,I need you to initial each box.,FEMALE
204,HAPPY HOGAN,Lesson one. Never take your eye off…,MALE
205,TONY STARK,"That’s it. I’m done. What’s your name, lady?",MALE
206,NATASHA ROMANOFF,Rushman. Natalie Rushman,FEMALE
207,TONY STARK,Front and centre. Come into the church.,MALE
208,PEPPER POTTS,No. You’re seriously not gonna ask…,FEMALE
209,TONY STARK,"If it pleases the court, which it does.",MALE
210,NATASHA ROMANOFF,It’s no problem.,FEMALE
211,PEPPER POTTS,I’m sorry. He’s very eccentric.,FEMALE
212,TONY STARK,Can you give her a lesson?,MALE
213,HAPPY HOGAN,No problem.,MALE
214,TONY STARK,Pepper.,MALE
215,PEPPER POTTS,What?,FEMALE
216,TONY STARK,Who is she?,MALE
217,PEPPER POTTS,She is from legal. And she is potentially a very expensive sexual harassment lawsuit if you keep ogling her like that.,FEMALE
218,TONY STARK,"I need a new assistant, boss.",MALE
219,PEPPER POTTS,"Yes, and I’ve got three excellent potential candidates. They’re lined up and ready to meet you.",FEMALE
220,TONY STARK,I don’t have time to meet. I need someone now. I feel like it’s her.,MALE
221,PEPPER POTTS,"No, it’s not.",FEMALE
222,HAPPY HOGAN,You ever boxed before?,MALE
223,NATASHA ROMANOFF,"I have, yes.",FEMALE
224,HAPPY HOGAN,"What, like, the Tae Bo? Booty Boot Camp? Crunch? Something like that?",MALE
225,TONY STARK,"How do I spell your name, Natalie?",MALE
226,NATASHA ROMANOFF,R-U-S-H-M-A-N.,FEMALE
227,PEPPER POTTS,"What, are you gonna google her now?",FEMALE
228,TONY STARK,"I thought I was ogling her.  Wow. Very, very impressive individual.",MALE
229,PEPPER POTTS,"You’re so predictable, you know that?",FEMALE
230,TONY STARK,"She’s fluent in French, Italian, Russian, Latin. Who speaks Latin?",MALE
231,PEPPER POTTS,No one speaks Latin.,FEMALE
232,TONY STARK,No one speaks Latin,MALE
233,PEPPER POTTS,"It’s a dead language. You can read Latin or you can write Latin, but you can’t speak Latin.",FEMALE
234,TONY STARK,Did you model in Tokyo? ‘Cause she modelled in Tokyo.,MALE
235,PEPPER POTTS,Well…,FEMALE
236,TONY STARK,I need her. She’s got everything that I need.,MALE
237,HAPPY HOGAN,"Rule number one, never take your eyes off your opponent.",MALE
238,PEPPER POTTS,"Oh, my God! Happy.",FEMALE
239,TONY STARK,That’s what I’m talking about.,MALE
240,HAPPY HOGAN,I just slipped.,MALE
241,TONY STARK,You did?,MALE
242,HAPPY HOGAN,Yeah.,MALE
243,TONY STARK,Looks like a TKO to me.,MALE
244,NATASHA ROMANOFF,Just… I need your impression.,FEMALE
245,TONY STARK,"You have a quiet reserve. I don’t know, you have an old soul.",MALE
246,NATASHA ROMANOFF,I meant your fingerprint.,FEMALE
247,TONY STARK,Right.,MALE
248,PEPPER POTTS,"So, how are we doing?",FEMALE
249,TONY STARK,Great. Just wrapping up here. Hey. You’re the boss.,MALE
250,NATASHA ROMANOFF,"Will that be all, Mr Stark?",FEMALE
251,TONY STARK,No.,MALE
252,PEPPER POTTS,"Yes, that will be all, Ms Rushman. Thank you very much.",FEMALE
253,TONY STARK,I want one.,MALE
254,PEPPER POTTS,No.,FEMALE
255,TONY STARK,"You know, it’s Europe. Whatever happens the next 20 minutes, just go with it.",MALE
256,PEPPER POTTS,Go with it? Go with what?,FEMALE
257,NATASHA ROMANOFF,Mr Stark?,FEMALE
258,TONY STARK,Hey.,MALE
259,NATASHA ROMANOFF,Hello. How was your flight?,FEMALE
260,TONY STARK,"It was excellent. Boy, it’s nice to see you.",MALE
261,NATASHA ROMANOFF,"We have one photographer from the ACM, if you don’t mind. Okay?",FEMALE
262,PEPPER POTTS,When did this happen?,FEMALE
263,TONY STARK,What? You made me do it.,MALE
264,PEPPER POTTS,I made you do what?,FEMALE
265,TONY STARK,"You quit. Smile. Look, right there. Stop acting constipated. Don’t flare your nostrils.",MALE
266,PEPPER POTTS,You are so predictable.,FEMALE
267,TONY STARK,That’s the amazing thing.,MALE
268,NATASHA ROMANOFF,Right this way.,FEMALE
269,TONY STARK,You look fantastic.,MALE
270,NATASHA ROMANOFF,"Why, thank you very much.",FEMALE
271,TONY STARK,But that’s unprofessional. What’s on the docket?,MALE
272,NATASHA ROMANOFF,You have a 9:30 dinner.,FEMALE
273,TONY STARK,Perfect. I’ll be there at 11:00.,MALE
274,NATASHA ROMANOFF,Absolutely.,FEMALE
275,TONY STARK,Is this us?,MALE
276,NATASHA ROMANOFF,It can be.,FEMALE
277,TONY STARK,Great. Make it us.,MALE
278,NATASHA ROMANOFF,Okay.,FEMALE
279,PEPPER POTTS,Mr Musk. How are you?,FEMALE
280,MR MUSK,"Hi, Pepper. Congratulations on the promotion.",MALE
281,PEPPER POTTS,Thank you very much.,FEMALE
282,TONY STARK,"Elon, how’s it going. Those Merlin engines are fantastic.",MALE
283,MR MUSK,"Thank you. Yeah, I’ve got an idea for an electric jet.",MALE
284,TONY STARK,You do?,MALE
285,MR MUSK,Yeah.,MALE
286,TONY STARK,Then we’ll make it work.  You want a massage?,MALE
287,PEPPER POTTS,"Oh, God. No. I don’t want a massage.",FEMALE
288,TONY STARK,I’ll have Natalie make an…,MALE
289,PEPPER POTTS,I don’t want Natalie to do…,FEMALE
290,TONY STARK,"Don’t want you tense. By the way, I didn’t mean to spring this on you.",MALE
291,PEPPER POTTS,Thank you very much.,FEMALE
292,TONY STARK,Green is not your best colour.,MALE
293,PEPPER POTTS,"Oh, please.",FEMALE
294,JUSTIN HAMMER,Anthony. Is that you?,MALE
295,TONY STARK,My least favourite person on Earth.,MALE
296,JUSTIN HAMMER,"Hey, pal.",MALE
297,TONY STARK,Justin Hammer.,MALE
298,JUSTIN HAMMER,How you doing? You’re not the only rich guy here with a fancy car. You know Christine Everhart from Vanity Fair. You guys know each other?,MALE
299,CHRISTINE EVERHART,Hi. Yes.,FEMALE
300,PEPPER POTTS,Yes.,FEMALE
301,TONY STARK,"Yes, roughly.",MALE
302,PEPPER POTTS,We do.,FEMALE
303,JUSTIN HAMMER,"BTW, big story. The new CEO of Stark Industries.",MALE
304,CHRISTINE EVERHART,"I know, I know.",FEMALE
305,JUSTIN HAMMER,Congratulations.,MALE
306,CHRISTINE EVERHART,My editor will kill me if I don’t grab a quote for our Powerful Women issue.,FEMALE
307,PEPPER POTTS,Oh.,FEMALE
308,CHRISTINE EVERHART,Can I?,FEMALE
309,PEPPER POTTS,Sure.,FEMALE
310,JUSTIN HAMMER,"She’s actually doing a big spread on me for Vanity Fair. I thought I’d throw her a bone, you know. Right?",MALE
311,PEPPER POTTS,"Right. Well, she did quite a spread on Tony last year.",FEMALE
312,TONY STARK,And she wrote a story as well.,MALE
313,PEPPER POTTS,It was very impressive.,FEMALE
314,TONY STARK,That was good.,MALE
315,PEPPER POTTS,It was very well done.,FEMALE
316,CHRISTINE EVERHART,Thank you.,FEMALE
317,PEPPER POTTS,I’m gonna go wash.,FEMALE
318,TONY STARK,Don’t leave me.,MALE
319,JUSTIN HAMMER,"Hey, buddy. How you doing?",MALE
320,TONY STARK,I’m all right.,MALE
321,JUSTIN HAMMER,Looking gorgeous.,MALE
322,TONY STARK,"Please, this is tough.",MALE
323,CHRISTINE EVERHART,Can I ask you… Is this the first time…,FEMALE
324,JUSTIN HAMMER,Fromage  Say “Brie”.,MALE
325,CHRISTINE EVERHART,…that you guys have seen each other?,FEMALE
326,TONY STARK,"God, that’s so awful.",MALE
327,CHRISTINE EVERHART,"Listen, is it the first time you’ve seen each other since the Senate?",FEMALE
328,TONY STARK,Since he got his contract revoked…,MALE
329,JUSTIN HAMMER,"Actually, it’s on hold.",MALE
330,TONY STARK,…when you were attempting to…That’s not what I heard. What’s the difference between “hold and “cancelled”? The truth?,MALE
331,CHRISTINE EVERHART,"Yes, what is it?",FEMALE
332,JUSTIN HAMMER,"No. The truth is… Why don’t we put that away? The truth is, I’m actually hoping to present something at your Expo.",MALE
333,TONY STARK,"Well, if you invent something that works, I’ll make sure I get you a slot.",MALE
334,NATASHA ROMANOFF,Mr Stark?,FEMALE
335,TONY STARK,Yes?,MALE
336,NATASHA ROMANOFF,Your corner table is ready.,FEMALE
337,JUSTIN HAMMER,"I actually have a slot this year. Yes, I do.",MALE
338,TONY STARK,"Hammer needs a slot, Christine.",MALE
339,JUSTIN HAMMER,"We kid, yeah. We kid. We’re kidders.",MALE
340,TONY STARK,Got any other bad ideas?,MALE
341,JUSTIN HAMMER,"Tony and I… Tony… I love Tony Stark. Tony loves me. We’re not competitors. Him being out of the picture created tremendous opportunities for Hammer Industries, you know? Everything that Tony and I do…",MALE
342,TONY STARK,"Well, what’s the use of having…",MALE
343,JUSTIN HAMMER,…is a healthy…,MALE
344,TONY STARK,…and owning a race car…,MALE
345,JUSTIN HAMMER,…competition.,MALE
346,TONY STARK,…if you don’t drive it?,MALE
347,JUSTIN HAMMER,Is he driving?,MALE
348,PEPPER POTTS,Natalie. Natalie!,FEMALE
349,NATASHA ROMANOFF,"Yes, Ms Potts?",FEMALE
350,PEPPER POTTS,What do you know about this?,FEMALE
351,NATASHA ROMANOFF,This is the first that I have known of it.,FEMALE
352,PEPPER POTTS,"This, this cannot happen.",FEMALE
353,NATASHA ROMANOFF,Absolutely. I understand. How can I help you?,FEMALE
354,PEPPER POTTS,Where’s Happy?,FEMALE
355,NATASHA ROMANOFF,He’s waiting outside.,FEMALE
356,PEPPER POTTS,"Okay, get him. I need Happy.",FEMALE
357,NATASHA ROMANOFF,Right away.,FEMALE
358,JUSTIN HAMMER,"Tony’s… You know, he… We’re not competitive. You know what I mean?",MALE
359,CHRISTINE EVERHART,"Yeah, yeah, yeah. You know, can you excuse me just one second?",FEMALE
360,JUSTIN HAMMER,Just read me what you wrote.,MALE
361,CHRISTINE EVERHART,"I will. I will, after.",FEMALE
362,JUSTIN HAMMER,Just read it back to me.,MALE
363,CHRISTINE EVERHART,But I have to make one quick phone call.,FEMALE
364,JUSTIN HAMMER,Where are you going?,MALE
365,CHRISTINE EVERHART,This is great.,FEMALE
366,JUSTIN HAMMER,I’ve got some caviar coming.,MALE
367,CHRISTINE EVERHART,This is great stuff. I’ll be right back.,FEMALE
368,SOMEONE IN BACKGROUND,Look! That’s Stark.,NEUTRAL
369,PEPPER POTTS,"Go, go.",FEMALE
370,HAPPY HOGAN,Hang on.,MALE
371,PEPPER POTTS,Give me the case.,FEMALE
372,HAPPY HOGAN,"Here, take it.",MALE
373,PEPPER POTTS,Where’s the key?,FEMALE
374,HAPPY HOGAN,It’s in my pocket.,MALE
375,PEPPER POTTS,Car!,FEMALE
376,TONY STARK,Are you okay?,MALE
377,HAPPY HOGAN,Yeah.,MALE
378,TONY STARK,Were you heading from me or him?,MALE
379,HAPPY HOGAN,I was trying to scare him.,MALE
380,TONY STARK,‘Cause I can’t tell!,MALE
381,PEPPER POTTS,Are you out of your mind?,FEMALE
382,TONY STARK,Better security.,MALE
383,PEPPER POTTS,Get in the car right now!,FEMALE
384,TONY STARK,I was attacked. We need better security.,MALE
385,HAPPY HOGAN,Get in the car.,MALE
386,TONY STARK,"You’re CEO. Better security measures. God, it’s embarrassing.  First vacation in two years.",MALE
387,PEPPER POTTS,Oh my God!,FEMALE
388,HAPPY HOGAN,I got him!,MALE
389,TONY STARK,Hit him again. Hit him again. Football.,MALE
390,HAPPY HOGAN,I got him.,MALE
391,PEPPER POTTS,Take the case! Take it!,FEMALE
392,TONY STARK,Give him the case!,MALE
393,PEPPER POTTS,Stop banging the car!,FEMALE
394,TONY STARK,Calm down.,MALE
395,PEPPER POTTS,God. God.,FEMALE
396,TONY STARK,Give me the case! Please! Come on!,MALE
397,IVAN VANKO,You… You lose. You lose Stark.,MALE
