NARRATOR,"Later, Stark’s work on the Manhattan project makes the end of the war possible.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NARRATOR,Stark Industries would go on to contribute to every major weapons system through the Cold War --,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NARRATOR,But Howard Stark’s greatest achievement would come in 1973--,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NARRATOR,"From early on, it was clear that Tony Stark had a unique gift--",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NARRATOR,"At seventeen he graduated summa cum laude from MIT.  Four years later, tragedy would pass the Stark mantle from father to son--",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NARRATOR,The loss of a titan.  But Tony did not let personal grief distract him from his duty --,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NARRATOR,"At twenty-one, he became the youngest-ever CEO of a Fortune 500 company.  And with it came a new mandate --",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NARRATOR,"Smarter weapons, fewer casualties. A dedication to preserving life.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NARRATOR,Today Tony Stark’s ingenuity continues to protect freedom and American interest around the globe.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"As Program Manager and Liaison to Stark Industries, I’ve had the honor of serving with a real patriot, a man whose life has been dedicated to protecting our troops on the front lines.  He’s a friend. And a great mentor.  A man who has always been there for his friends and his country.  Ladies and gentlemen, this year’s ARES Award winner -- Mr. Tony Stark.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
OBADIAH,"Thank you...I, uhhh, I’m not Tony Stark, but if I were TONY STARK, I’d tell you how honored I am and...what a joy it is to receive this award. The best thing about Tony is also the worst thing -- he’s always working.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"...you think we’re having a ‘moment’ here, but this is actually the logical conclusion of several mathematical truisms. Your hypothalamus is flooding your system with a chain of proteins called peptides, so that every cell in your body is opening itself up to the happy chemical: oxytocin. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
WOMAN,That’s...wow....,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Hold on a second --,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"-- so now your limbic system is positively...throbbing.  A Kirlian photograph of us right now, occupying this space, would show serious subatomic particles being exchanged between us, with a rapidity that transcends-- Are you getting this?  You will be quizzed --",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"My God, what are you, they roped you into this thing too? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,Yeah.  They said you’d be deeply honored if I presented.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Okay, let’s do it.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"That was quick.  Thought there’d be more of, you know, a ceremony. Maybe a highlight reel --",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Colore me up.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"My chaperone has just arrived with my Degenerate of the Year Award.  Judging from his look, I may have just peed in the kiddie pool.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"I must now take my ease, along with the House’s funds.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,A lot of people would kill to have their name on that award.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,It belongs to my old man.  They should have given it to him.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"What’s wrong with you?  A thousand people came here tonight to honor you, and you leave them with egg on their face.  This award means something, TONY STARK, it’s bigger than you -- ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Hold that thought a sec.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Put it all on black.  Don’t worry -- it’s approved.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,...you just blew three million.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Yeah.  Don’t know what was more exciting -- winning it...or the fact that I don’t care I just lost it.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,Everything’s funny to you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,No.  You’re not funny.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,We’ve got a hell of a day tomorrow. Can we get out of here now?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,One more stop.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Of course I respect your opinion.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,This is no joke.  You’re going into a hot zone.  We should be doing this test here in Nevada.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,This system has to be demonstrated in true field conditions.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,"TONY STARK, it’s the President.  Wants to congratulate you personally.  Heads up.",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"...Jim, how’re the trout running? Yeah, sitting on top of the world here.  Working on my masterpiece --",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,You’re leaving the country for a week.  I need five minutes --,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Okay -- shoot.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,The Board meeting is on the eleventh.  Should I tell them to expect an appearance--?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
WOMAN'S VOICE,Mr. Stark!,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,"Christine Everhart, Vanity Fair Magazine.  Can I ask you a few questions? ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Can I ask a few back?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,You’ve been described as a Da Vinci for our times.  What do you say to that?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Ridiculous.  I don’t paint.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,And what do you say to your other nickname: “The Merchant of Death?”,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,That’s not bad --,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Let me guess.  Berkeley?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,Brown.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Well Miss Brown, it’s an imperfect world and I assure you, the day weapons are no longer needed to keep the peace, I’ll start manufacturing bricks and beams to make baby hospitals. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,"Rehearse that much, Mr. Stark? ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Every night in front of the mirror. Call me Tony.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,"I’m sorry, “Tony”, I was hoping for a serious answer. ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Here’s serious: my old man had a philosophy: peace means having a bigger stick than the other guy.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,"Good line, coming from the guy selling the sticks. ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,My father helped defeat Hitler.  He was on the Manhattan Project.  A lot of people -- including your professors at Brown -- might call that being a hero.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,Others might call it war- profiteering.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Tell me: do you plan to report on the millions we’ve saved by advancing medical technology?  Or kept from starving with our inteli- crops?  All were breakthroughs spawned from, that’s right, military funding. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,Wow.  You ever lose an hour of sleep your whole life?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JARVIS,"I’m sorry, Miss Everhart, you are not authorized to access that area.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,"Don’t worry, that’s Jarvis -- he runs the house.  Jarvis: de- activate security.",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,"Here, your clothes cleaned and pressed.  Anything else I can get you? ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,"Look, Tony wanted me to stay for breakfast, but I’ve got to get a jump on the day.  Call me a cab, would you? ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,Cab’s waiting outside.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CHRISTINE EVERHART,"And a coffee, hon.  Black.  One Splenda. ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,Should I tell Mr. Stark you were satisfied with the interview?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,You still owe me five minutes--,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Five?  I’ll need a bit longer than that --,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,Focus.  I need to leave on time today.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"You’re rushing me.  What, you have plans tonight? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,The MIT commencement.  Yes or no?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Maybe.  Tell me your plans.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,I’ll tell them ‘yes’.  You want to buy the Jackson Pollock?  He’s got another buyer in the wings --,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,What’s it look like?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,"It’s a minor work in his later Spring Period, it’s ludicrously over-priced-- ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Buy it.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,He left an hour ago.  Okay.  It’s Rhodey again.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"You have plans, don’t you --? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,I’m allowed to have plans on my birthday.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,It’s your birthday again?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,"Yep.  Funny, same day as last year. ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Well, get yourself something from me.  Something nice. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,Already did.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,And...?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PEPPER POTTS,"It was very tasteful, very elegant. Thank you, Mr. Stark. ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"You’re welcome, Miss Potts.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Sorry, pal -- car trouble.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"I was standing out there three hours, what the hell --? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,I had car trouble.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Thanks, maybe later.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ATTENDANT,"Would you like a drink, Mr. Stark? ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Two fingers of Laphroig.  You want one?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,We’re working.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,You should have a drink.  We’ve got a twelve hour flight ahead of us.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,It’s two in the afternoon.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"It’s two in the morning where we’re going.  C’mon, ten hours “bottle to throttle --” ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,Don’t start with me.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Jeez, we’re not getting hammered. Just a nightcap.  We’ll sleep better, arrive fresh.  It’s the responsible thing to do. I don’t know about you, but I want to sell some weapons.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"You don’t get it.  I don’t work for the military because they paid for my education, or my father’s education.  Don’t cheapen it like that. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"All I said was, with your smarts, your engineering background, you could write your own ticket in the private sector -- on top of which, you wouldn’t have to wear that ‘straight-jacket’. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"‘Straight-jacket’?  This uniform means something.  A chance to make a difference.  You don’t respect that, because you don’t understand. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"See that one?  Her I understand. Croatian.  Hot-blooded, I’m serious.  Must be those winters in Zagreb -- ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,You’re not listening to a word I’m saying.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"I am listening.  I’m changing the subject.  It’s the same litany, every time you’ve had a thimble of alcohol.  Drink One: reflections on the New American Century and related topics -- ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"Something’s...seriously wrong with you, man. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Drink 2: a history of World War II and the Tuskeegee Flyers.  Drink 3--,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"You know, hell with you.  I’m not talking to you anymore.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Go hang with the pilot.  You’ll get along, he’s got a personality just like yours. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,I will.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,That’s funny.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,You could tell?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"The age old question: is it better to be feared or respected?  I say, is it too much to ask for both?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"With that in mind, I humbly present the crown jewel of Stark Industries Freedom Line.  It’s the first missile system to incorporate my proprietary Repulsor Technology. They say the best weapon is one you never have to fire.  I prefer the one you only have to fire once...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"That’s how dad did it, it’s how America does it, and so far its worked out pretty well. Find an excuse to fire off one of these and I personally guarantee the enemy is not gonna want to leave their caves.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"For your consideration, the Jericho...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Now there’s one last creation I haven’t shown anyone yet.  You might be interested...,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"To peace, gentlemen...and with every five hundred million, I’ll throw in a free one of these... ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Hey, what are you doing up? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
OBADIAH,Sleeping.  How did it go?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,I think we got an early Christmas coming.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
OBADIAH,Sounds good.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Hey, why aren’t you wearing the PJs I got you? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
OBADIAH,"I don’t do monograms.  I’m hanging up now, bye-bye.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"All right, who wants to ride with me?  Jimmy? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JIMMY,Me?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Sorry, JAMES RHODES, no room for my conscience in here.  Or that hang- dog look.  See you back at base.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,...water...water.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,I wouldn’t do that if I were you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,What have you done to me?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"What did I do?  I removed what I could, but there’s a lot left headed for you atrial septum.  Do you want a souvenir?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"I’ve seen many wounds like this in my village.  The walking dead we called them, because it took a week for the barbs to reach vital organs.  I anchored a magnetic suspension system to the plate. It’s holding the shrapnel in place...at least for now.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"That’s right, smile.  We met once -- at a technical conference in Bern. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,I don’t remember.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"You wouldn’t.  If I’d been that drunk, I wouldn’t have been able to stand, much less give a talk on integrated circuits. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Where are we --?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,Stand up!  Do as I do.  Now!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"Listen to me, whatever they ask you, refuse.  You understand?  You must refuse.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ABU,"Welcome Tony Stark, the greatest mass murderer in the history of America.  It’s a great honor. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"He says welcome Tony Stark, the greatest mass murderer in the history of America.  He is very honored.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ABU,I want you to build this for me -- the Jericho missile you were demonstrating.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,You will build for him Jericho missile you were demonstrating.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,...I refuse.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"You refuse?  You will do everything he says.  This is the great Abu Bakar.  You’re alive only because of his generosity.  You are nothing.  NOTHING.  He offers you his hospitality, and you answer only with insolence  He will not be refused.  You will die in a pool of your own blood.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"Perfect.  You did very well, Stark.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"Good, I think they’re starting to trust me.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"Well, that’s the end of my plan.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"Quite a collection, isn’t it? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,How did they get all this?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ABU,"As you see, we have everything you need to build the Jericho.  You will make a list of materials and start work right away.  When we are done we will set you free. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"As you can see, they have everything you need to build the Jericho.  He says make a list of materials.  You will start work right away and when you are done he will set you free.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,No he won’t,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,...no he won’t.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,Something’s not right.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
GENERAL GABRIEL,Looks like a standard hit and run.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"Sir, I’m telling you, this was a snatch and grab.  A perfectly executed linear ambush.  As soon as they got what they wanted, they melted away. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
GENERAL GABRIEL,"Intel’s on it, we’re in good hands. If he’s out there, we’ll get him.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,With your permission I’d like to stay in theater and head up the search and investigation.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
GENERAL GABRIEL,There’s a PR firestorm brewing over this.  Right now the best way to serve your country is to get back there and handle it.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAMES RHODES,"Tony Stark is the DOD’s number one intellectual asset, and I can be of value in the field. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
GENERAL GABRIEL,"Duly noted, but we need you back home. Colonel, it’s not lost on me that Stark is a lifelong friend.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"I’m sure they’re looking for you, Stark, but they will never find you here.    That car battery is running out...and they won’t turn on the generator till you start to work.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"You don’t like what you saw out there, did you?  I didn’t like it either when those weapons destroyed my village.  What you just saw, that’s your legacy -- your life’s work in the hands of these murderers.   Is that how you want to go out?  Is this the last act of defiance of the great Tony Stark? Or are you going to try to do something about it? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Why should I do anything, they’re either going to kill me or I’m going to die in a week. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,Then this is a very important week for you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Okay, here’s what I need...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"S-Category missiles.  Lot 7043.  The S-30 explosive tritonal.  And a dozen of the S-76.  Mortars: M-Category #1, 4, 8, 20, and 60.  M- 229’s, I need eleven of these.  Mines: the pre-90s AP 5s and AP 16s. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"S-Category missiles.  Lot 7043.  The S-30 explosive tritonal.  And a dozen of the S-76.  Mortars: M-Category #1, 4, 8, 20, and 60.  M- 229’s, he needs eleven of these.  Mines: the pre-90s AP 5s and AP 16s.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"...this area free of clutter, with good light.  I want it at 12 o’clock to the door to avoid logjams.  I need welding gear -- acetelyene or propane, helmets, a soldering set-up with goggles, and smelting cups.  Two full sets of precision tools. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"...this area free of clutter, with good light.  He wants it at 12 o’clock to the door to avoid logjams.  He needs welding gear -- acetylene or propane, helmets, a soldering set-up with goggles, and smelting cups.  Two full sets of precision tools.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Finally, I want: three pairs of tube socks, white, a toothbrush, protein powder, spices, sugar, five pounds of tea, cards.  And a washing machine.  Top load. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"Finally, he needs: three pairs of tube socks, white, a toothbrush, protein powder, spices, sugar, five pounds of tea, and some playing cards.  And a washing machine.  Top load.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ABU,A WASHING MACHINE?  DOES HE THINK I’M A FOOL?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Must have everything.  Great Satan make big boom-kill for powerful Abu Bakar.  Big boom-kill. ,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,You do know they’ve removed all the explosives before they brought this to us.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"I know, they’re crazy not stupid.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,This is what we’re looking for.  I need eleven of these.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,Eleven?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Heat the palladium to 1825 Kelvin.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,How will I know when it reaches that temperature?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,The palladium will melt.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Careful, careful... ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,Relax.  I always had steady hands. It’s why you’re still alive.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Oh yeah, thanks.  What do I call you? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,My name is Yinsen.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Nice to meet you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,Nice to meet you too.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,What are you building?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,A better mousetrap.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
