character,line,gender
HELMUT ZEMO,HYDRA deserves its place on the ash heap. So your death would not bother me. But I'd have to use this book . . . and other bloodier methods to find what I need. I don't look forward to that. You'd only be dying for . . . your pride.,MALE
VASILY KARPOV,Hail HYDRA.,MALE
JAMES RHODES,"Secretary Ross has a Congressional Medal of Honor, which is one more than you have.",MALE
SAM WILSON,So let's say we agree to this thing. How long is it gonna be before they LoJack us like a bunch of common criminals?,MALE
JAMES RHODES,"A 117 countries want to sign this. 117, Sam, and you're just like, ""No, that's cool. We got it. """,MALE
SAM WILSON,How long are you going to play both sides?,MALE
VISION,I have an equation.,MALE
SAM WILSON,"Oh, this will clear it up.",MALE
VISION,"In the eight years since Mr. Stark announced himself as Iron Man, the number of known enhanced persons has grown exponentially. And during the same period, the number of potentially world-ending events has risen at a commensurate rate.",MALE
STEVE ROGERS,Are you saying it's our fault?,MALE
VISION,I'm saying there may be a causality. Our very strength invites challenge. Challenge incites conflict. And conflict . . . breeds catastrophe. Oversight . . . oversight is not an idea that can be dismissed out of hand.,MALE
JAMES RHODES,Boom.,MALE
NATASHA ROMANOFF,Tony. You are being uncharacteristically non-hyper-verbal.,FEMALE
STEVE ROGERS,It's because he's already made up his mind.,MALE
TONY STARK,"Boy, you know me so well.",MALE
TONY STARK,"Actually, I'm nursing an electromagnetic headache.",MALE
TONY STARK,"That's what's going on, Cap. It's just pain. It's discomfort. Who's putting coffee grounds in the disposal? Am I running a bed and breakfast for a biker gang?",MALE
TONY STARK,"Oh, that's Charles Spencer, by the way. He's a great kid. Computer engineering degree, 3.6 GPA. Had a floor level gig at Intel planned for the fall. But first, he wanted to put a few miles on his soul, before he parked it behind a desk. See the world. Maybe be of service. Charlie didn't want to go to Vegas or Fort Lauderdale, which is what I would do. He didn't go to Paris or Amsterdam, which sounds fun. He decided to spend his summer building sustainable housing for the poor. Guess where, Sokovia.",MALE
TONY STARK,"He wanted to make a difference, I suppose. I mean, we won't know because we dropped a building on him while we were kicking ass.",MALE
TONY STARK,"There's no decision-making process here. We need to be put in check! Whatever form that takes, I'm game. If we can't accept limitations, if we're boundary-less, we're no better than the bad guys.",MALE
STEVE ROGERS,"Tony, someone dies on your watch, you don't give up.",MALE
TONY STARK,Who said we're giving up?,MALE
STEVE ROGERS,We are if we're not taking responsibility for our actions. This document just shifts the blames.,MALE
JAMES RHODES,"I'm sorry. Steve. That - that is dangerously arrogant. This is the United Nations we're talking about. It's not the World Security Council, it's not SHIELD, it's not HYDRA.",MALE
STEVE ROGERS,"No, but it's run by people with agendas, and agendas change.",MALE
TONY STARK,"That's good. That's why I'm here. When I realized what my weapons were capable of in the wrong hands, I shut it down and stop manufacturing.",MALE
STEVE ROGERS,"Tony, you chose to do that. If we sign this, we surrender our right to choose. What if this panel sends us somewhere we don't think we should go? What if there is somewhere we need to go, and they don't let us? We may not be perfect, but the safest hands are still our own.",MALE
TONY STARK,"If we don't do this now, it's gonna be done to us later. That's the fact. That won't be pretty.",MALE
WANDA MAXIMOFF,You're saying they'll come for me.,FEMALE
VISION,We would protect you.,MALE
NATASHA ROMANOFF,Maybe Tony's right.,FEMALE
NATASHA ROMANOFF,"If we have one hand on the wheel, we can still steer. If we take it off -",FEMALE
SAM WILSON,Aren't you the same woman who told the government to kiss her ass a few years ago?,MALE
NATASHA ROMANOFF,I'm just . . . I'm reading the terrain. We have made . . . some very public mistakes. We need to win their trust back.,FEMALE
TONY STARK,"Focus up. I'm sorry, did I just mishear you or did you agree with me?",MALE
NATASHA ROMANOFF,"Oh, I want to take it back now.",FEMALE
TONY STARK,"No, no, no. You can't retract it. Thank you. Unprecedented. Okay, case closed--I win.",MALE
STEVE ROGERS,I have to go.,MALE
PRIEST,"And now, I would like to invite Sharon Carter to come up and say a few words.",MALE
SHARON CARTER,Margaret Carter was known to most as a founder of SHIELD . . . but I just knew her as Aunt Peggy.,FEMALE
SHARON CARTER,"She had a photograph in her office. Aunt Peggy standing next to JFK. As a kid, that was pretty cool. But it was a lot to live up to. Which is why I never told anyone we were related.",FEMALE
SHARON CARTER,"I asked her once how she managed to master diplomacy and espionage in a time when no one wanted to see a woman succeed at either. And she said, compromise where you can. But where you can't, don't. Even if everyone is telling you that something wrong is something right. Even if the whole world is telling you to move . . . it is your duty to plant yourself like a tree, look them in they eye and say "" No, you move.""",FEMALE
STEVE ROGERS,"When I came out of the ice, I thought everyone I had known was gone. Then I found out that she was alive. I was just lucky to have her.",MALE
NATASHA ROMANOFF,"She had you back, too.",FEMALE
STEVE ROGERS,Who else signed?,MALE
NATASHA ROMANOFF,Tony. Rhodey. Vision.,FEMALE
STEVE ROGERS,Clint?,MALE
NATASHA ROMANOFF,Says he's retired.,FEMALE
STEVE ROGERS,Wanda?,MALE
NATASHA ROMANOFF,TBD. I'm off to Vienna for the signing of the Accords. There's plenty of room on the jet.,FEMALE
NATASHA ROMANOFF,Just because it's the path of least resistance doesn't mean it's the wrong path. Staying together is more important than how we stay together.,FEMALE
STEVE ROGERS,What are we giving up to do it?,MALE
STEVE ROGERS,"I'm sorry, Nat. I can't sign it.",MALE
NATASHA ROMANOFF,I know.,FEMALE
STEVE ROGERS,Then what are you doing here?,MALE
NATASHA ROMANOFF,I didn't want you to be alone.,FEMALE
NATASHA ROMANOFF,Come here.,FEMALE
NEWS ANCHOR,At a special United Nations conference 117 countries have come together to ratify the Sokovia Accords.,MALE
UN STAFFER,"Excuse me, Miss Romanoff?",FEMALE
NATASHA ROMANOFF,Yes?,FEMALE
UN STAFFER,These need your signature.  Thank you.,FEMALE
NATASHA ROMANOFF,Thanks.,FEMALE
T'CHALA,I suppose neither of us is used to the spotlight.,MALE
NATASHA ROMANOFF,"Oh, well, it's not always so flattering.",FEMALE
T'CHALA,You seem to be doing alright so far. Considering your last trip to Capitol Hill . . . I wouldn't think you would be particularly comfortable in this company.,MALE
NATASHA ROMANOFF,"Well, I'm not.",FEMALE
T'CHALA,"That alone makes me glad you're here, Miss Romanoff.",MALE
NATASHA ROMANOFF,Why? You don't approve of all this?,FEMALE
T'CHALA,"The Accords, yes. The politics, not really. Two people in a room can get more done than a hundred.",MALE
T'CHALA,Unless you need to move a piano.,MALE
T'CHALA,Father.,MALE
T'CHALA,Son. Miss Romanoff.,MALE
NATASHA ROMANOFF,"King T'Chaka. Please, allow me to apologize for what happened in Nigeria.",FEMALE
T'CHALA,Thank you. Thank you for agreeing to all this. I'm sad to hear that Captain Rogers will not be joining us today.,MALE
NATASHA ROMANOFF,"Yes, so am I.",FEMALE
MAN ON SPEAKERS,If everyone could please be seated. This assembly is now in session.,MALE
T'CHALA,That is the future calling. Such a pleasure.,MALE
NATASHA ROMANOFF,Thank you.,FEMALE
T'CHALA,"For a man who disapproves of diplomacy, you're getting quite good at it.",MALE
T'CHALA,"I'm happy, Father.",MALE
T'CHALA,Thank you.,MALE
T'CHALA,Thank you.,MALE
T'CHALA,"When stolen Wakandan vibranium was used to make a terrible weapon, we in Wakanda were forced to question our legacy. Those men and women killed in Nigeria, were part of a goodwill mission from a country too long in the shadows. We will not, however, let misfortune drive us back. We will fight to improve the world we wish to join. I am grateful to the Avengers for supporting this initiative.  Wakanda is proud to extend its hand in peace.",MALE
T'CHALA,EVERYBODY GET DOWN!,MALE
SHARON CARTER,"My mom tried to talk me out of enlisting, but, um, not Aunt Peggy. She bought me my first thigh holster.",FEMALE
STEVE ROGERS,Very practical.,MALE
SHARON CARTER,And stylish.,FEMALE
STEVE ROGERS,CIA has you stationed over here now?,MALE
SHARON CARTER,"In Berlin, Joint Terrorism Task Force.",FEMALE
STEVE ROGERS,Right. Right. Sounds fun.,MALE
SHARON CARTER,"I know, right?",FEMALE
STEVE ROGERS,I've been meaning to ask you. When you were spying on me from across the hall . . . .,MALE
SHARON CARTER,You mean when I was doing my job.,FEMALE
STEVE ROGERS,Did Peggy know?,MALE
SHARON CARTER,She kept so many secrets. I didn't want her to have one from you.  Thanks for walking me back.,FEMALE
STEVE ROGERS,Sure.,MALE
SAM WILSON,Steve. There's something you gotta see.,MALE
NEWS ANCHOR,A bomb hidden in a news van . . .,MALE
SHARON CARTER,Who's coordinating?,FEMALE
NEWS ANCHOR,. . . ripped through the UN building in Vienna.,MALE
SHARON CARTER,Good. They're solid. Forensics?,FEMALE
NEWS ANCHOR,"More than 70 people have been injured. At least 12 are dead, including Wakanda's King T'Chaka. Officials have released a video of a suspect who they have identified as James Buchanan Barnes, the Winter Soldier. The infamous HYDRA agent, linked to numerous acts of terrorism and political assassinations.",MALE
SHARON CARTER,I have to go to work.,FEMALE
SHARON CARTER,"Call MI-6, see if we can get Micro Forensics to hurry this up. We need the whole team here in two hours or it's not worth it.",FEMALE
NATASHA ROMANOFF,I'm very sorry.,FEMALE
T'CHALA,"In my culture death is not the end. It's more of a . . . stepping-off point. You reach out with both hands and Bast and Sekhmet, they lead you into the green veldt where . . . you can run forever.",MALE
NATASHA ROMANOFF,That sounds very peaceful.,FEMALE
T'CHALA,My father thought so.  I am not my father.,MALE
NATASHA ROMANOFF,T'Challa. Task force will decide who brings in Barnes.,FEMALE
T'CHALA,"Don't bother, Miss Romanoff. I'll kill him myself.",MALE
NATASHA ROMANOFF,Yeah?,FEMALE
STEVE ROGERS,You alright?,MALE
NATASHA ROMANOFF,"Ah, yeah, thanks. I got lucky.  I know how much Barnes means to you. I really do. Stay home. You'll only make this worse. For all of us. Please.",FEMALE
STEVE ROGERS,Are you saying you'll arrest me?,MALE
NATASHA ROMANOFF,No. Someone will. If you interfere. That's how it works now.,FEMALE
STEVE ROGERS,"If he's this far gone, Nat, I should be the one to bring him in.",MALE
NATASHA ROMANOFF,Why?,FEMALE
STEVE ROGERS,Because I'm the one least likely to die trying.,MALE
NATASHA ROMANOFF,Shit.,FEMALE
SAM WILSON,She tell you to stay out of it?  Might have a point.,MALE
STEVE ROGERS,He'd do it for me.,MALE
SAM WILSON,"1945, maybe. I just want to make sure we considered all our options. The people that shoot at you usually wind up shooting at me.",MALE
SHARON CARTER,"Tips have been pouring in since that footage went public. Everybody thinks the Winter soldier goes to their gym. Most of it's noise. Except for this.  My boss expects a briefing, pretty much now . . . so that's all the head start you're gonna get.",FEMALE
STEVE ROGERS,Thank you.,MALE
SHARON CARTER,And you're gonna have to hurry. We have orders to shoot on sight.,FEMALE
HELMUT ZEMO,Homecoming. One. One. Fright Car.,MALE
GERMAN INNKEEPER,Mr. Müller. I have your breakfast.,MALE
HELMUT ZEMO,I could smell it before I opened the door. Thank you.,MALE
GERMAN INNKEEPER,"Side of bacon and black coffee. Again. I can make you something different, if you like.",MALE
HELMUT ZEMO,It's okay. This is wonderful.,MALE
GERMAN INNKEEPER,I'll put this on your . . .,MALE
HELMUT ZEMO,"No, no. It's okay. I can manage. Thank you Mrs. Leiber.",MALE
BUCKY,"How are they? Are they good? Give me six, thank you.",MALE
SAM WILSON,"Heads up, Cap. German Special Forces, approaching from the south.",MALE
STEVE ROGERS,Understood.  Do you know me?,MALE
BUCKY,You're Steve. I read about you in a museum.,MALE
SAM WILSON,They've set the perimeter.,MALE
STEVE ROGERS,I know you're nervous. And you have plenty of reason to be. But you're lying.,MALE
BUCKY,I wasn't in Vienna. I don't do that anymore.,MALE
SAM WILSON,They're entering the building.,MALE
STEVE ROGERS,"Well, the people who think you did are coming here now. And they're not planning on taking you alive.",MALE
BUCKY,That's smart. Good strategy.,MALE
SAM WILSON,They're on the roof. I'm compromised.,MALE
STEVE ROGERS,"This doesn't have end in a fight, Buck.",MALE
BUCKY,It always ends in a fight.,MALE
SAM WILSON,5 seconds.,MALE
STEVE ROGERS,You pulled me from the river. Why?,MALE
BUCKY,I don't know.,MALE
SAM WILSON,3 seconds!,MALE
STEVE ROGERS,"Yes, you do.",MALE
SAM WILSON,Breach! Breach! Breach!,MALE
GSG-9 SOLDIER,Shoot the door!,MALE
STEVE ROGERS,"Buck, stop! You're gonna kill someone.",MALE
BUCKY,I'm not gonna kill anyone.,MALE
GSG-9 SOLDIER,Suspect has broken containment! He's headed down the east stairwell!,MALE
STEVE ROGERS,"Come on, man.",MALE
STEVE ROGERS,"Sam, southwest rooftop.",MALE
SAM WILSON,Who the hell's the other guy?,MALE
STEVE ROGERS,About to find out.,MALE
STEVE ROGERS,Sam.,MALE
SAM WILSON,Got him.,MALE
GSG-9 DRIVER,Stand down! Stand down!,MALE
STEVE ROGERS,"Sam, I can't shake this guy.",MALE
SAM WILSON,Right behind you.,MALE
JAMES RHODES,"Stand down, now.  Congratulations, Cap. You're a criminal.",MALE
GSG-9 SOLDIER,What's the order?,MALE
JAMES RHODES,Your highness.,MALE
VISION,A pinch of paprika.' A pinch.,MALE
WANDA MAXIMOFF,Is that paprikash?,FEMALE
VISION,I thought it might . . . lift your spirits.,MALE
WANDA MAXIMOFF,Spirits lifted.,FEMALE
VISION,"In my defense, I haven't actually ever . . . eaten anything before, so . . .",MALE
WANDA MAXIMOFF,May I?,FEMALE
VISION,Please. Wanda?,MALE
WANDA MAXIMOFF,Hmm.,FEMALE
VISION,"No one dislikes you, Wanda.",MALE
WANDA MAXIMOFF,Thanks.,FEMALE
VISION,"Oh, you're welcome. No, it's a . . . involuntary response in their amygdala. They can't help but be afraid of you.",MALE
WANDA MAXIMOFF,Are you?,FEMALE
VISION,"My amygdala is synthetic, so . . .",MALE
WANDA MAXIMOFF,"I used to think of myself one way. But after this . . .  I am something else. I'm still me, I think, but . . . that's not what everyone else sees.",FEMALE
VISION,"Do you know, I don't know what this is?  Not really. I know it's not of this world, that it powered Loki's staff, gave you your abilities, but . . . its true nature is a mystery. And yet, it is part of me.",MALE
WANDA MAXIMOFF,Are you afraid of it?,FEMALE
VISION,"I wish to understand it. The more I do, the less it controls me. One day . . . who knows? I may even control it.",MALE
WANDA MAXIMOFF,I don't know what's in this but it is not paprika. I'm gonna go to the store. I'll be back in 20 minutes.,FEMALE
VISION,"Alternatively, we could order a pizza?",MALE
WANDA MAXIMOFF,"Vision, are you not letting me leave?",FEMALE
VISION,It is a question of safety.,MALE
WANDA MAXIMOFF,I can protect myself.,FEMALE
VISION,Not yours. Mr. Stark would like to avoid the possibility of another public incident. Until the Accords are on a . . . more secured foundation.,MALE
WANDA MAXIMOFF,And what do you want?,FEMALE
VISION,For people to see you . . . as I do.,MALE
SAM WILSON,"So, you like cats?",MALE
STEVE ROGERS,Sam.,MALE
SAM WILSON,What? Dude shows up dressed like a cat and you don't wanna know more?,MALE
STEVE ROGERS,Your suit . . . t's Vibranium?,MALE
T'CHALA,"The Black Panther has been the protector of Wakanda for generations. A mantle, passed from warrior to warrior. And now, because your friend murdered my father, I also wear the mantle of king. So, I ask you . . . as both warrior and king . . . how long do you think you can keep your friend safe from me?",MALE
STEVE ROGERS,What's gonna happen to him?,MALE
EVERETT ROSS,Same thing that ought to happen to you. Psychological evaluation and extradition.,MALE
SHARON CARTER,"This is Everett Ross, Deputy Task Force Commander.",FEMALE
STEVE ROGERS,What about our lawyer?,MALE
EVERETT ROSS,"Lawyer. That's funny. See their weapons are placed in lockup. Oh, we'll write you a receipt.",MALE
SAM WILSON,I better not look out the window and see anybody flying around in that.,MALE
EVERETT ROSS,"You'll be provided with an office instead of a cell. Now, do me a favor, stay in it?",MALE
T'CHALA,I don't intend on going anywhere.,MALE
NATASHA ROMANOFF,"For the record, this is what making things worse looks like.",FEMALE
STEVE ROGERS,He's alive.,MALE
TONY STARK,"No. Romania was not Accords-sanctioned. And, Colonel Rhodes is supervising cleanup.",MALE
NATASHA ROMANOFF,Try not to break anything while we fix this.,FEMALE
TONY STARK,"Consequences? You bet there'll be consequences. Obviously you can quote me on that 'cause I just said it. Anything else? Thank you, sir.",MALE
STEVE ROGERS,Consequences'?,MALE
TONY STARK,Secretary Ross wants you both prosecuted. Had to give him something.,MALE
STEVE ROGERS,"I'm not getting that shield back, am I?",MALE
NATASHA ROMANOFF,"Technically, it's the government's property. Wings, too.",FEMALE
SAM WILSON,That's cold.,MALE
TONY STARK,Warmer than jail.,MALE
