character,line,gender
WANDA MAXIMOFF,"I didn't expect. But I saw Stark's fear, I knew it would control him, make him self-destruct.",FEMALE
ULTRON,"Everyone creates the thing they dread. Men of peace create engines of war, invaders create avengers, people create...smaller people? Uh...children! I lost the word there. Children. Designed to supplant them, to help them...end.",MALE
WANDA MAXIMOFF,Is that why you've come? To end the Avengers?,FEMALE
ULTRON,"I've come to save the world. But also, yeah. We'll move out right away. This is a start, but there's something we need to begin the real work.",MALE
WANDA MAXIMOFF,All of these are... All of these are...,FEMALE
ULTRON,"Me. I have what the Avengers never will. Harmony. They're discordant, disconnected. Stark's already got them turning on each other. And when you get inside the rest of their heads...",MALE
PIETRO MAXIMOFF,Everyone's plan is not to kill them.,MALE
ULTRON,And make them martyrs? You need patience. Need to see the big picture.,MALE
PIETRO MAXIMOFF,"I don't see the big picture, I have a little picture. I take it out and look at it every day.",MALE
ULTRON,You lost your parents in the bombings. I've seen the records.,MALE
PIETRO MAXIMOFF,The records are not the picture.,MALE
WANDA MAXIMOFF,Pietro.,FEMALE
ULTRON,"No, please.",MALE
PIETRO MAXIMOFF,"We were ten years old, having dinner, the four of us. When the first shell hits, two floors below, it makes a hole in the floor. It's big. Our parents go in, and the whole building starts coming apart. I grab her, roll under the bed and the second shell hits. But, it doesn't go off. It just...sits there in the rubble, three feet from our faces. And on the side of the shell is painted one word...",MALE
WANDA MAXIMOFF,Stark.,FEMALE
PIETRO MAXIMOFF,We were trapped two days.,MALE
WANDA MAXIMOFF,"Every effort to save us, every shift in the bricks, I think, ""This will set it off."" We wait for two days for Tony Stark to kill us.",FEMALE
PIETRO MAXIMOFF,I know what they are.,MALE
ULTRON,"I wondered why only you two survived Strucker's experiments. Now I don't. We will make it right. You and I can hurt them.  But you will tear them apart, from the inside.",MALE
MARIA HILL,"He's all over the globe. Robotics labs, weapons facilities, jet propulsion labs, reports of a metal man, or men, coming in and emptying the place.",FEMALE
STEVE ROGERS,Fatalities?,MALE
MARIA HILL,"Only when engaged. Mostly guys left in a fugue state going on about old memories, worst fears, and something too fast to see.",FEMALE
STEVE ROGERS,"Maximoffs. Well, that makes sense he'd go to them, they have someone in common.",MALE
MARIA HILL,Not anymore.,FEMALE
CLINT BARTON,"That's a negative. I answer to you. Yes, ma'am.",MALE
STEVE ROGERS,"Barton, we might have something.",MALE
CLINT BARTON,Gotta go.,MALE
STEVE ROGERS,Who was that?,MALE
CLINT BARTON,Girlfriend.,MALE
TONY STARK,What's this?,MALE
STEVE ROGERS,A message. Ultron killed Strucker.,MALE
TONY STARK,"And he did a Banksy at the crime scene, just for us.",MALE
NATASHA ROMANOFF,This is a smokescreen. Why send a message when you've just given a speech?,FEMALE
STEVE ROGERS,Strucker knew something that Ultron wanted us to miss.,MALE
NATASHA ROMANOFF,"Yeah, I bet he...  Yep. Everything we had on Strucker has been erased.",FEMALE
TONY STARK,Not everything.,MALE
STEVE ROGERS,"Known associates. Well, Strucker had a lot of friends.",MALE
BRUCE BANNER,"Well, these people are all horrible.",MALE
TONY STARK,"Wait. I know that guy.  From back in the day. He operates off the African coast, black market arms.  There are conventions, alright? You meet people, I didn't sell him anything.  He was talking about finding something new, a game changer, it was all very ""Ahab.""",MALE
THOR,This.,MALE
TONY STARK,"Uh, it's a tattoo. I don't think he had it...",MALE
THOR,"No, those are tattoos, this is a brand.",MALE
BRUCE BANNER,"Oh, yeah. It's a word in an African dialect meaning thief, in a much less friendly way.",MALE
STEVE ROGERS,What dialect?,MALE
BRUCE BANNER,Wakanada...? Wa...Wa...Wakanda.,MALE
TONY STARK,If this guy got out of Wakanda with some of their trade goods...,MALE
STEVE ROGERS,I thought your father said he got the last of it?,MALE
BRUCE BANNER,I don't follow. What comes out of Wakanda?,MALE
TONY STARK,The strongest metal on earth.,MALE
STEVE ROGERS,Where is this guy now?,MALE
ULYSSES KLAUE,"Don't tell me your man swindled you. I sent you six short range heat seekers and got a boat full of rusted parts. Now, you will make it right, or the next missile I send you will come very much faster.  Now, minister, where were we?  Yeah. The enhanced. Strucker's prize pupils.  Want a candy? Oh, sorry to hear about Strucker. But then, he knew what kind of world he was helping create. Human life, not a growth market.  You...you didn't know? Is this your first time intimidating someone? I'm afraid that I'm not that afraid.",MALE
WANDA MAXIMOFF,Everybody's afraid of something.,FEMALE
ULYSSES KLAUE,"Cuttlefish. Deep sea fish. They make lights. disco lights. Whoom, whoom, whoom! to hypnotize their prey, then whoom! I saw a documentary, it was terrifying.  So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge.",MALE
ULTRON,"There is no ""man"" in charge. Let's talk business.  Upon this rock I will build my church. Vibranium.",MALE
ULYSSES KLAUE,"You know, it came at great personal cost. It's worth billions.",MALE
ULTRON,"Now, so are you. It's all under your dummy holdings? Finance is so weird. But I always say, ""Keep your friends rich and your enemies rich, and wait to find out which is which.""",MALE
