character,line,gender
SCOTT LANG,"Hey, how’s your girl, man?",MALE
LUIS,"Uh, she left me.",MALE
SCOTT LANG,Oh.,MALE
LUIS,"Yeah, my mom died too. And my dad got deported. But I got the van!",MALE
SCOTT LANG,It’s nice!,MALE
LUIS,"Yeah, right?",MALE
SCOTT LANG,Thanks for the hook-up too. I needed a place to stay.,MALE
LUIS,"You wait ‘til you see this couch, you’re gonna be really happy. You’re gonna be on your feet in no time, watch.",MALE
SCOTT LANG,I hope so.,MALE
LUIS,"Yeah. And I gotta introduce you to some people, some really skilled people.",MALE
SCOTT LANG,Not interested.,MALE
LUIS,Yeah right!,MALE
SCOTT LANG,"No, I’m serious, man. I’m not going back. I got a daughter to take care of.",MALE
LUIS,"You know that jobs don’t come easy for ex-cons, right?",MALE
SCOTT LANG,"Look man, I got a masters in electrical engineering, alright? I’m gonna be fine.",MALE
SCOTT LANG,Welcome to Baskin Robbins. Would you like to try our Mango Fruit Blast?,MALE
ICE CREAM STORE CUSTOMER,"Uh, no thanks. Um, I will have… I’ll have a burger, please.",MALE
SCOTT LANG,"Oh, we don’t… we don’t make that.",MALE
ICE CREAM STORE CUSTOMER,"Pretzel. Hot pretzel, like, mustard… in mustard dip?",MALE
SCOTT LANG,It’s ice cream. Baskin Robbins.,MALE
ICE CREAM STORE CUSTOMER,I’ll just do with whatever’s hot and fresh.,MALE
SCOTT LANG,Dude.,MALE
DALE,"Can I see you in the back, chief? Pronto.",MALE
SCOTT LANG,"Sure thing, Dale. Darby, could you just, uh…  …take care of this idiot? Thanks.",MALE
SCOTT LANG,"Hiya, Dale.",MALE
DALE,Come on in. Pull up some chair.,MALE
DALE,"Three years in San Quentin, huh?",MALE
SCOTT LANG,You found out.,MALE
DALE,Baskin Robbins always finds out.,MALE
SCOTT LANG,"Look, I’m sorry, alright, but I… no one would hire me.",MALE
DALE,Breaking and entering. Grand larceny.,MALE
SCOTT LANG,"Look, I’m… I’m sorry, I… you know, it was… I don’t do it anymore. I’m just trying…",MALE
DALE,Respect. I couldn’t be happier about it.,MALE
SCOTT LANG,Really?,MALE
DALE,"Yeah, yeah.",MALE
SCOTT LANG,"Oh, thank you, thank you.",MALE
DALE,"You really stuck it to those billionaire S.O.Bs. And the more I read about what you did and stuff, I’m like, “Wow, I know this guy? I’m in charge of this guy?” Yeesh!",MALE
SCOTT LANG,"Well, I’m very happy in this job, and I’m… I really just appreciate the opportunities and…",MALE
DALE,"Yeah, yeah. Well, you’re fired of course. I mean, I can’t really keep you on.",MALE
SCOTT LANG,"Wait, what? Fired?",MALE
DALE,Yeah.,MALE
SCOTT LANG,"Dale, look, it wasn’t a violent crime, I mean, I’m a good worker.",MALE
DALE,"No, it wasn’t a violent crime. It was a cool crime. I’ll tell you what, though, this’d be totally off the books, off the records, but, uh… if you want to grab one of those Mango Fruit Blasts on your way out the door, I’ll just pretend I didn’t see it.",MALE
LUIS,"Hey, Scotty, what’s up? I thought you were supposed to be at work?",MALE
SCOTT LANG,"I was, I got fired.",MALE
LUIS,Damn! They find out who you are?,MALE
SCOTT LANG,Yep.,MALE
LUIS,"Baskin Robbins always finds out, bro.",MALE
DAVE,Baskin Robbins don’t play.,MALE
LUIS,You want some waffles?,MALE
SCOTT LANG,"Yeah, I’ll take a waffle.",MALE
LUIS,"Oh. That’s Kurt. He was in Folsom for 5 years, he’s a wizard on that laptop.",MALE
KURT,Nice to meet you.,MALE
SCOTT LANG,"Yeah, nice to meet you too.  And who are you?",MALE
DAVE,Dave. Nice work on the Vista job.,MALE
KURT,"Vista job? Yes. No, no, I have heard of this robbery.",MALE
SCOTT LANG,"Well, technically, I didn’t rob them. Robbery involves threat. I hate violence, I burgled them. I’m a cat burglar.",MALE
DAVE,You mean you’re a pussy?,MALE
SCOTT LANG,Yeah.,MALE
LUIS,"They were overcharging the customers, right? And it added up to millions. He blows the whistle and he gets fired. And what does he do? He hacks into the security system, and transfers millions back to the people that they stole it from.",MALE
DAVE,Posts all the bank records online.,MALE
LUIS,And he drove dude’s Bentley into a swimming pool.,MALE
SCOTT LANG,What are you doing? Hmm? Why are you telling my life’s story to these guys? What do you want?,MALE
LUIS,"Okay. My cousin talked to this guy two weeks ago about this little, perfect job.",MALE
SCOTT LANG,No way.,MALE
LUIS,"No, no, no. Wait! This guy… this guy fits your M.O.",MALE
SCOTT LANG,No! I’m finished man. I’m not going back to jail.,MALE
LUIS,"It’s some retired millionaire living off his golden parachute, It’s a perfect Scott Lang mark.",MALE
SCOTT LANG,I don’t care. I’m out.,MALE
PYM TECH GATE GUARD,Dr. Pym?,MALE
DR. HANK PYM,Yes. I’m still alive.,MALE
PYM TECH SECURITY GUARD,I.D.,MALE
DR. HANK PYM,Perhaps that will suffice.,MALE
PYM TECH SECURITY GUARD,"I’m very sorry, sir. Please come in.",MALE
PYM TECH EMPLOYEE,Is that Hank Pym?,MALE
HOPE VAN DYNE,"Good morning, Hank.",FEMALE
DR. HANK PYM,Hope. Would it kill you to call me dad?,MALE
HOPE VAN DYNE,"Well, Dr. Cross will be so please that you could find the time to join us today.",FEMALE
DARREN CROSS,"More like, thrilled.",MALE
DR. HANK PYM,"I was surprised to receive any kind of invitation from you, Darren. What’s the occasion?",MALE
DARREN CROSS,"Oh, you’ll see. Won’t he, Hope?",MALE
HOPE VAN DYNE,We’re ready for you inside.,FEMALE
DARREN CROSS,"Ouch.  I guess some old wounds never heal, huh? Don’t worry, she’s in good hands. You’re in for a treat.",MALE
CARSON,"Long time no see, Dr. Pym. How’s retirement?",MALE
DR. HANK PYM,How’s your face?,MALE
HOPE VAN DYNE,After you.,FEMALE
DARREN CROSS,"Now before we start I’d like to introduce a very special guest, this company’s founder and my mentor, Dr. Hank Pym.  When I took over this company for Dr. Pym, I immediately started researching a particle that could change the distance between atoms while increasing density and strength. Why this revolutionary idea remained buried beneath the dust and cobwebs of Hank’s research, I couldn’t tell you. But just imagine. A soldier the size of an insect. The ultimate secret weapon.  An “Ant-Man”.  That’s what they called you. Right, Hank? Silly, I know. Propaganda. Tales to astonish. Trumped up B.S. to scare the U.S.S.R. Hank, will you tell our guests what you told me every single time I asked you, was the Ant-Man real?",MALE
DR. HANK PYM,Just a tall tale.,MALE
DARREN CROSS,"Right. Because how could anything so miraculous possibly be real?  Well I was inspired by the legend of the Ant-Man. And with my breakthrough, shrinking inorganic material, I thought, could it be possible to shrink a person? Could that be done? Well, it’s not a legend anymore. Distinguished guests, I am proud to present the end of warfare as we know it: the Yellowjacket.  The Yellowjacket is an all-purpose weapon of war capable of altering the size of the wearer for the ultimate combat advantage.",MALE
VIDEO VOICE OVER,"We live in an era in which the weapons we use to protect ourselves are undermined by constant surveillance. It’s time to return to a simpler age. One where the powers of freedom can once again operate openly to protect their interests. An all-purpose peace-keeping vessel. The Yellowjacket can manage any conflict on the Geo-political landscape, completely unseen. Efficient in both preventative measures and tactical assault. Practical applications include: surveillance, industrial sabotage, and the elimination of obstructions on the road to peace. A single Yellowjacket offers the user unlimited influence to carry out protective actions and one day soon, an army of Yellowjackets will create a sustainable environment of well-being around the world. The Yellowjacket.",MALE
FRANK,So it’s a suit.,MALE
DARREN CROSS,"Don’t be crude, Frank. It’s not a suit, it’s a… it’s a vessel. What’s a matter, you’re not impressed?",MALE
FRANK,"Oh, I’m impressed. I’m also concerned. Imagine what our enemies could do with this tech.",MALE
DARREN CROSS,"We should have a longer conversation about that, Frank. I really value your opinion. Thank you for coming. Hope?",MALE
HOPE VAN DYNE,"Thank you very much, everybody. I will escort you out now. Thank you.",FEMALE
DARREN CROSS,You seem a bit shocked.,MALE
DR. HANK PYM,"Darren, there’s a reason that I buried these secrets.",MALE
DARREN CROSS,"So you finally admit it. We could’ve done this together, Hank. But you ruined that. That’s why you’re the past and I’m the future.",MALE
DR. HANK PYM,Don’t do this.,MALE
MITCHELL CARSON,"Dr. Cross.  You sell to me first, twenty percent of your asking price, I can have the cash here in two weeks.",MALE
DARREN CROSS,Deal.,MALE
HOPE VAN DYNE,"We have to make our move, Hank.",FEMALE
DR. HANK PYM,How close is he?,MALE
HOPE VAN DYNE,He still can’t shrink a live subject. Just give me the suit and let me finish this once and for all.,FEMALE
DR. HANK PYM,No.,MALE
HOPE VAN DYNE,I have Cross’ complete trust.,FEMALE
DR. HANK PYM,It’s too dangerous.,MALE
HOPE VAN DYNE,We don’t have a choice.,FEMALE
DR. HANK PYM,"Well, that’s not entirely true.",MALE
HOPE VAN DYNE,I think I found a guy.,FEMALE
DR. HANK PYM,Who?,MALE
CASSIE LANG,Daddy!,FEMALE
SCOTT LANG,"Peanut! Oh! Happy birthday! I’m so sorry I’m late, I didn’t know what time your party started.",MALE
CASSIE LANG,It was on the invitation!,FEMALE
PAXTON,He didn’t get an invitation! But he came anyway.,MALE
SCOTT LANG,"Well, I’m not going to miss my little girl’s birthday party.",MALE
CASSIE LANG,I’m gonna go tell mommy you’re here.,FEMALE
SCOTT LANG,"Oh, you don’t…",MALE
PAXTON,"What are you doing here, Lang? You haven’t paid a dime in child support. You know, right now if I wanted to, I could arrest you.",MALE
SCOTT LANG,"It’s good to see you too, Paxton.",MALE
CASSIE LANG,"Mommy’s so happy you’re here, she choked on her drink.",FEMALE
SCOTT LANG,"Hey, look what I have for you.",MALE
CASSIE LANG,Can I open it now?,FEMALE
PAXTON,"Of course sweetheart, it’s your birthday.",MALE
HIDEOUS RABBIT,You’re my bestest friend!,MALE
PAXTON,What is that thing?,MALE
CASSIE LANG,He’s so ugly! I love him! Can I go show my friends?,FEMALE
PAXTON,"Yeah, of course sweetheart, go ahead.",MALE
HIDEOUS RABBIT,You’re my bestest friend!,MALE
SCOTT LANG,"Look, the child support is coming. Alright? It’s just hard finding a job when you have a record.",MALE
PAXTON,"I’m sure you’ll figure it out, but for now I want you out of my house.",MALE
SCOTT LANG,"No, wait, it’s my daughter’s birthday!",MALE
PAXTON,It’s my house!,MALE
SCOTT LANG,"So what, it’s my kid!",MALE
MAGGIE LANG,"Scott! You can’t just show up here, you know that. Come on.",FEMALE
SCOTT LANG,It’s her birthday party.,MALE
MAGGIE LANG,"Yeah, I know, but you can’t just show up.",FEMALE
SCOTT LANG,She’s my daughter.,MALE
PAXTON,You don’t know the first thing about being a father.,MALE
SCOTT LANG,"Maggie, I tell you this as a friend, and as the first love of my life, your fiancé is an ass-hat.",MALE
MAGGIE LANG,He’s not an ass-hat.,FEMALE
PAXTON,"Hey, watch your language. Okay?",MALE
SCOTT LANG,"Oh, what language. I said hat.",MALE
SCOTT LANG,"Really, Maggie? That guy? Come on, you could marry anyone you want, you have to get engaged to a cop?",MALE
MAGGIE LANG,At least he’s not a crook.,FEMALE
SCOTT LANG,"I’m trying, okay? I’ve changed, and I’m straight, I had a job, and… I want to provide. I had a lot of time to think about it, and I love her. So much. I’ve missed so much time and I want to be a part of her life. What do I do?",MALE
MAGGIE LANG,"Get an apartment. Get a job, pay child support. And then we will talk about visitation, I promise. You’re her hero, Scott. Just, be the person that she already thinks you are.",FEMALE
DARREN CROSS,"I’m sorry you have such deep concerns about the Yellowjacket, Frank.",MALE
FRANK,"Yeah, well, uh, unfortunately we can’t just do whatever we want. Would be nice though, right?",MALE
FRANK,But there are laws.,MALE
DARREN CROSS,"What laws? Of man? The laws of nature transcend the laws of man, and I’ve transcended the laws of nature.",MALE
FRANK,"Darren, I don’t think you understand…",MALE
DARREN CROSS,Hm. We still haven’t worked out all the bugs.,MALE
DARREN CROSS,"Goodbye, Frank.",MALE
DARREN CROSS,"You know I’ve been thinking a lot about gratitude lately, and today during my morning meditation, an interesting thought occurred to me and I think it might apply to you too.",MALE
HOPE VAN DYNE,How’s that?,FEMALE
DARREN CROSS,"Gratitude can be forgiveness. I spent years carrying around my anger for Hank Pym. I devoted my genius to him. I could’ve worked anywhere. I chose my mentor poorly. You didn’t even have a choice. He never believed in you. It’s a shame what we had to do, but he forced us to do it, didn’t he? But we shouldn’t be angry, we should be grateful. Because his failures as a mentor, as a father, forced us to spread our wings.",MALE
HOPE VAN DYNE,"You’re a success, Darren. You deserve everything coming your way.",FEMALE
LUIS,"Hey, what’s up, hotshot?",MALE
DAVE,Maybe he didn’t hear you.,MALE
LUIS,How was the party?,MALE
SCOTT LANG,Tell me about that tip.,MALE
LUIS,What?,MALE
SCOTT LANG,I want to know about that tip.,MALE
LUIS,"Ooh, baby, it’s on!",MALE
DAVE,Hot dog!,MALE
LUIS,It’s so on right now!,MALE
DAVE,Look who grew a pair!,MALE
SCOTT LANG,"Calm down, alright? I just need to know where it came from, it’s gotta be airtight.",MALE
LUIS,"Okay. I was at a wine tasting with my cousin Ernesto, which was mainly reds, and you know I don’t love reds man, you know? But there was a rosé that saved the day, it was delightful. And he tells me about this girl Emily that we used to kick it with, it was actually the first pair of boobs that I ever touched.",MALE
SCOTT LANG,It’s the wrong details. It’s wrong… It has nothing to do with the story. Go!,MALE
LUIS,"So, uh, he tells me that she’s working as a housekeeper now, right? And she’s dating this dude Carlos who’s a shot caller from across the bay and she tells him about the dude that she’s cleaning for. Right? That he’s, like, this big-shot CEO that is all retired now but he’s loaded. And so, Carlos and Ernesto are on the same softball team and they get to talking, right? And here comes the good part. Carlos says: “Yo, man. This guy’s got a big-ass safe just sitting in the basement, just chillin’.” Of course Ernesto comes to me cause he knows I’ve got mad thieving skills. Of course I ask him: “Did Emily tell Carlos to tell you to get to me what kind of safe it was? And he says: “Nah, dog. All she said is that it’s, like, super legit, and whatever’s in it has gotta be good!",MALE
SCOTT LANG,What?,MALE
KURT,Old man have safe.,MALE
LUIS,And he’s gone for a week.,MALE
SCOTT LANG,"Alright. There’s an old man, he’s got a safe, and he’s gone for a week. Let’s just work with that.",MALE
LUIS,Y’know what I’m sayin’?,MALE
KURT,"Landlines cut, cell signals jammed. No one will be making for distress call tonight.",MALE
LUIS,All check.,MALE
KURT,Check.,MALE
DAVE,Check.,MALE
LUIS,"If the job goes bad, you know I got your back, right?",MALE
SCOTT LANG,"Don’t worry, it’s not gonna happen.",MALE
LUIS,I love it when he gets cocky.,MALE
DAVE,Damn!  Alarm is dead.,MALE
LUIS,Nice!,MALE
SCOTT LANG,"Alright, I’m moving through the house.",MALE
SCOTT LANG,There’s a fingerprint lock on the door.,MALE
LUIS,"It’s got a what? Ernesto didn’t tell me nothin’ about that. Aw, man, are we screwed?",MALE
SCOTT LANG,Not necessarily.,MALE
SCOTT LANG,I’m in.,MALE
KURT,No alarms have been triggered. He’s in like the Flynn.,MALE
SCOTT LANG,"Oh, man.",MALE
LUIS,What is it?,MALE
SCOTT LANG,"Well they weren’t kidding, this safe is serious.",MALE
LUIS,"How serious we talkin’, Scotty?",MALE
SCOTT LANG,"It’s a Carbondale. It’s from 1910, made from the same steel as the Titanic.",MALE
LUIS,Wow. Can you crack it?,MALE
SCOTT LANG,"Well, here’s the thing. It doesn’t do so well in the cold. Remember what that iceberg did?",MALE
LUIS,"Yeah, man, it killed DiCaprio.",MALE
DAVE,It killed everybody.,MALE
KURT,But not the old lady. She still threw the jewel into the oceans.,MALE
LUIS,What are you doing?,MALE
SCOTT LANG,"I poured water in the locking mechanism and froze it with nitrogen. Ice expands, metal doesn’t.",MALE
LUIS,What are you doing now?,MALE
SCOTT LANG,Waiting. Waiting.,MALE
SCOTT LANG,Nice.,MALE
LUIS,"What is it, cash? Jewels?",MALE
SCOTT LANG,Well there’s nothing here.,MALE
LUIS,What’d you say?,MALE
SCOTT LANG,It’s a suit.,MALE
LUIS,What?,MALE
SCOTT LANG,It’s an old motorcycle suit.,MALE
LUIS,"There’s no cash, no jewelry, nothing?",MALE
SCOTT LANG,No. It’s a bust.,MALE
LUIS,"I’m really sorry, Scotty. I know you needed a score.",MALE
HOPE VAN DYNE,I thought we were using mice?,FEMALE
DARREN CROSS,"What’s the difference? Commence experiment 34C, organic atomic reduction.",MALE
HOPE VAN DYNE,"Darren, maybe we should think…",FEMALE
DARREN CROSS,Shrinking organic tissue is the centerpiece of this technology. I can’t go to the buyers with half a breakthrough.,MALE
DARREN CROSS,"Experiment 34C results: Negative.  Sanitize the workstation, bring in subject 35C.",MALE
SCOTT LANG,Why would you lock this up?,MALE
SCOTT LANG,So weird.,MALE
LUIS,"Scott, what’s up man?",MALE
SCOTT LANG,I wonder… what is this?,MALE
DR. HANK PYM,"The world sure seems different from down here, doesn’t it, Scott?",MALE
SCOTT LANG,What? Who… who said that?,MALE
SCOTT LANG,"Luis! Luis, down here!",MALE
DR. HANK PYM,"It’s a trial by fire, Scott. Or in this case, water.",MALE
DR. HANK PYM,Guess you’re tougher than you thought.,MALE
SCOTT LANG,"Oh, I don’t want to see this.",MALE
SCOTT LANG,Luis! Ahh! Son of a… !,MALE
CAB DRIVER,What the hell?,MALE
DR. HANK PYM,"Not bad for a test drive. Keep the suit, I’ll be in touch.",MALE
SCOTT LANG,"No, no. No, thank you.",MALE
COP ON SPEAKER,Put it down on the ground! You are under arrest!,MALE
SCOTT LANG,"No, I didn’t steal anything! I was returning something I stole.",MALE
PAXTON,"You know, you almost had us convinced that you were going to change your ways. They were really rooting for you. It’s gonna break their hearts.",MALE
DETECTIVE,You got a visitor.,MALE
SCOTT LANG,Who?,MALE
DETECTIVE,Your lawyer.,MALE
SCOTT LANG,My lawyer?,MALE
DR. HANK PYM,"I told you I’d be in touch, Scott. I’m starting to think that you prefer the inside of a jail cell.",MALE
SCOTT LANG,"Oh, man.",MALE
DR. HANK PYM,Sit down.,MALE
SCOTT LANG,"Sir, I’m sorry I stole the suit. I don’t even want to know why you have it.",MALE
DR. HANK PYM,Maggie was right about you.,MALE
SCOTT LANG,How do you know about… ?,MALE
DR. HANK PYM,"The way she’s trying to keep you away from Cassie. The moment things get hard, you turn right back to crime. The way I see it, you have a choice. You can either spend the rest of your life in prison or go back to your cell and await further instructions.",MALE
SCOTT LANG,I don’t understand.,MALE
DR. HANK PYM,"No, I don’t expect you to. But you don’t have many options right now. Quite frankly, neither do I. Why do you think I let you steal that suit in the first place?",MALE
SCOTT LANG,What?,MALE
DR. HANK PYM,Second chances don’t come around all that much. So next time you think you might see one I suggest you take a real close look at it.,MALE
MAGGIE LANG,Are you sure you don’t want a different toy?,FEMALE
MAGGIE LANG,Are you sure you don’t want a different toy?,FEMALE
CASSIE LANG,"No, I love this one.",FEMALE
MAGGIE LANG,"Okay. Well, get some sleep then. I love you.",FEMALE
CASSIE LANG,Mommy?,FEMALE
MAGGIE LANG,Hm?,FEMALE
CASSIE LANG,Is daddy a bad man? I heard some grownups say he’s bad.,FEMALE
MAGGIE LANG,"No. Daddy just gets confused sometimes, you know?",FEMALE
DR. HANK PYM,Smart choice. You actually listened for once.,MALE
DR. HANK PYM,Under the door.,MALE
SCOTT LANG,Okay. Where to now?,MALE
DR. HANK PYM,Hang tight.,MALE
SCOTT LANG,What? What?!,MALE
PAXTON,Where the hell did he go?,MALE
DETECTIVE,"I have no idea, he just vanished.  Set up a five block perimeter, now!",MALE
SCOTT LANG,"Get back, get back, get back!",MALE
DR. HANK PYM,"Scott, these are my associates.",MALE
SCOTT LANG,"Huh? You got a camera on an ant? Yeah, sure, why not? Where’s the car?",MALE
DR. HANK PYM,"No car, we’ve got wings. Incoming!",MALE
DR. HANK PYM,Put your foot on the central node and not the thorax.,MALE
SCOTT LANG,Are you ki… ? How safe’s this… ?,MALE
DR. HANK PYM,"Get on the damn ant, Scott!",MALE
SCOTT LANG,Why am I on a police car? Shouldn’t I not be on a police car?,MALE
DR. HANK PYM,So they can give you a lift past their five block perimeter.,MALE
SCOTT LANG,"Whoa. Alright. Now, what’s the next move?",MALE
DR. HANK PYM,Hang on tight.,MALE
SCOTT LANG,"Oh, this is easy. I’m getting the hang of this. Yank up to go up. It’s like a horse.",MALE
DR. HANK PYM,You’re throwing 2-47 off balance.,MALE
SCOTT LANG,"Wait, his name is 2-47?",MALE
DR. HANK PYM,"He doesn’t have a name, he has a number Scott. Do you have any idea how many ants there are?",MALE
SCOTT LANG,Whoa!,MALE
DR. HANK PYM,Maybe it’s 2-48.,MALE
SCOTT LANG,"No, no, no, no! Vertigo, vertigo!",MALE
DR. HANK PYM,"No, I think it’s 2-47.",MALE
SCOTT LANG,Wait.,MALE
DR. HANK PYM,Hang on.,MALE
SCOTT LANG,I think I’m getting the hang of this.,MALE
DR. HANK PYM,I’m controlling 2-47. He is not listening to you.,MALE
SCOTT LANG,What? Can I make one little request?,MALE
DR. HANK PYM,No.,MALE
SCOTT LANG,"Stop 2-47. Time out, time out. Time out. Alright, hold on. Just, wait. Whoa, uh! What happens if I throw up in this helmet?",MALE
DR. HANK PYM,"It’s my helmet, Scott. Do not throw up.",MALE
SCOTT LANG,"Just set her down, alright? I’m getting light headed.",MALE
DR. HANK PYM,"Hang on, Scott.",MALE
SCOTT LANG,"Yeah, I’m getting a little light… it’s funny… hit me, and…",MALE
SCOTT LANG,Hello. Who are you? Have you been standing there watching me sleep this whole time?,MALE
HOPE VAN DYNE,Yes.,FEMALE
SCOTT LANG,Why?,MALE
HOPE VAN DYNE,Because the last time you were here you stole something.,FEMALE
SCOTT LANG,"Oh. Oh! Hey, look.",MALE
SCOTT LANG,Whoa!,MALE
HOPE VAN DYNE,Paraponera clavata. Giant tropical bullet ants. Ranked highest on the Schmidt pain index. They’re here to keep an eye on you when I can’t. Dr. Pym’s waiting for you downstairs.,FEMALE
SCOTT LANG,"Who?  Hey, um, whose pajamas are these?  How am I supposed to do this?",MALE
SCOTT LANG,"Right, just one step at a time.",MALE
SCOTT LANG,"Ugh. You don’t bite me, I don’t step on you, deal?",MALE
HOPE VAN DYNE,Take down the servers and Cross wouldn’t even know it. We don’t need this guy.,FEMALE
DR. HANK PYM,I assume that you’ve already met my daughter Hope.,MALE
SCOTT LANG,I did. She’s great.,MALE
DR. HANK PYM,She doesn’t think that we need you.,MALE
HOPE VAN DYNE,We don’t. We can do this ourselves.,FEMALE
DR. HANK PYM,"I go to all this effort to let you steal my suit, and then Hope has you arrested.",MALE
HOPE VAN DYNE,"Okay, we can try this and when he fails I’ll do it myself.",FEMALE
DR. HANK PYM,"She’s a little bit anxious. It has to do with this job, which, judging by the fact that you’re sitting opposite me, I take it that you’re interested in.",MALE
SCOTT LANG,What job?,MALE
DR. HANK PYM,Would you like some tea?,MALE
SCOTT LANG,"Uh, sure.",MALE
DR. HANK PYM,I was very impressed with how you managed to get past my security system. Freezing that metal was particularly clever.,MALE
SCOTT LANG,Were you watching me?,MALE
DR. HANK PYM,"Scott, I’ve been watching you for a while, ever since you robbed Vista Corp. Oh, excuse me, burgled Vista Corp.  Vista’s security system is one of the most advanced in the business. It’s supposed to be unbeatable but you beat it. Would you like some sugar?",MALE
SCOTT LANG,"Yeah, thanks.  You know what, I’m okay.  How do you make them do that?",MALE
DR. HANK PYM,"Ants can lift objects fifty times their weight. They build, farm, they cooperate with each other.",MALE
SCOTT LANG,Right. But how do you make them do that?,MALE
DR. HANK PYM,"I use electromagnetic waves to stimulate their olfactory nerve center. I speak to them. I can go anywhere, hear anything, and see everything.",MALE
HOPE VAN DYNE,And still know absolutely nothing. I’m late to meet Cross.,FEMALE
SCOTT LANG,Uh… Dr. Pym?,MALE
DR. HANK PYM,"You don’t need to raise your hand, Scott.",MALE
SCOTT LANG,"Sorry, I just have one question. Who are you? Who is she? What the hell’s going on and can I go back to jail now?",MALE
DR. HANK PYM,Come with me.  Twenty years ago I created a formula that altered atomic relative distance.,MALE
SCOTT LANG,Huh?,MALE
DR. HANK PYM,"I learned how to change the distance between atoms, that’s what powers the suit, that’s why it works.",MALE
SCOTT LANG,Whoa.,MALE
DR. HANK PYM,But it was dangerous. It was too dangerous. So I hid it from the world. And that’s when I switched gears and I started my own company.,MALE
SCOTT LANG,Pym Tech.,MALE
DR. HANK PYM,Yes. I took on a young protégé called Darren Cross.,MALE
SCOTT LANG,Darren Cross. He’s a big deal.,MALE
DR. HANK PYM,"But before he was a big deal he was my assistant. I thought I saw something in him, a son I never had perhaps. He was brilliant, but as we became close he began to suspect that I wasn’t telling him everything. He heard rumors about what was called the Pym Particles, and he became obsessed with recreating my formula. But I wouldn’t help him so he conspired against me and he voted me out of my own company.",MALE
SCOTT LANG,How could he do that?,MALE
DR. HANK PYM,"The board’s chairman is my daughter, Hope. She was the deciding vote. But she came back to me when she saw how close Cross was to cracking my formula. The process is highly volatile. What isn’t protected by a specialized helmet can affect the brain’s chemistry. I don’t think Darren realizes this, and you know, he’s not the most stable guy to begin with.",MALE
SCOTT LANG,"So, what do you want from me?",MALE
DR. HANK PYM,"Scott, I believe that everyone deserves a shot at redemption. Do you?",MALE
SCOTT LANG,I do.,MALE
DR. HANK PYM,"If you can help me, I promise I can help you be with your daughter again. Now are you ready to redeem yourself?",MALE
SCOTT LANG,Absolutely. My days of breaking into places and stealing shit are done. What do you want me to do?,MALE
DR. HANK PYM,I want you to break into a place and steal some shit.,MALE
MAGGIE LANG,You going to be home for dinner tonight?,FEMALE
PAXTON,"Uh, yeah. I’ll pick something up, text you.",MALE
MAGGIE LANG,Okay. Good news?,FEMALE
PAXTON,"Uh, I don’t know. It’s news.",MALE
CASSIE LANG,Are you trying to find my daddy?,FEMALE
