character,line,gender
FACELESS PILOT,"We’re about forty minutes out from home base, Sir.",MALE
STEVE ROGERS,"So, this Doctor Banner was trying to replicate the serum they used on me? ",MALE
PHIL COULSON,A lot of people were. You were the world’s first superhero. Banner thought Gamma radiation might hold the key to unlocking Erskine’s original formula.,MALE
STEVE ROGERS,"Didn’t really go his way, did it? ",MALE
PHIL COULSON,"Not so much. When he’s not that thing though, guy’s like a Stephen Hawking. He’s like a- smart person. I gotta say- it’s an honor to meet you, officially. I sort of met you, I mean, I watched you while you were sleeping. I mean, I was, I was present, while you were unconscious from-the-ice.",MALE
PHIL COULSON,You know it’s really- it’s just a- just a huge honor to have you on board- it’s...,MALE
STEVE ROGERS,"Well, I hope I’m the man for the job. ",MALE
PHIL COULSON,"Oh you are, absolutely. Ah- we made some modifications to the uniform. I had a little design input. ",MALE
STEVE ROGERS,The uniform? Aren’t the stars and stripes a little...old-fashioned?,MALE
PHIL COULSON,"Everything that’s happening, the things that are about to come to light, people might just need a little old-fashioned.",MALE
THE OTHER,The Chitauri grow restless.,MALE
LOKI,Let them goad themselves. I will lead them in a glorious battle.,MALE
THE OTHER,Battle? Against the meager might of Earth.,MALE
LOKI,Glorious not lengthy- if your force is as formidable as you claim.,MALE
THE OTHER,"You question us? You question him? He who out the scepter in your hand, who gave you ancient knowledge and new purpose? When you were cast out- defeated! ",MALE
LOKI,"I was a king! The rightful king of Asgard, betrayed. ",MALE
THE OTHER,"Your ambition is little, full of childish need. We look beyond the Earth to greater worlds the Tesseract will unveil. ",MALE
LOKI,"You don’t have the Tesseract yet.  I don’t threaten. But until I open the doors, until your force is mine to command, you are but words. ",MALE
THE OTHER,"You will have your war, Asgardian. If you fail, if the Tesseract is kept from us, there will be no realm, no barren moon, no crevice, where he cannot find you. You think you know pain? He will make you long for something as sweet as pain.",MALE
PHIL COULSON,Agent Romanoff- Captain Rogers.,MALE
STEVE ROGERS,Ma’am.,MALE
NATASHA ROMANOFF,Hi. They need you on the bridge; they’re starting the face trace.,FEMALE
PHIL COULSON,See you there.,MALE
NATASHA ROMANOFF,"It was quite the buzz around here, finding you in the ice. Thought Coulson was gonna swoon. Did he ask you to sign his Captain America trading cards yet? ",FEMALE
STEVE ROGERS,Trading cards?,MALE
NATASHA ROMANOFF,They’re vintage. He’s very proud.,FEMALE
STEVE ROGERS,Doctor Banner.,MALE
BRUCE BANNER,"Oh, yeah, hi. They told me you’d be coming. ",MALE
STEVE ROGERS,Word is you can find the Cube.,MALE
BRUCE BANNER,Is that the only word on me?,MALE
STEVE ROGERS,Only word I care about.,MALE
BRUCE BANNER,"Must be strange for you, all of this. ",MALE
STEVE ROGERS,"Well, this is actually kind of familiar. ",MALE
NATASHA ROMANOFF,"Gentlemen, you might wanna step inside in a minute. It’s gonna get a little had to breathe. ",FEMALE
HELICARRIER INTERCOM,Flight Mode. Secure the deck.,MALE
STEVE ROGERS,Is this a submarine?,MALE
BRUCE BANNER,"Really, they want me in a submerged pressurized metal container?  Oh no, this is much worse.",MALE
CARRIER BRIDGE TECH 1,"Maximum performance take off, increase output to capacity. ",MALE
FEMALE CARRIER BRIDGE TECH,Power plant performing at capacity. We are clear.,FEMALE
MARIA HILL,"All engines operating. SHIELD emergency protocol one nine three point six in effect. We’re at level, sir. ",FEMALE
NICK FURY,Good! Let’s vanish.,MALE
MARIA HILL,Engage retro reflection panels.,FEMALE
MALE AGENT,Reflection panels engaged.,MALE
NICK FURY,"Gentlemen.  Doctor, thank you for coming.",MALE
BRUCE BANNER,"Thanks for asking nicely. So, um, how long am I staying? ",MALE
NICK FURY,"Once we get our hands on the Tesseract, you’re in the wind. ",MALE
BRUCE BANNER,Well where are you with that?,MALE
PHIL COULSON,"We’re sweeping every wirelessly accessible camera on the planet. Cell phones... laptops, if it’s connected to a satellite, it’s eyes and ears for us. ",MALE
NATASHA ROMANOFF,It’s still not gonna find them in time.,FEMALE
BRUCE BANNER,You have to narrow your field. How many Spectrometers do you have access to?,MALE
NICK FURY,How many are there?,MALE
BRUCE BANNER,"Call every lab you know. Tell them to put the Spectrometers on the roof and calibrate them for Gamma rays. I’ll rough out a tracking algorithm, basic cluster recognition. At least we could rule out a few places. Do you have somewhere for me to work? ",MALE
NICK FURY,"Agent Romanoff, would you show Doctor Banner to his laboratory, please?",MALE
NATASHA ROMANOFF,"You’re gonna love it, Doc. We got all the toys. ",FEMALE
BRUCE BANNER,Really? Do you have the com-meter sixty-four?,MALE
NATASHA ROMANOFF,I’m not sure-,FEMALE
BRUCE BANNER,Oh you’re very young.,MALE
NICK FURY,"Hill, did you tell the council that Barton had been compromised? ",MALE
MARIA HILL,Was that not procedure?,FEMALE
MARIA HILL,Did you tell them who exactly is on your response team?,FEMALE
NICK FURY,Doesn’t appear that I have to.,MALE
SELVIG,Put it over there. Where did you find all these people?,MALE
CLINT BARTON,"SHIELD has no shortage of enemies, Doctor. This the stuff you need? ",MALE
SELVIG,"Yeah. Iridium. It’s found in meteorites, it forms anti-protons. It’s very hard to get hold of. ",MALE
CLINT BARTON,Especially if SHIELD knows you need it.,MALE
SELVIG,"Well, I didn’t know. Hey! This is wonderful. The Tesseract has shown me so much. It’s- it’s more than knowledge, it’s truth. ",MALE
LOKI,"I know. It, ah- it touches everyone differently. What did it show you Agent Barton? ",MALE
CLINT BARTON,My next target.,MALE
SELVIG,"Stick in the mud. He’s got no soul. No wonder you chose this, this tomb to work in. ",MALE
CLINT BARTON,"Well, the Radisson doesn’t have three levels of lead lined flooring between SHIELD and that Cube.",MALE
LOKI,I see why Fury chose you to guard it.,MALE
CLINT BARTON,"You’re going to have to contend with him sir. As long as he’s in the air, I can’t pin him down. And he’ll be putting together a team. ",MALE
LOKI,Are they a threat?,MALE
CLINT BARTON,"To each other more than likely. But if Fury can get ’em on track, and he might, they could throw some noise our way. ",MALE
LOKI,You admire Fury.,MALE
CLINT BARTON,He’s got a clear line of sight.,MALE
LOKI,Is that why you failed to kill him?,MALE
CLINT BARTON,"It might be. I was disoriented, and I’m not at my best with a gun. ",MALE
LOKI,"I want to know everything you can tell me about this team of his. I would- test their mettle. I am weary of scuttling in shadow. I mean to rule this world, not burrow in it. ",MALE
CLINT BARTON,That’s a risk,MALE
LOKI,Oh yes.,MALE
CLINT BARTON,If you’re set on making yourself known. I could be useful.,MALE
LOKI,Tell me what you need.,MALE
CLINT BARTON,I need a distraction. And an eyeball.,MALE
PHIL COULSON,"I mean, if it’s not too much trouble. ",MALE
STEVE ROGERS,"No-no, it’s fine. ",MALE
PHIL COULSON,"It’s a vintage set. Took me a couple of years to collect them all. Near mint, slight foxing around the edges but- ",MALE
AGENT JASPER SITWELL,"We got a hit. Sixty seven percent match. Wait- cross-match, seventy nine percent. ",MALE
PHIL COULSON,Location?,MALE
AGENT JASPER SITWELL,"Stuttgart, Germany. Twenty eight, Königstraße. He’s not exactly hiding. ",MALE
NICK FURY,"Captain, you’re up.",MALE
LOKI,"Kneel before me. I said- KNEEL!  Is not this simpler? Is this not your natural state? It’s the unspoken truth of humanity, that you crave subjugation. The bright lure of freedom diminishes your life’s joy in a mad scramble for power, for identity. You were made- to be ruled. In the end- you will always kneel.",MALE
GERMAN OLD MAN,Not to men like you.,MALE
LOKI,There are no men like me.,MALE
GERMAN OLD MAN,There are always men like you.,MALE
LOKI,"Look to your elder, people. Let him be an example.",MALE
STEVE ROGERS,"You know, the last time I was in Germany and saw a man standing above everybody else, we ended up disagreeing. ",MALE
LOKI,The soldier- the man out of time.,MALE
STEVE ROGERS,I’m not the one who’s out of time.,MALE
NATASHA ROMANOFF,"Loki, drop the weapon and stand down.",FEMALE
LOKI,Kneel!,MALE
STEVE ROGERS,Not today.,MALE
NATASHA ROMANOFF,Guy’s all over the place.,FEMALE
TONY STARK,"Agent Romanoff, you miss me?",MALE
TONY STARK,Make a move reindeer games. Good move.,MALE
STEVE ROGERS,Mister Stark.,MALE
TONY STARK,Captain.,MALE
NICK FURY,He saying anything?,MALE
NATASHA ROMANOFF,Not a word.,FEMALE
NICK FURY,"Just get him here, we’re low on time. ",MALE
STEVE ROGERS,I don’t like it.,MALE
TONY STARK,What? Rock of Ages giving up so easily?,MALE
STEVE ROGERS,I don’t remember it being that easy. This guy packs a wallop.,MALE
TONY STARK,"Still, you were pretty spry, for an older fellow. What’s your thing? Pilates? ",MALE
STEVE ROGERS,What?,MALE
TONY STARK,"It’s like calisthenics. You might have missed a couple of things. Y’know, doing time as a Cap-sicle. ",MALE
STEVE ROGERS,Fury didn’t tell me he was calling you in.,MALE
TONY STARK,"Yeah, there’s a lot of things Fury doesn’t tell you.",MALE
NATASHA ROMANOFF,Where’s this come from?,FEMALE
STEVE ROGERS,What’s the matter? Scared of a little lightening?,MALE
LOKI,I’m not overly fond of what follows. ,MALE
STEVE ROGERS,What are you doing?,MALE
TONY STARK,Now there’s that guy.,MALE
NATASHA ROMANOFF,Another Asgardian?,FEMALE
STEVE ROGERS,That guy’s a friendly.,MALE
NATASHA ROMANOFF,"Doesn’t matter. If he frees Loki, or kills him, the Tesseract’s lost.",FEMALE
STEVE ROGERS,"Stark, we need a plan of attack. ",MALE
TONY STARK,I have a plan. Attack!,MALE
NATASHA ROMANOFF,"I’d sit this one out, Cap. ",FEMALE
STEVE ROGERS,I don’t see how I can.,MALE
NATASHA ROMANOFF,"These guys come from legend, they’re basically Gods. ",FEMALE
STEVE ROGERS,"There’s only one God ma’am, and I’m pretty sure he doesn’t dress like that.",MALE
THOR,Where is the Tesseract?,MALE
LOKI,"Oh-ho, I missed you too. ",MALE
THOR,Do I look to be in a gaming mood?,MALE
LOKI,"Oh, you should thank me. With the Bifrost gone, how many dark energy did the All-Father have to muster to conjure you here? Your precious Earth.",MALE
THOR,I thought you dead.,MALE
LOKI,Did you mourn?,MALE
THOR,We all did. Our father-,MALE
LOKI,"Your father. He did tell you my true parentage, did he not? ",MALE
THOR,"We were raised together, we played together, we fought together. Do you remember none of that? ",MALE
LOKI,"I remember a shadow, living in the shade of your greatness. I remember you tossing me into an abyss. I who was and should be king! ",MALE
THOR,"So you take the world I love as recompense for your imagined slights? No. The Earth is under my protection, Loki. ",MALE
LOKI,Well yes.,MALE
THOR,"Then you miss the truth of ruling, brother. Throne would suit you ill.",MALE
LOKI,"I’ve seen worlds you’ve never known about. I have grown, Odinson, in my exile. I have seen the true power of the Tesseract, and when I wield it- ",MALE
THOR,Who showed you this power? Who controls the would-be-king?,MALE
LOKI,I am a king!,MALE
THOR,Not here. You give up the Tesseract; you give up this poisonous dream! You come home.,MALE
LOKI,I don’t have it.  You need the Cube to bring me home but I’ve sent it off I know not where.,MALE
THOR,You listen well brother-,MALE
LOKI,I’m listening?,MALE
THOR,Do not touch me again.,MALE
TONY STARK,Then don’t take my stuff.,MALE
THOR,You have no idea what you’re dealing with.,MALE
TONY STARK,Uh- Shakespeare in the park? Doth mother know you wear-th her drapes?,MALE
