character,line,gender
STERN,That is well said Mr Hammer. The committee would now like to invite Lieutenant Colonel James Rhodes to the chamber.,MALE
TONY STARK,Rhodey? What?,MALE
TONY STARK,"Hey, buddy. I didn’t expect to see you here.",MALE
JAMES RHODES,"Look, it’s me, I’m here. Deal with it. Let’s move on.",MALE
TONY STARK,I just…,MALE
JAMES RHODES,Drop it.,MALE
TONY STARK,"All right, I’ll drop it.",MALE
STERN,"I have before me a complete report on the Iron Man weapon, complied by Colonel Rhodes. And, Colonel, for the record, can you please read page 57, paragraph four?",MALE
JAMES RHODES,"You’re requesting that I read specific selections from my report, Senator?",MALE
STERN,"Yes, sir.",MALE
JAMES RHODES,It was my understanding that I was going to be testifying in a much more comprehensive and detailed manner.,MALE
STERN,I understand. A lot of things have changed today. So if you could just read…,MALE
JAMES RHODES,You do understand that reading a single paragraph out of context does not reflect the summery of my final…,MALE
STERN,"Just read it, Colonel. I do. Thank you.",MALE
JAMES RHODES,"Very well. “As he does not operate within any definable branch of government, Iron Man presents a potential threat to the security of both the nation and to her interests.” I did however, go on to summarise that the benefits of Iron Man far outweigh three liabilities and that it would be in our interest…",MALE
STERN,That’s enough Colonel,MALE
JAMES RHODES,…to fold Mr Stark…,MALE
STERN,That’s enough,MALE
JAMES RHODES,"…into the existing chain of command, Senator.",MALE
TONY STARK,"I’m not a joiner, but I’ll consider Secretary of Defence, if you ask nice.",MALE
TONY STARK,We can amend the hours a little bit.,MALE
STERN,"I’d like to go on and show, if I may, the imagery that’s connected to your report.",MALE
JAMES RHODES,I believe it is somewhat premature to reveal these images to the general public at this time.,MALE
STERN,"With all due respect, Colonel, I understand. And if you could just narrate those for us, we’d be very grateful. Let’s have the images.",MALE
JAMES RHODES,"Intelligence suggests that the devices seen in these photos are, in fact, attempts at making manned copies of Mr Stark’s suit. This has been corroborated by our allies and local intelligence on the ground…",MALE
JAMES RHODES,"… indicating that these suits are quite possibly, at this moment, operational.",MALE
TONY STARK,"Hold on a second buddy. Let me see something here.  Boy, I’m good. I commandeered your screens. I need them. Time for a little transparency. Now, let’s see what’s really going on.",MALE
STERN,What is he doing?,MALE
TONY STARK,"If you will direct your attention to said screens, I believe that’s North Korea.",MALE
STERN,Can you turn that off? Take it off.,MALE
TONY STARK,Iran.,MALE
TONY STARK,No grave threat here. Is that Justin Hammer? How did Hammer get in the game?,MALE
TONY STARK,"JUSTIN HAMMER, you’re on TV. Focus up.",MALE
JUSTIN HAMMER,"Okay, give me a left twist. Left’s good. Turn to the right. Oh, shit. Oh, shit.",MALE
TONY STARK,"Wow. Yeah, I’d say most countries, five, ten years away. Hammer Industries, twenty.",MALE
JUSTIN HAMMER,I’d like to point out that that test pilot survived.,MALE
STERN,I think we’re done is the point that he’s making. I don’t think there’s any reason…,MALE
TONY STARK,"The point is, you’re welcome, I guess",MALE
STERN,For what?,MALE
TONY STARK,Because I’m your nuclear deterrent. It’s working. We’re safe. America is secure. You want my property? You can’t have it. But I did you a big favour.,MALE
TONY STARK,I’ve successfully privatised world peace.,MALE
TONY STARK,What more do you want? For now! I tried to play ball with these ass-clowns.,MALE
STERN,"you, Mr Stark.  you, buddy. We’re adjourned. We’re adjourned for today.",MALE
TONY STARK,Okay.,MALE
STERN,You’ve been a delight.,MALE
TONY STARK,My bond is with the people. And I will serve this great nation at the pleasure of myself. If there’s one thing I’ve proven it’s that you can count on me to pleasure myself.,MALE
TONY STARK,"Wake up, Daddy’s home.",MALE
JARVIS,"Welcome home, sir. Congratulations on the opening ceremonies. They were such a success, as was your Senate hearing. And may I say how refreshing it is to finally see you in a video with your clothing on, sir.",MALE
TONY STARK,You!,MALE
TONY STARK,I swear to God I’ll dismantle you. I’ll soak your motherboard. I’ll turn you into a wine rack.,MALE
TONY STARK,How many ounce a day of this gobbledegook am I supposed to drink?,MALE
JARVIS,"We are up to 80 ounces a day to counteract the symptoms, sir.",MALE
TONY STARK,Check palladium levels.,MALE
JARVIS,"Blood toxicity, 24%. It appears that the continued use of the Iron Man suit is accelerating your condition. Another core has been depleted.",MALE
TONY STARK,"God, they’re running out quick.",MALE
JARVIS,"I have run simulations on every known element, and none can serve as a viable replacement for the palladium core.",MALE
JARVIS,"You are running out of both time and options. Unfortunately, the device that’s keeping you alive is also killing you.",MALE
JARVIS,Miss Potts is approaching. I recommend that you inform her…,MALE
TONY STARK,Mute.,MALE
PEPPER POTTS,Is this a joke? What are you thinking?,FEMALE
TONY STARK,What?,MALE
PEPPER POTTS,What are you thinking?,FEMALE
TONY STARK,"Hey, I’m thinking I’m busy. And you’re angry about something. Do you have the sniffles? I don’t want to get sick.",MALE
PEPPER POTTS,Did you just donate…,FEMALE
TONY STARK,Keep your business.,MALE
PEPPER POTTS,…our entire modern art collection to the…,FEMALE
TONY STARK,Boy Scouts of America.,MALE
PEPPER POTTS,…Boy Scouts of America?,FEMALE
TONY STARK,"Yes. It is a worthwhile organisation. I didn’t physically check the crates but, basically, yes. And it’s not “our” collection, it’s my collection. No offence.",MALE
PEPPER POTTS,"No, you know what? I think I’m actually entitled to say “our” collection considering the time that I put in, over 10 years, curating that.",FEMALE
TONY STARK,It was a tax write-off. I needed that.,MALE
PEPPER POTTS,"You know, there’s only about 8,011 things that I really need to talk to you about.",FEMALE
TONY STARK,"Dummy. Hey, stop spacing out. The Bridgeport’s already machining that part.",MALE
PEPPER POTTS,The Expo is a gigantic waste of time.,FEMALE
TONY STARK,I need you to wear a surgical mask until you’re feeling better. Is that okay?,MALE
PEPPER POTTS,That’s rude.,FEMALE
TONY STARK,There’s nothing more important to me than the Expo. It’s my primary point of concern. I don’t know why you’re…,MALE
PEPPER POTTS,The Expo is your ego gone crazy.,FEMALE
TONY STARK,Wow. Look at that. That’s modern art. That’s going up.,MALE
PEPPER POTTS,You’ve got to be kidding.,FEMALE
TONY STARK,I’m gonna put this up right now. This is vital.,MALE
PEPPER POTTS,Stark is in complete disarray. You understand that?,FEMALE
TONY STARK,No. Our stocks have never been higher.,MALE
PEPPER POTTS,"Yes, from a managerial standpoint.",FEMALE
TONY STARK,"You are… Well, if’s messy then let’s double back.",MALE
PEPPER POTTS,Let me give you an example.,FEMALE
TONY STARK,Let’s move onto another subject.,MALE
PEPPER POTTS,"No, no, no, no. You are not taking down the Barnett Newman and hanging that up.",FEMALE
TONY STARK,I’m not taking it down. I’m just replacing it with this.,MALE
TONY STARK,Let’s see what I can get going on here.,MALE
PEPPER POTTS,"Okay, fine. My point is, we have already awarded contracts to the wind farm people.",FEMALE
TONY STARK,Yeah. Don’t say “wind farm.” I’m already feeling gassy.,MALE
PEPPER POTTS,"And to the plastic plantation tree, which was your idea by the way. Those people are on payroll…",FEMALE
TONY STARK,Everything was my idea.,MALE
PEPPER POTTS,…and you won’t make a decision.,FEMALE
TONY STARK,I don’t care about the liberal agenda any more. It’s boring. Boring. I’m giving you a boring alert.  You do it.,MALE
PEPPER POTTS,I do what?,FEMALE
TONY STARK,Excellent idea. I just figured this out. You run the company.,MALE
PEPPER POTTS,"Yeah, I’m trying to run the company.",FEMALE
TONY STARK,"PEPPER POTTS, I need you to run the company. Well, stop trying to do it and do it.",MALE
PEPPER POTTS,You will not give me the information…,FEMALE
TONY STARK,I’m not asking you to try…,MALE
PEPPER POTTS,…in order to…,FEMALE
TONY STARK,I’m asking you to physically do it. I need you to do it.,MALE
PEPPER POTTS,I am trying to do it.,FEMALE
TONY STARK,"PEPPER POTTS, you’re not listening to me!",MALE
PEPPER POTTS,"No, you are not listening to me.",FEMALE
TONY STARK,I’m trying to make you CEO. Why won’t you let me?,MALE
PEPPER POTTS,Have you been drinking?,FEMALE
TONY STARK,"Chlorophyll. I hereby irrevocably appoint you chairman and CEO of Stark Industries effective immediately. Yeah, done deal. Okay? I’ve actually given this a fair amount of thought, believe it or not.  Doing a bit of headhunting, so to speak, trying to figure out who a worthy successor would be. And then I realised it’s you. It’s always been you. . I thought there’d be a legal issue, but actually I’m capable of appointing my successor. My successor being you.  Congratulations? Take it, just take it.",MALE
PEPPER POTTS,I don’t know what to think.,FEMALE
TONY STARK,"Don’t think, drink. There you go.",MALE
PEPPER POTTS,The notary’s here! Can you please come sign the transfer paperwork?,FEMALE
TONY STARK,I’m on happy time.  Sorry.,MALE
HAPPY HOGAN,What the hell was that?,MALE
TONY STARK,It’s called mixed martial arts. It’s been around for three weeks.,MALE
HAPPY HOGAN,"It’s called dirty boxing, there’s nothing new about it",MALE
TONY STARK,"All right, put them up. Come on.",MALE
PEPPER POTTS,I promise this is the only time I will ask you to sign over your company.,FEMALE
NATASHA ROMANOFF,I need you to initial each box.,FEMALE
HAPPY HOGAN,Lesson one. Never take your eye off…,MALE
TONY STARK,"That’s it. I’m done. What’s your name, lady?",MALE
NATASHA ROMANOFF,Rushman. Natalie Rushman,FEMALE
TONY STARK,Front and centre. Come into the church.,MALE
PEPPER POTTS,No. You’re seriously not gonna ask…,FEMALE
TONY STARK,"If it pleases the court, which it does.",MALE
NATASHA ROMANOFF,It’s no problem.,FEMALE
PEPPER POTTS,I’m sorry. He’s very eccentric.,FEMALE
TONY STARK,Can you give her a lesson?,MALE
HAPPY HOGAN,No problem.,MALE
TONY STARK,Pepper.,MALE
PEPPER POTTS,What?,FEMALE
TONY STARK,Who is she?,MALE
PEPPER POTTS,She is from legal. And she is potentially a very expensive sexual harassment lawsuit if you keep ogling her like that.,FEMALE
TONY STARK,"I need a new assistant, boss.",MALE
PEPPER POTTS,"Yes, and I’ve got three excellent potential candidates. They’re lined up and ready to meet you.",FEMALE
TONY STARK,I don’t have time to meet. I need someone now. I feel like it’s her.,MALE
PEPPER POTTS,"No, it’s not.",FEMALE
HAPPY HOGAN,You ever boxed before?,MALE
NATASHA ROMANOFF,"I have, yes.",FEMALE
HAPPY HOGAN,"What, like, the Tae Bo? Booty Boot Camp? Crunch? Something like that?",MALE
TONY STARK,"How do I spell your name, Natalie?",MALE
NATASHA ROMANOFF,R-U-S-H-M-A-N.,FEMALE
PEPPER POTTS,"What, are you gonna google her now?",FEMALE
TONY STARK,"I thought I was ogling her.  Wow. Very, very impressive individual.",MALE
PEPPER POTTS,"You’re so predictable, you know that?",FEMALE
TONY STARK,"She’s fluent in French, Italian, Russian, Latin. Who speaks Latin?",MALE
PEPPER POTTS,No one speaks Latin.,FEMALE
TONY STARK,No one speaks Latin,MALE
PEPPER POTTS,"It’s a dead language. You can read Latin or you can write Latin, but you can’t speak Latin.",FEMALE
TONY STARK,Did you model in Tokyo? ‘Cause she modelled in Tokyo.,MALE
PEPPER POTTS,Well…,FEMALE
TONY STARK,I need her. She’s got everything that I need.,MALE
HAPPY HOGAN,"Rule number one, never take your eyes off your opponent.",MALE
PEPPER POTTS,"Oh, my God! Happy.",FEMALE
TONY STARK,That’s what I’m talking about.,MALE
HAPPY HOGAN,I just slipped.,MALE
TONY STARK,You did?,MALE
HAPPY HOGAN,Yeah.,MALE
TONY STARK,Looks like a TKO to me.,MALE
NATASHA ROMANOFF,Just… I need your impression.,FEMALE
TONY STARK,"You have a quiet reserve. I don’t know, you have an old soul.",MALE
NATASHA ROMANOFF,I meant your fingerprint.,FEMALE
TONY STARK,Right.,MALE
PEPPER POTTS,"So, how are we doing?",FEMALE
TONY STARK,Great. Just wrapping up here. Hey. You’re the boss.,MALE
NATASHA ROMANOFF,"Will that be all, Mr Stark?",FEMALE
TONY STARK,No.,MALE
PEPPER POTTS,"Yes, that will be all, Ms Rushman. Thank you very much.",FEMALE
TONY STARK,I want one.,MALE
PEPPER POTTS,No.,FEMALE
TONY STARK,"You know, it’s Europe. Whatever happens the next 20 minutes, just go with it.",MALE
PEPPER POTTS,Go with it? Go with what?,FEMALE
NATASHA ROMANOFF,Mr Stark?,FEMALE
TONY STARK,Hey.,MALE
NATASHA ROMANOFF,Hello. How was your flight?,FEMALE
TONY STARK,"It was excellent. Boy, it’s nice to see you.",MALE
NATASHA ROMANOFF,"We have one photographer from the ACM, if you don’t mind. Okay?",FEMALE
PEPPER POTTS,When did this happen?,FEMALE
TONY STARK,What? You made me do it.,MALE
PEPPER POTTS,I made you do what?,FEMALE
TONY STARK,"You quit. Smile. Look, right there. Stop acting constipated. Don’t flare your nostrils.",MALE
PEPPER POTTS,You are so predictable.,FEMALE
TONY STARK,That’s the amazing thing.,MALE
NATASHA ROMANOFF,Right this way.,FEMALE
TONY STARK,You look fantastic.,MALE
NATASHA ROMANOFF,"Why, thank you very much.",FEMALE
TONY STARK,But that’s unprofessional. What’s on the docket?,MALE
NATASHA ROMANOFF,You have a 9:30 dinner.,FEMALE
TONY STARK,Perfect. I’ll be there at 11:00.,MALE
NATASHA ROMANOFF,Absolutely.,FEMALE
TONY STARK,Is this us?,MALE
NATASHA ROMANOFF,It can be.,FEMALE
TONY STARK,Great. Make it us.,MALE
NATASHA ROMANOFF,Okay.,FEMALE
PEPPER POTTS,Mr Musk. How are you?,FEMALE
MR MUSK,"Hi, Pepper. Congratulations on the promotion.",MALE
PEPPER POTTS,Thank you very much.,FEMALE
TONY STARK,"Elon, how’s it going. Those Merlin engines are fantastic.",MALE
MR MUSK,"Thank you. Yeah, I’ve got an idea for an electric jet.",MALE
TONY STARK,You do?,MALE
MR MUSK,Yeah.,MALE
TONY STARK,Then we’ll make it work.  You want a massage?,MALE
PEPPER POTTS,"Oh, God. No. I don’t want a massage.",FEMALE
TONY STARK,I’ll have Natalie make an…,MALE
PEPPER POTTS,I don’t want Natalie to do…,FEMALE
TONY STARK,"Don’t want you tense. By the way, I didn’t mean to spring this on you.",MALE
PEPPER POTTS,Thank you very much.,FEMALE
TONY STARK,Green is not your best colour.,MALE
PEPPER POTTS,"Oh, please.",FEMALE
JUSTIN HAMMER,Anthony. Is that you?,MALE
TONY STARK,My least favourite person on Earth.,MALE
JUSTIN HAMMER,"Hey, pal.",MALE
TONY STARK,Justin Hammer.,MALE
JUSTIN HAMMER,How you doing? You’re not the only rich guy here with a fancy car. You know Christine Everhart from Vanity Fair. You guys know each other?,MALE
CHRISTINE EVERHART,Hi. Yes.,FEMALE
PEPPER POTTS,Yes.,FEMALE
TONY STARK,"Yes, roughly.",MALE
PEPPER POTTS,We do.,FEMALE
JUSTIN HAMMER,"BTW, big story. The new CEO of Stark Industries.",MALE
CHRISTINE EVERHART,"I know, I know.",FEMALE
JUSTIN HAMMER,Congratulations.,MALE
CHRISTINE EVERHART,My editor will kill me if I don’t grab a quote for our Powerful Women issue.,FEMALE
PEPPER POTTS,Oh.,FEMALE
CHRISTINE EVERHART,Can I?,FEMALE
PEPPER POTTS,Sure.,FEMALE
JUSTIN HAMMER,"She’s actually doing a big spread on me for Vanity Fair. I thought I’d throw her a bone, you know. Right?",MALE
PEPPER POTTS,"Right. Well, she did quite a spread on Tony last year.",FEMALE
TONY STARK,And she wrote a story as well.,MALE
PEPPER POTTS,It was very impressive.,FEMALE
TONY STARK,That was good.,MALE
PEPPER POTTS,It was very well done.,FEMALE
CHRISTINE EVERHART,Thank you.,FEMALE
PEPPER POTTS,I’m gonna go wash.,FEMALE
TONY STARK,Don’t leave me.,MALE
JUSTIN HAMMER,"Hey, buddy. How you doing?",MALE
TONY STARK,I’m all right.,MALE
JUSTIN HAMMER,Looking gorgeous.,MALE
TONY STARK,"Please, this is tough.",MALE
CHRISTINE EVERHART,Can I ask you… Is this the first time…,FEMALE
JUSTIN HAMMER,Fromage  Say “Brie”.,MALE
CHRISTINE EVERHART,…that you guys have seen each other?,FEMALE
TONY STARK,"God, that’s so awful.",MALE
CHRISTINE EVERHART,"Listen, is it the first time you’ve seen each other since the Senate?",FEMALE
TONY STARK,Since he got his contract revoked…,MALE
JUSTIN HAMMER,"Actually, it’s on hold.",MALE
TONY STARK,…when you were attempting to…That’s not what I heard. What’s the difference between “hold and “cancelled”? The truth?,MALE
CHRISTINE EVERHART,"Yes, what is it?",FEMALE
JUSTIN HAMMER,"No. The truth is… Why don’t we put that away? The truth is, I’m actually hoping to present something at your Expo.",MALE
TONY STARK,"Well, if you invent something that works, I’ll make sure I get you a slot.",MALE
NATASHA ROMANOFF,Mr Stark?,FEMALE
TONY STARK,Yes?,MALE
NATASHA ROMANOFF,Your corner table is ready.,FEMALE
JUSTIN HAMMER,"I actually have a slot this year. Yes, I do.",MALE
TONY STARK,"Hammer needs a slot, Christine.",MALE
JUSTIN HAMMER,"We kid, yeah. We kid. We’re kidders.",MALE
TONY STARK,Got any other bad ideas?,MALE
JUSTIN HAMMER,"Tony and I… Tony… I love Tony Stark. Tony loves me. We’re not competitors. Him being out of the picture created tremendous opportunities for Hammer Industries, you know? Everything that Tony and I do…",MALE
TONY STARK,"Well, what’s the use of having…",MALE
JUSTIN HAMMER,…is a healthy…,MALE
TONY STARK,…and owning a race car…,MALE
JUSTIN HAMMER,…competition.,MALE
TONY STARK,…if you don’t drive it?,MALE
JUSTIN HAMMER,Is he driving?,MALE
PEPPER POTTS,Natalie. Natalie!,FEMALE
NATASHA ROMANOFF,"Yes, Ms Potts?",FEMALE
PEPPER POTTS,What do you know about this?,FEMALE
NATASHA ROMANOFF,This is the first that I have known of it.,FEMALE
PEPPER POTTS,"This, this cannot happen.",FEMALE
NATASHA ROMANOFF,Absolutely. I understand. How can I help you?,FEMALE
PEPPER POTTS,Where’s Happy?,FEMALE
NATASHA ROMANOFF,He’s waiting outside.,FEMALE
PEPPER POTTS,"Okay, get him. I need Happy.",FEMALE
NATASHA ROMANOFF,Right away.,FEMALE
JUSTIN HAMMER,"Tony’s… You know, he… We’re not competitive. You know what I mean?",MALE
CHRISTINE EVERHART,"Yeah, yeah, yeah. You know, can you excuse me just one second?",FEMALE
JUSTIN HAMMER,Just read me what you wrote.,MALE
CHRISTINE EVERHART,"I will. I will, after.",FEMALE
JUSTIN HAMMER,Just read it back to me.,MALE
CHRISTINE EVERHART,But I have to make one quick phone call.,FEMALE
JUSTIN HAMMER,Where are you going?,MALE
CHRISTINE EVERHART,This is great.,FEMALE
JUSTIN HAMMER,I’ve got some caviar coming.,MALE
CHRISTINE EVERHART,This is great stuff. I’ll be right back.,FEMALE
SOMEONE IN BACKGROUND,Look! That’s Stark.,NEUTRAL
PEPPER POTTS,"Go, go.",FEMALE
HAPPY HOGAN,Hang on.,MALE
PEPPER POTTS,Give me the case.,FEMALE
HAPPY HOGAN,"Here, take it.",MALE
PEPPER POTTS,Where’s the key?,FEMALE
HAPPY HOGAN,It’s in my pocket.,MALE
PEPPER POTTS,Car!,FEMALE
TONY STARK,Are you okay?,MALE
HAPPY HOGAN,Yeah.,MALE
TONY STARK,Were you heading from me or him?,MALE
HAPPY HOGAN,I was trying to scare him.,MALE
TONY STARK,‘Cause I can’t tell!,MALE
PEPPER POTTS,Are you out of your mind?,FEMALE
TONY STARK,Better security.,MALE
PEPPER POTTS,Get in the car right now!,FEMALE
TONY STARK,I was attacked. We need better security.,MALE
HAPPY HOGAN,Get in the car.,MALE
TONY STARK,"You’re CEO. Better security measures. God, it’s embarrassing.  First vacation in two years.",MALE
PEPPER POTTS,Oh my God!,FEMALE
HAPPY HOGAN,I got him!,MALE
TONY STARK,Hit him again. Hit him again. Football.,MALE
HAPPY HOGAN,I got him.,MALE
PEPPER POTTS,Take the case! Take it!,FEMALE
TONY STARK,Give him the case!,MALE
PEPPER POTTS,Stop banging the car!,FEMALE
TONY STARK,Calm down.,MALE
PEPPER POTTS,God. God.,FEMALE
TONY STARK,Give me the case! Please! Come on!,MALE
IVAN VANKO,You… You lose. You lose Stark.,MALE
POLICE OFFICER,"We ran his prints. We got nothing back, not even a name.",MALE
TONY STARK,Where are we going?,MALE
POLICE OFFICER,Over there. We’re not even sure he speaks English. He hasn’t said a word since he got here.,MALE
TONY STARK,Five minutes.,MALE
POLICE OFFICER,Five minutes.,MALE
TONY STARK,"Pretty decent tech. Cycles per second were a little low. You could have doubled up your rotations. You focused the repulsor energy through ionised plasma channels. It’s effective. Not very efficient. But it’s a passable knock-off. I don’t get it. A little fine tuning you could have made a solid pay check. You could have sold it to North Korea, China, Iran, or gone onto the black market. You look like you got friends in low places.",MALE
IVAN VANKO,"You come from a family of thieves and butchers. And now, like all guilty men, you try to rewrite your own history. And you forget all the lives the Stark family has destroyed.",MALE
TONY STARK,"Speaking of thieves, where did you get this design?",MALE
IVAN VANKO,My father. Anton Vanko.,MALE
TONY STARK,"Well, I never heard of him.",MALE
IVAN VANKO,My father is the reason you’re alive.,MALE
TONY STARK,"The reason I’m alive is ‘cause you had a shot, you took it, you missed.",MALE
IVAN VANKO,"Did I? If you can make God bleed, the people will cease to believe in him. And there will be blood in the water. And the sharks will come. The truth, all I have to do is sit here and watch as the world will consume you.",MALE
TONY STARK,Where will you be watching the world consume me from? That’s right. A prison cell. I’ll send you a bar of soap.,MALE
IVAN VANKO,"Hey, Tony. Before you go, palladium in the chest, painful way to die.",MALE
