character,line,gender
DARCY LEWIS,Bring the phase meter.,FEMALE
DARCY LEWIS,The toaster looking thing.,FEMALE
IAN BOOTHBY,I know what the phase meter is.,MALE
JANE,How do I change the ring tone on this thing?,FEMALE
DARCY LEWIS,An Astrophysicist with three degrees should be able to change her own ring tone.,FEMALE
JANE,Why are you calling me?,FEMALE
DARCY LEWIS,"I didn't want to shout.  Intern, the entrance is this way.",FEMALE
IAN BOOTHBY,Ian. My name's Ian.,MALE
DARCY LEWIS,I am not getting stabbed in the name of science.,FEMALE
DARCY LEWIS,"It's okay, we're Americans!",FEMALE
JANE,Is that supposed to make them like us?,FEMALE
MADDIE,Make it go away...,FEMALE
NAVID,Ssh!,MALE
JANE,"Oh, they're kids.",FEMALE
MADDIE,Are you the police?,FEMALE
JANE,"No, we're scientists. Well, I am.",FEMALE
DARCY LEWIS,Thanks.,FEMALE
NAVID,We just found it.,MALE
JANE,Can you show us?,FEMALE
DARCY LEWIS,That doesn't seem rigged.,FEMALE
DARCY LEWIS,Where did it go?,FEMALE
DARCY LEWIS,That's...that's incredible.,FEMALE
DARCY LEWIS,What happened?,FEMALE
MADDIE,"Sometimes they come back, sometimes they don't.",FEMALE
DARCY LEWIS,"I want to throw something. Jane, give me your shoe.",FEMALE
JANE,I haven't seen readings like this since...,FEMALE
DARCY LEWIS,New Mexico?,FEMALE
JANE,Don't touch anything!,FEMALE
DARCY LEWIS,Give me your shoe.,FEMALE
DARCY LEWIS,Where those the car keys?,FEMALE
JANE,Darcy!,FEMALE
MALEKITH,The Aether awakens us. The Convergence returns.,MALE
HEIMDALL,You're late.,MALE
THOR,Merriment can sometimes be a heavier burden than battle.,MALE
HEIMDALL,Then you're doing one of them incorrectly.,MALE
THOR,Perhaps. How fare the stars?,MALE
HEIMDALL,Still shining. From here I can see Nine Realms and ten trillion souls.,MALE
HEIMDALL,You recall what I told you of the Convergence?,MALE
THOR,"Yes, the alignment of the worlds. It approaches, doesn't it?",MALE
HEIMDALL,"The universe hasn't seen this marvel since before my watch began. Few can sense, even fewer can see it. A world that's infected can be dangerous. It is truly beautiful.",MALE
THOR,I see nothing.,MALE
HEIMDALL,Or perhaps that is not the beauty you seek.,MALE
THOR,How is she?,MALE
HEIMDALL,"She's quite clever, your mortal. She doesn't know it yet, but she studies the Convergence as well. Even...",MALE
THOR,What?,MALE
HEIMDALL,I can't see her.,MALE
DARCY LEWIS,Jane! Where the hell were you?,FEMALE
JANE,Tell me you didn't call the police!,FEMALE
DARCY LEWIS,What was I supposed to do?,FEMALE
JANE,Not call the police!,FEMALE
DARCY LEWIS,I was freaking out.,FEMALE
JANE,"You call the cops they tell the feds, the next thing you know we have SHIELD crawling all over area fifty-one-ing the place.",FEMALE
DARCY LEWIS,Jane!,FEMALE
JANE,"We had a stable gratification anomaly, we had unheeded access. Our only competition was ten years old!",FEMALE
DARCY LEWIS,"Jane, you were gone for five hours!",FEMALE
JANE,What?,FEMALE
DARCY LEWIS,That's weird.  Typical.,FEMALE
THOR,Jane.,MALE
JANE,"Sorry. I just needed to make sure you were real, it's been a very strange day.",FEMALE
THOR,"Well, I am. Jane...",MALE
JANE,Where were you?!,FEMALE
THOR,Where were you? Heimdall could not see you.,MALE
JANE,I was right here where you left me. I was waiting and then I was crying and then I went out looking for you. You said you were coming back,FEMALE
THOR,"I know, I know, but the Bifrost was destroyed. The Nine Realms erupted into chaos, wars were raging, marauding hordes were pillaging. I had to put an end to the slaughter.",MALE
JANE,"As excuses go, that's not terrible. But I saw you on TV, you were...you were in New York!",FEMALE
THOR,"Jane, I fought to protect you from the dangers of my world, but I was wrong, I was a fool.  I believe that fate brought us together. Jane, I don't know where you were or what happened, but I do know this.",MALE
JANE,What?,FEMALE
THOR,I know...,MALE
JANE,You do?,FEMALE
THOR,Do what?,MALE
JANE,Hey! Is that you?,FEMALE
JANE,Uh...we're kind of in the middle of something.,FEMALE
DARCY LEWIS,Um...I'm pretty sure we are getting arrested.,FEMALE
JANE,Hold that thought.,FEMALE
DARCY LEWIS,"Look at you, still all muscly and everything. How's space?",FEMALE
THOR,Space is fine.,MALE
JANE,Excuse me?,FEMALE
POLICE OFFICER #1,Are you Jane Foster?,MALE
JANE,Yes.,FEMALE
POLICE OFFICER #1,Do you know this man?,MALE
JANE,He's my intern. My intern's intern.,FEMALE
POLICE OFFICER #1,"This is private property and you're trespassing, the lot of you. You'll have to come with me.",MALE
THOR,Jane! Jane?  You alright?,MALE
JANE,What just happened?,FEMALE
POLICE OFFICER #2,"Place your hands on your head, step back!",MALE
THOR,The woman is unwell.,MALE
POLICE OFFICER #2,She's dangerous.,MALE
THOR,So am I.,MALE
POLICE OFFICER #2,Requesting armed response officers to the scene.,MALE
THOR,Hold on to me.,MALE
JANE,What are you doing?,FEMALE
DARCY LEWIS,Holy shit!,FEMALE
JANE,We have to do that again.  Hi.,FEMALE
HEIMDALL,Welcome to Asgard.,MALE
MALEKITH,"Look at my legacy, Algrim. I barely remember the time before light.",MALE
KURSE,Our survival will be your legacy.,MALE
MALEKITH,The Asgardians will suffer as we have suffered. I will reclaim the Aether. I will restore our world and I'll put an end to this poisonous world.,MALE
JANE,What's that?,FEMALE
EIR,Be still.,FEMALE
THOR,"This is not of Earth, what is it?",MALE
ASGARDIAN NURSE,"We do not know, but she will not survive the amount of energy surging within her.",FEMALE
JANE,"That's a quantum field generator, isn't it?",FEMALE
EIR,It's a Soul Forge.,FEMALE
JANE,Does a Soul Forge transfer molecular energy from one place to another?,FEMALE
EIR,Yes.,FEMALE
JANE,It's a quantum field generator.,FEMALE
ODIN,My words are mere noises to you that you ignore them completely?,MALE
THOR,She's ill.,MALE
ODIN,She is mortal. Illness is their defining trait.,MALE
THOR,I brought here because we can help her.,MALE
ODIN,She does not belong here in Asgard anymore than a goat belongs at a banquet table.,MALE
JANE,Did he just...?  Who do you think you are?,FEMALE
ODIN,I'm Odin. King of Asgard. Protector of the Nine Realms.,MALE
JANE,"Oh. Well, I'm...",FEMALE
ODIN,"I know very well who you are, Jane Foster.",MALE
JANE,You told your Dad about me?,FEMALE
THOR,"Something is within her, father, something I have not seen before.",MALE
ODIN,"Her world has its healers, their called doctors, let them deal with it. Guards, take her back to Midgard.",MALE
THOR,"Don't touch her.  Jane, are you alright?",MALE
ODIN,That's impossible.,MALE
EIR,"The infection, it's defending her.",FEMALE
THOR,"No, it's defending itself.",MALE
ODIN,"Come with me. There are relics that predate the universe itself. What lies within her appears to be one of them. The Nine Realms are not eternal. They had a dawn as they will have a dusk.  But before that dawn the dark forces, the Dark Elves, reigned absolute and unchallenged.",MALE
THOR,"""Born of eternal night, the Dark Elves comes to steal away your light."" They were these stories mother told us as children.",MALE
ODIN,"Their leader, Malekith made a weapon out of that darkness, it was called the Aether. While the other relics often appeared as stones, the Aether is fluid and ever changing. It changes matter into dark matter and seeks out to host bodies, drawing strength from their life force. Malekith sought to use the Aether's power to return the universe to one of darkness. But after eternities of blood shed, my father Bor, finally triumphed, ushering in the peace that lasted thousands of years.",MALE
JANE,What happened?,FEMALE
ODIN,He killed them all.,MALE
THOR,Are you certain? The Aether was said to have been destroyed with them and yet here it is.,MALE
ODIN,The Dark Elves are dead.,MALE
JANE,Does your book happen to mention how to get it out of me?,FEMALE
ODIN,"No, it does not.",MALE
MALEKITH,The Realms will be aligned soon.,MALE
MALEKITH,You'll be the last of the Kursed.,MALE
KURSE,Let my life be sacrificed. The same as our people.,MALE
MALEKITH,"You will become darkness, doomed to this existence until it consumes you.  And then no power of our enemies will stop me.",MALE
KURSE,I'll destroy their defenses and resurrect the universe.,MALE
LOKI,Odin continues to bring me new friends. How thoughtful.,MALE
FRIGGA,"The books I sent, do they not interest you?",MALE
LOKI,"Is that how I'm to while away eternity, reading?",MALE
FRIGGA,"I've done everything in my power to make you comfortable, Loki.",MALE
LOKI,Have you? Does Odin share your concern? Does Thor? It must be so inconvenient them asking after me day and night.,MALE
FRIGGA,You know full well it was your actions that brought you here.,MALE
LOKI,"My actions. I was merely giving truth to the lie that I had been fed my entire life, that I was born to be a king.",MALE
FRIGGA,A king? A true king admits his faults. What of the lives you took on Earth?,MALE
LOKI,A mere handful compared to the number that Odin has taken himself.,MALE
FRIGGA,Your father...,MALE
LOKI,He's not my father!,MALE
FRIGGA,Then am I not your mother?,MALE
LOKI,You're not.,MALE
FRIGGA,Always so perceptive about everyone but yourself.,MALE
JANE,"When you came for me, you knew I was in trouble.",FEMALE
THOR,"Well Heimdall had lost sight of you, you were no longer on Earth.",MALE
JANE,"Well, how's that possible?",FEMALE
THOR,"I believe you were in between worlds. The Nine Realms travel within Yggdrasil, orbiting Midgard in much the way your planet orbits the sun. Every five thousand years the worlds align perfectly, we call this the Convergence.  During this time the boarders between worlds become blurred. It's possible you found one of these points. We are lucky that it remained open. Once the worlds pass out of alignment, the connection is lost.",MALE
JANE,I liked the way you explained that. What's gonna happen to me?,FEMALE
THOR,"I'll find a way to save you, Jane.",MALE
JANE,Your father said there was...,FEMALE
THOR,My father doesn't know everything.,MALE
FRIGGA,Don't let him hear you say that.,MALE
THOR,"JANE, please meet Frigga, the Queen of Asgard, my mother.",MALE
JANE,Hi.,FEMALE
LOKI,You might want to take the stairs to the left.,MALE
FRIGGA,The prisons.,MALE
THOR,Loki.,MALE
FRIGGA,"Go, I will look after her.",MALE
FANDRAL,It's as if they resent being imprisoned.,MALE
VOLSTAGG,There's no pleasing some creatures.,MALE
THOR,"Return to your cells and further harm will come to you. You have my word.  Very well, you don't have my word.",MALE
ODIN,"Send a squadron to the weapons vault, defend it at all costs. Seal the dungeon.",MALE
FRIGGA,Odin.,MALE
ODIN,"Frigga.  Go!  It's a skirmish, nothing to fear.",MALE
FRIGGA,You've never been a very good liar.,MALE
ODIN,"Take her to you chambers, I'll come for you when it's safe.",MALE
FRIGGA,You take care.,MALE
ODIN,"Despite all I have survived, my queen still worries over me.",MALE
FRIGGA,"It's only because I worry over you that you have survived.  Listen to me now, I need you to do everything I ask and no questions.",MALE
JANE,"Yes, ma'am.",FEMALE
ODIN,Frigga.,MALE
FRIGGA,"Stand down, creature. You may still survive this.",MALE
MALEKITH,"I have survived worse, woman.",MALE
FRIGGA,Who are you?,MALE
MALEKITH,"I am Malekith, and I would have what it is mine.  You have taken something, child. Give it back.  Witch! Where is the Aether?",MALE
FRIGGA,I'll never tell.,MALE
MALEKITH,I believe you.,MALE
SELVIG,"The universe rotates on a five thousand year cycle, and once its cycled all the worlds align.  Imagine...imagine that this is our world, and...and...  Oh, thank you. And this is another world. Normally they're separate, but during the alignment everything is connected. All Nine Realms, all Nine Realms are passing through each other and gravity, light, and even matter, is crunching from one world to the other.  But if this happens to us now, the result would be cataclysmic.  My gravimetric spikes can stabilize the focal point of the Convergence.  This time the alignment, and all the other worlds, would just pass up by. It's beautiful. It's simple. Any questions?",FEMALE
PATIENT,Yeah. Can I have my shoe back?,MALE
KURSE,"I need your strength to reclaim the Aether. And when you wake up, you will kill them all.",MALE
ASGARDIAN EINHERJAR,Jane Foster. You need to come with us.,MALE
FANDRAL,"We are still unable to restore the palace shields. Our artillery cannot detect them, even Heimdall cannot see them. My King, we are all but defenseless.",MALE
THOR,She's your prisoner now?  Leave us.,MALE
ODIN,I do not wish to fight with you.,MALE
THOR,"Nor I with you, but I intend to pursue Malekith.",MALE
ODIN,"We possess the Aether, Malekith will come to us.",MALE
THOR,"Yes, and you will destroy us.",MALE
ODIN,You overestimate the power of these creatures.,MALE
THOR,"No, I value our peoples lives. I'll take Jane to the Dark World and draw the enemy away from Asgard. When Malekith pulls the Aether from Jane it will be exposed vulnerable, and I will destroy it and him.",MALE
ODIN,"If you fail, you risk this weapon falling into the hands of our enemies.",MALE
THOR,The risk is far greater if we do nothing. His ship could be over our heads right now and we'd never even know it.,MALE
ODIN,"If and when he comes, his men will fall by ten thousand Asgardian blades.",MALE
THOR,And how of our men shall fall on theirs?,MALE
ODIN,"As many as are needed!  We will fight! Until the last Asgardian breath, the last drop of Asgardian blood.",MALE
THOR,And how are you different from Malekith?,MALE
ODIN,"The difference, my son, is that I will win.",MALE
DARCY LEWIS,Jane isn't called me back. Erik isn't calling me back. Stupid SHIELD isn't calling me back!,FEMALE
IAN BOOTHBY,What's SHIELD?,MALE
DARCY LEWIS,"It's a secret.  Uh...hey, Erik. It's Darcy again. Uh...Thor came back, he took Jane to Asgard and um...I'm not sure what I'm supposed to do.",FEMALE
NEWS REPORTER,"Something else went missing this week when Astrophysicist, SELVIG, notable for his involvement in the Alien invasion in New York streaked nude across Stonehenge.",MALE
IAN BOOTHBY,"Darcy, you really need to look at this. Your friend Erik, what was his last name again?",MALE
NEWS REPORTER,...disrobed and began shouting at visitors at the historic site. He was later taken into police custody for psychiatric evaluation. The police are still refusing to confirm...,MALE
THOR,You're not in Odin's war council?,MALE
HEIMDALL,The Bifrost is closed by your father's orders. No one is to come or to go.  We face an enemy that is invisible even to me. Of what use is a guardian such as that?,MALE
THOR,"Malekith will return, you know this. I'll need your help.",MALE
HEIMDALL,"I cannot overrule my King's wishes, not even for you.",MALE
THOR,"I'm not asking you to. The Realms need their All-Father strong and unchallenged, whether he is or not. But he is blinded, Heimdall, by hatred and by grief.",MALE
HEIMDALL,As are we all.,MALE
THOR,Well I see clearly enough.,MALE
HEIMDALL,The risks are too great.,MALE
THOR,"Everything that we do from here on is a risk, there is no other way.",MALE
HEIMDALL,What do you require of me?,MALE
THOR,"What I'm about to ask of you is treason of the highest order. Success will bring us exile and failure shall mean our death. Malekith knew the Aether was here, he can sense its power. If we do nothing he will come for it again, but this time lay waste to all of Asgard.  We must move Jane off world.",MALE
SIF,The Bifrost has been shut down and the Tesseract locked away in a vault.,FEMALE
HEIMDALL,"There are other paths off Asgard, ways known only to a few.",MALE
THOR,"One, actually.",MALE
VOLSTAGG,No.,MALE
LOKI,"Thor, after all this time and now you come to visit me. Why? Have you come to gloat? To mock?",MALE
THOR,"Loki, enough. No more illusions.",MALE
LOKI,"Now you see me, brother.  Did she suffer?",MALE
THOR,I did not come here to share our grief. Instead I offer you the chance of a far richer sacrament.,MALE
LOKI,Go on.,MALE
THOR,"I know you seek vengeance as much as I do. You help me escape Asgard and I will grant it to you, vengeance. And afterward, this cell.",MALE
LOKI,You must be truly desperate to come to me for help. What makes you think you can trust me?,MALE
THOR,"I don't. Mother did. You should know that when we fought each other in the past, I did so with a glimmer of hope that my brother was still in there somewhere. That hope no longer exists to protect you. You betray me and I will kill you.",MALE
LOKI,Hmm. When do we start?,MALE
FANDRAL,He will betray you.,MALE
THOR,He will try.,MALE
LOKI,"This is so unlike you, brother. So clandestine. Are you sure you wouldn't rather just punch your way out?",MALE
THOR,If you keep speaking I just might.,MALE
LOKI,Fine. As you wish. I'm not even here.  Is this better?,MALE
LOKI,"Still, we could be less conspicuous.  Hm, brother. You look ravishing.",MALE
THOR,It will hurt no less when I kill you in this form.,MALE
LOKI,"Very well. Perhaps you prefer one of your new companions, given that you seem to like them so much.  Oh, this is much better. Woh. The costume's a bit much, so tight. But the confidence, I can feel the righteousness surging. Hey, you wanna have a rousing discussion about truth, honor, patriotism? God bless Amer–  What?  You could at least furnish me with a weapon. My dagger, something!  At last, a little common sense.",MALE
THOR,And I thought you liked tricks.,MALE
FANDRAL,"Well, what then? Your lovely mortal is being guarded by a legion of our Einherjar who will see you coming from miles away.",MALE
THOR,I won't be the one who comes for her.,MALE
JANE,I'm not hungry.,FEMALE
SIF,"Good, let's go.",FEMALE
JANE,You're...,FEMALE
LOKI,I'm Loki. You may have heard of...,MALE
JANE,That was for New York.,FEMALE
LOKI,I like her.,MALE
SIF,And what of the All-Father?,FEMALE
HEIMDALL,It is my sworn duty to notify him of crimes against the throne.,MALE
ODIN,You called me here on an urgent matter. What is it?,MALE
HEIMDALL,"Treason, my lord.",MALE
ODIN,Whose?,MALE
HEIMDALL,Mine.,MALE
ASGARDIAN EINHERJAR,"My King, the mortal has been taken.",MALE
ODIN,"Stop Thor, by any means necessary.",MALE
GUARDS,There they are! Take them. On my command.,MALE
SIF,I'll hold them off. Take her.,FEMALE
THOR,Thank you.,MALE
SIF,Betray him and I'll kill you.,FEMALE
LOKI,"It's good to see you too, Sif.",MALE
VOLSTAGG,"Assuming you can get Loki's help, and you can free this mortal, what good would it do? We'd all be dead the minute we step one foot outside the palace.",MALE
THOR,"That, my friend, is where we won't be leaving by foot.",MALE
VOLSTAGG,I will give you as much time as I can.,MALE
THOR,"Thank you, my friend.",MALE
VOLSTAGG,If you even think about betraying him...,MALE
LOKI,You'll kill me? Evidently there will be a line.   I thought you said you knew how to fly this thing.,MALE
THOR,"I said, ""how hard could it be?""",MALE
GUARD,They're on the ship!,MALE
LOKI,"They're on the ship!  Well, whatever you're doing, brother, I suggest you do it faster.",MALE
THOR,"Shut up, Loki.",MALE
LOKI,You must have missed something.,MALE
THOR,"No, I didn't, I'm pressing every button on this thing.",MALE
LOKI,"No, don't hit it, just press it gently.",MALE
THOR,I am pressing it gently. It's not working!,MALE
GUARDS,Get him! Get him!,MALE
LOKI,I think you missed a column.,MALE
THOR,Shut up!,MALE
LOKI,"Look, why don't you let me take over, I'm clearly the better pilot.",MALE
THOR,"Is that right? Well, out of the two of us which one can actually fly?",MALE
LOKI,"Oh, dear. Is she dead?",MALE
THOR,Jane.,MALE
JANE,I'm okay.,FEMALE
THOR,Not a word.,MALE
LOKI,Now they're following us.  Now they're firing at us!,MALE
THOR,"Yeah, thank you for the commentary, Loki! It's not at all distracting!",MALE
LOKI,"Well done, you just decapitated your grandfather.  You know this is wonderful. This is a tremendous idea. Let's steal the biggest, most obvious ship in the universe and escape in that. Flying around the city, smashing into everything in sight so everyone can see us. It's brilliant, Thor! It's truly brilliant!",MALE
FANDRAL,"I see your time in the dungeons has made you no less graceful, Loki.",MALE
LOKI,You lied to me. I'm impressed.,MALE
THOR,"I'm glad you're pleased. Now, do as you promised. Take us to your secret pathway.  Fandral.",MALE
FANDRAL,"Right.  For Asgard.  Nothing personal, boys!",MALE
THOR,Loki!,MALE
LOKI,If it were easy everyone would do it.,MALE
THOR,Are you mad?,MALE
LOKI,Possibly.  Ta-da!,MALE
KURSE,We must attack now.,MALE
MALEKITH,No. Asgard is not important anymore. The Aether has returned home.,MALE
LOKI,What I could do with the power that flows through those veins.,MALE
THOR,It would consume you.,MALE
LOKI,"She's holding up alright, for now.",MALE
THOR,She's strong in ways you'd never even know.,MALE
LOKI,Say goodbye.,MALE
THOR,Not this day.,MALE
LOKI,"This day, the next, a hundred years, it's nothing. It's a heart beat. You'll never be ready. The only woman whose love you've prized will be snatched from you.",MALE
THOR,And will that satisfy you?,MALE
LOKI,Satisfaction is not in my nature.,MALE
THOR,Surrender not in mine.,MALE
LOKI,The son of Odin.,MALE
THOR,"No, not just of Odin! You think you alone were loved of mother? You had her tricks, but I had her trust!",MALE
LOKI,Trust. Was that her last expression? Trust? When you let her die!,MALE
THOR,What help were you in your cell?,MALE
LOKI,Who put me there? Who put me there?!,MALE
THOR,You know damn well! You know damn well who!  She wouldn't want us to fight.,MALE
LOKI,"Well, she wouldn't exactly be shocked.",MALE
THOR,I wish I could trust you.,MALE
LOKI,Trust my rage.,MALE
DESK OFFICER,"You'll have to sign for your father's belongings, Mr. Selvig.",MALE
IAN BOOTHBY,"What? Oh, yeah. My father, Dr. Erik Selvig.",MALE
DESK OFFICER,"One; a man's leather wallet, brown. One key ring with three keys. Prescription medicine.  Various.",MALE
DARCY LEWIS,Erik.,FEMALE
DESK OFFICER,And...  These.,MALE
IAN BOOTHBY,"Yeah, those. Thank goodness.",MALE
DARCY LEWIS,Erik.,FEMALE
SELVIG,Yes?,FEMALE
DARCY LEWIS,It's uh...Darcy.,FEMALE
SELVIG,Darcy.  It's so good to see you.,FEMALE
DARCY LEWIS,Uh...I missed you too.,FEMALE
SELVIG,How did you find me?,FEMALE
IAN BOOTHBY,You were naked on TV.,MALE
DARCY LEWIS,"Okay, time to go. Lots to do.  Getting weird now.  I should not be left in charge of stuff like this, I don't get paid enough. I don't get paid period.",FEMALE
IAN BOOTHBY,I'm uh...Ian by the way. Uh..Darcy's intern. I don't get paid either.  Are you alright?,MALE
SELVIG,I have had a God in my brain. I don't recommend it.,FEMALE
IAN BOOTHBY,"Dr. Selvig, your gear is beeping at me.",MALE
SELVIG,"It's happening, sooner than I calculated.",FEMALE
DARCY LEWIS,"Wait, what's happening?  Birds? Birds are happening?",FEMALE
