character,line,gender
STEVE ROGERS,"Natasha, Batroc's on the move. Circle back to Rumlow and protect the hostages.",MALE
STEVE ROGERS,Natasha!,MALE
GEORGES BATROC,I thought that you were more than just a shield.,MALE
STEVE ROGERS,Let's see.,MALE
NATASHA ROMANOFF,"Well, this is awkward.",FEMALE
STEVE ROGERS,What are you doing?,MALE
NATASHA ROMANOFF,Backing up the hard drive. It's a good habit to get into.,FEMALE
STEVE ROGERS,Rumlow needed your help. What the hell are you doing here?,MALE
STEVE ROGERS,You're saving SHIELD Intel.,MALE
NATASHA ROMANOFF,Whatever I can get my hands on.,FEMALE
STEVE ROGERS,Our mission is to rescue hostages.,MALE
NATASHA ROMANOFF,No. That's your mission.,FEMALE
NATASHA ROMANOFF,And you've done it beautifully.,FEMALE
STEVE ROGERS,You just jeopardized this whole operation.,MALE
NATASHA ROMANOFF,I think that's overstating things.,FEMALE
NATASHA ROMANOFF,Okay. That one's on me.,FEMALE
STEVE ROGERS,You're damn right.,MALE
STEVE ROGERS,"You just can't stop yourself from lying, can you?",MALE
NICK FURY,I didn't lie. Agent Romanoff had a different mission than yours.,MALE
STEVE ROGERS,Which you didn't feel obliged to share.,MALE
NICK FURY,I'm not obliged to do anything.,MALE
STEVE ROGERS,"Those hostages could've died, Nick.",MALE
NICK FURY,I sent the greatest soldier in history to make sure that didn't happen.,MALE
STEVE ROGERS,"Soldiers trust each other, that's what makes it an army. Not a bunch of guys running around and shooting guns.",MALE
NICK FURY,"The last time I trusted someone, I lost an eye. Look, I didn't want you doing anything you weren't comfortable with. Agent Romanoff is comfortable with everything.",MALE
STEVE ROGERS,I can't lead a mission when the people I'm leading have missions of their owns.,MALE
NICK FURY,It's called compartmentalization. Nobody spills the secrets because nobody knows them all.,MALE
STEVE ROGERS,Except you.,MALE
NICK FURY,You're wrong about me. I do share. I'm nice like that.,MALE
NICK FURY,Insight bay.,MALE
SHIELD COMPUTER,Captain Rogers does not have clearance for Project Insight.,FEMALE
NICK FURY,"Director override, Fury, Nicholas J.",MALE
SHIELD COMPUTER,Confirmed.,FEMALE
STEVE ROGERS,"You know, they used to play music.",MALE
NICK FURY,"Yeah. My grandfather operated one of these things for forty years. My granddad worked in a nice building, he got good tips.",MALE
NICK FURY,"He'd walk home every night, roll of ones stuffed in his lunch bag. He'd say ""hi"", people would say hi back. Time went on, neighborhood got rougher. He'd say ""Hi"", they'd say, ""Keep on steppin'. Granddad got to grippin' that lunch bag a little tighter.",MALE
STEVE ROGERS,Did he ever get mugged?,MALE
NICK FURY,"Every week some punk would say, ""What's in the bag?""",MALE
STEVE ROGERS,What did he do?,MALE
NICK FURY,He'd show 'em. Bunch of crumpled ones and loaded .22 Magnum.,MALE
NICK FURY,Granddad loved people. But he didn't trust them very much.,MALE
NICK FURY,"Yeah, I know. They're a little bit bigger than a .22.",MALE
NICK FURY,This is Project Insight. Three next generation Helicarriers synced to a network of targeting satellites.,MALE
STEVE ROGERS,Launched from the Lemurian Star.,MALE
NICK FURY,Once we get them in the air they never need to come down. Continuous suborbital flight courtesy of our new repulsor engines.,MALE
STEVE ROGERS,Stark?,MALE
NICK FURY,"Well, he had a few suggestions once he got an up close look at our old turbines. These new long range precision guns can eliminate a thousand hostiles a minute. The satellites can read a terrorist's DNA before he steps outside his spider hole. We gonna neutralize a lot of threats before they even happen.",MALE
STEVE ROGERS,I thought the punishment usually came after the crime.,MALE
NICK FURY,We can't afford to wait that long.,MALE
STEVE ROGERS,"Who's ""we""?",MALE
NICK FURY,"After New York, I convinced the World Security Council we needed a quantum surge in threat analysis. For once we're way ahead of the curve.",MALE
STEVE ROGERS,By holding a gun at everyone on Earth and calling it protection.,MALE
NICK FURY,"You know, I read those SSR files. Greatest generation? You guys did some nasty stuff.",MALE
STEVE ROGERS,"Yeah, we compromised. Sometimes in ways that made us not sleep so well. But we did it so the people could be free. This isn't freedom, this is fear.",MALE
NICK FURY,"SHIELD takes the world as it is, not as we'd like it to be. It's getting damn near past time for you to get with that program, Cap.",MALE
STEVE ROGERS,Don't hold your breath.,MALE
THE SMITHSONIAN NARRATOR,"A symbol to the nation. A hero to the world. The story of Captain America is one of honor, bravery and sacrifice.",MALE
WOMAN ON PA,Welcome to the Smithsonian. Visitor information booths are available on the second level.,FEMALE
THE SMITHSONIAN NARRATOR,"Denied enlistment due to poor health, Steven Rogers was chosen for a program unique in the annals of American warfare. One that would transform him into the world's first super soldier.",MALE
OLD FOOTAGE RECORDING,"In this rare footage, everyone's favorite war hero, Captain America...",NEUTRAL
THE SMITHSONIAN NARRATOR,"Battle tested, Captain America and his Howling Commandos quickly earned their stripes. Their mission, taking down HYDRA, the Nazi rogue science division.",MALE
THE SMITHSONIAN NARRATOR,"Best friends since childhood, Bucky Barnes and Steven Rogers were inseparable on both schoolyard and battlefield. Barnes is the only Howling Commando to give his life in service of his country.",MALE
PEGGY CARTER,That was a difficult winter. A blizzard had trapped half our battalion behind the German line. Steve...,FEMALE
PEGGY CARTER,"Captain Rogers, he fought his way through a HYDRA blockade that had pinned our allies down for months. He saved over a thousand men, including the man who would...who would become my husband as it turned out. Even after he died, Steve was still changing my life.",FEMALE
STEVE ROGERS,"You should be proud of yourself, Peggy.",MALE
PEGGY CARTER,Mm. I have lived a life. My only regret is that you didn't get to live yours.,FEMALE
PEGGY CARTER,What is it?,FEMALE
STEVE ROGERS,"For as long as I can remember I just wanted to do what was right. I guess I'm not quite sure what that is anymore. And I thought I could throw myself back in and follow orders, serve. It's just not the same.",MALE
PEGGY CARTER,"You're always so dramatic. Look, you saved the world. We rather...mucked it up.",FEMALE
STEVE ROGERS,You didn't. Knowing that you helped found SHIELD is half the reason I stay.,MALE
PEGGY CARTER,"Hey. The world has changed and none of us can go back. All we can do is our best, and sometimes the best that we can do is to start over.",FEMALE
STEVE ROGERS,Peggy.,MALE
PEGGY CARTER,Steve?,FEMALE
STEVE ROGERS,Yeah.,MALE
PEGGY CARTER,"You're alive! You...you came, you came back.",FEMALE
STEVE ROGERS,"Yeah, Peggy.",MALE
PEGGY CARTER,It's been so long. So long.,FEMALE
STEVE ROGERS,"Well, I couldn't leave my best girl. Not when she owes me a dance.",MALE
NICK FURY,Secure office.,MALE
NICK FURY,Open Lemurian Star's satellite launch file.,MALE
SHIELD COMPUTER,Access denied.,FEMALE
NICK FURY,Run decryption.,MALE
SHIELD COMPUTER,Decryption failed.,FEMALE
NICK FURY,"Director override, Fury, Nicholas J.",MALE
SHIELD COMPUTER,Override denied. All files sealed.,FEMALE
NICK FURY,On whose authority?,MALE
SHIELD COMPUTER,"Fury, Nicholas J.",FEMALE
NICK FURY,World Security Council.,MALE
SHIELD COMPUTER,Confirmed.,FEMALE
COUNCILMAN ROCKWELL,"If Nick Fury thinks he can get his costumed thugs and STRIKE commandos to mop-up his mess, he's sadly mistaken. This failure is unacceptable.",MALE
COUNCILMAN SINGH,"Well, considering this attack took place one mile from my country's sovereign waters, it's a bit more then that. I move for immediate hearing.",MALE
COUNCILWOMAN HAWLEY,"We don't need hearings, we need action. It's this Council's duty to oversee SHIELD.",FEMALE
COUNCILMAN YEN,A breach like this raises serious questions.,MALE
COUNCILMAN ROCKWELL,Like how the hell did a French pirate manage to hijack a covert SHIELD vessel in broad daylight?,MALE
ALEXANDER PIERCE,"For the record, councilman, he's Algerian. I can draw a map if it'll help.",MALE
COUNCILMAN ROCKWELL,"I appreciate your wit, Secretary Pierce. But this Council take things like international piracy fairly seriously.",MALE
ALEXANDER PIERCE,"Really? I don't. I don't care about one boat, I care about the fleet. If this Council is going to fall a rancor every time someone pushes us on the playing field, maybe we need someone to oversee us.",MALE
COUNCILMAN YEN,"Mr. Secretary, nobody is suggesting...",MALE
ALEXANDER PIERCE,Excuse me.,MALE
COUNCILMAN ROCKWELL,"More trouble, Mr. Secretary?",MALE
ALEXANDER PIERCE,It depends on your definition.,MALE
ALEXANDER PIERCE,I work forty floors away and it takes a hijacking for you to visit?,MALE
NICK FURY,A nuclear war would do it too.,MALE
NICK FURY,Busy in there?,MALE
ALEXANDER PIERCE,Nothing some earmarks can't fix.,MALE
NICK FURY,"I'm, uh...here to ask a favor. I want you to call for a vote. Project insight has to be delayed.",MALE
ALEXANDER PIERCE,"Nick, that's not a favor, that's a subcommittee hearing. A long one.",MALE
NICK FURY,"It could be nothing, probably is nothing. I just need time to make sure it's nothing.",MALE
ALEXANDER PIERCE,What if it's something?,MALE
NICK FURY,Then we'll both be damn glad those Helicarriers aren't in the air.,MALE
ALEXANDER PIERCE,Fine. But you gotta get Iron Man to stop by my niece's birthday party.,MALE
NICK FURY,"Thank you, sir.",MALE
ALEXANDER PIERCE,"And not just a flyby, he's got to mingle.",MALE
FEMALE WAR VETERAN,"The thing is I think it's getting worse. A cop pulled me over last week, he thought I was drunk. I swerved to miss a plastic bag. I thought it was an IED.",FEMALE
SAM WILSON,"Some stuff you leave there, other stuff you bring back. It's our job to figure out how to carry it. Is it gonna be in a big suitcase or in a little man-purse? It's up to you.",MALE
FEMALE WAR VETERAN,I'll see you next week.,FEMALE
SAM WILSON,Yeah.,MALE
FEMALE WAR VETERAN,Yeah.,FEMALE
SAM WILSON,Look who it is. The running man.,MALE
STEVE ROGERS,Caught the last few minutes. It's pretty intense.,MALE
SAM WILSON,"Yeah, brother, we all got the same problems. Guilt, regret.",MALE
STEVE ROGERS,You lose someone?,MALE
SAM WILSON,"My wingman, Riley. Flying a night mission.Standard PJ rescue op, nothing we hadn't done a thousand times before, till RPG knock Riley's dumb ass out of the sky. Nothing I could do. It's like I was up there just to watch.",MALE
STEVE ROGERS,I'm sorry.,MALE
SAM WILSON,"After that, I had really hard time finding a reason for being over there, you know?",MALE
STEVE ROGERS,"But you're happy now, back in the world?",MALE
SAM WILSON,"Hey, the number of people giving me orders is down to about zero. So, hell, yeah. You thinking about getting out?",MALE
STEVE ROGERS,"No. I don't know. To be honest, I don't know what I would do with myself if I did.",MALE
SAM WILSON,"Ultimate fighting?  It's just a great idea off the top of my head. But seriously, you could do whatever you want to do. What makes you happy?",MALE
STEVE ROGERS,I don't know.,MALE
FURY'S CAR,Activating communications encryption protocol.,MALE
NICK FURY,Open secure line zero-four-zero-five.,MALE
FURY'S CAR,Confirmed.,MALE
MARIA HILL,This is Hill.,FEMALE
NICK FURY,I need you here in D.C. Deep shadow conditions.,MALE
MARIA HILL,Give me four hours.,FEMALE
NICK FURY,"You have three, over.  Want to see my lease?",MALE
FURY'S CAR,Fracture detected. Recommend anesthetic injection.  D.C. Metro Police dispatch shows no units in this area.,MALE
NICK FURY,Get me out of here!,MALE
FURY'S CAR,Propulsion systems offline.,MALE
NICK FURY,"Then reboot, dammit!",MALE
FURY'S CAR,Warning! Window integrity compromised.,MALE
NICK FURY,You think? How long to propulsion?,MALE
FURY'S CAR,Calculating.  Window Integrity thiry-one percent. Deploying countermeasures.,MALE
NICK FURY,Hold that order!,MALE
FURY'S CAR,Window Integrity nineteen percent. Offensive measures advised.,MALE
NICK FURY,Wait!,MALE
FURY'S CAR,Window Integrity one percent.,MALE
NICK FURY,Now!,MALE
FURY'S CAR,Propulsion systems now online.,MALE
NICK FURY,"Full acceleration, now!  Initiate vertical takeoff!",MALE
FURY'S CAR,Flight systems damaged.,MALE
NICK FURY,Then activate guidance cameras!  Give me the wheel!  Get me Agent Hill.,MALE
FURY'S CAR,Communications array damaged.,MALE
NICK FURY,"Well, what's not damaged?",MALE
FURY'S CAR,Air conditioning is fully operational.  Traffic ahead.,MALE
NICK FURY,Give me an alternate route.,MALE
FURY'S CAR,"Traffic alert on Roosevelt Bridge. All vehicles stopped. 17th Avenue clear in three blocks, directly ahead.  Warning, approaching intersection.",MALE
NICK FURY,Get me off the grid!,MALE
FURY'S CAR,Calculating route to secure location.,MALE
SHARON CARTER,"That's so sweet. That is so nice. Hey. I gotta go, though. Okay, bye.  My aunt, she's kind of an insomniac.  Yeah.",FEMALE
STEVE ROGERS,"Hey, if you want...if you want, you're welcome to use my machine. Might be cheaper than the one in the basement.",MALE
SHARON CARTER,"Oh, yeah? What's it cost?",FEMALE
STEVE ROGERS,A cup of coffee?,MALE
SHARON CARTER,"Thank you, but um...I already have a load in downstairs, and, uh...you really don't want my scrubs in your machine. I'm just finished orientation in the infectious diseases ward, so.",FEMALE
STEVE ROGERS,"Ah, well, I'll keep my distance.",MALE
SHARON CARTER,"Well hopefully not too far.  Oh, and I think you left your stereo on.",FEMALE
STEVE ROGERS,"Oh. Right, thank you.",MALE
SHARON CARTER,Yeah.,FEMALE
STEVE ROGERS,I don't remember giving you a key.,MALE
NICK FURY,You really think I'd need one? My wife kicked me out.,MALE
STEVE ROGERS,Didn't know you were married.,MALE
NICK FURY,A lot of things you don't about me.,MALE
STEVE ROGERS,"I know, Nick. That's the problem.",MALE
NICK FURY,"I'm sorry to have to do this, but I had no place else to crash.",MALE
STEVE ROGERS,Who else knows about your wife?,MALE
NICK FURY,Just...my friends.,MALE
STEVE ROGERS,Is that what we are?,MALE
NICK FURY,That's up to you.  Don't...trust anyone.,MALE
SHARON CARTER,"Captain Rogers?  Captain, I'm Agent 13 of SHIELD Special Service.",FEMALE
STEVE ROGERS,Kate?,MALE
SHARON CARTER,I'm assigned to protect you.,FEMALE
STEVE ROGERS,On whose order?,MALE
SHARON CARTER,"His.  Foxtrot is down, he's unresponsive. I need EMTs.",FEMALE
SHIELD AGENT,Do you have a twenty on the shooter?,MALE
STEVE ROGERS,Tell him I'm in pursuit.,MALE
NATASHA ROMANOFF,Is he gonna make it?,FEMALE
STEVE ROGERS,I don't know.,MALE
NATASHA ROMANOFF,Tell me about the shooter.,FEMALE
STEVE ROGERS,He's fast and strong. Had a metal arm.,MALE
NATASHA ROMANOFF,Ballistics?,FEMALE
MARIA HILL,"Three slugs, no rifling. Completely untraceable.",FEMALE
NATASHA ROMANOFF,Soviet-made.,FEMALE
MARIA HILL,Yeah.,FEMALE
MALE NURSE,He's in V-tach.,MALE
FEMALE NURSE,Crash cart coming in.,FEMALE
DOCTOR,"Nurse, help me with the drape.",FEMALE
MALE NURSE,BP is dropping.,MALE
DOCTOR,Defibrillator!  I want you to charge him at one hundred.,FEMALE
NATASHA ROMANOFF,"Don't do this to me, Nick.",FEMALE
DOCTOR,"Stand back! Three, two, one. Clear!  Pulse?",FEMALE
MALE NURSE,No pulse.,MALE
DOCTOR #1,No pulse.,FEMALE
DOCTOR,"Okay. 200, please. Stand back! Three, two, one. Clear!  Give me epinephrine! Pulse?",FEMALE
MALE NURSE,Negative.,MALE
NATASHA ROMANOFF,"Don't do this to me, Nick. Don't do this to me.",FEMALE
DOCTOR,What's the time?,FEMALE
FEMALE NURSE,"1:03, Doctor.",FEMALE
DOCTOR,"Time of death, 1:03 a.m.",FEMALE
MARIA HILL,I need to take him.,FEMALE
STEVE ROGERS,Natasha.  Natasha!,MALE
NATASHA ROMANOFF,Why was Fury in your apartment?,FEMALE
STEVE ROGERS,I don't know.,MALE
BROCK RUMLOW,"Cap, they want you back at SHIELD.",MALE
STEVE ROGERS,"Yeah, give me a second.",MALE
BROCK RUMLOW,They want you now.,MALE
STEVE ROGERS,Okay.,MALE
NATASHA ROMANOFF,You're a terrible liar.,FEMALE
JASPER SITWELL,"STRIKE team, escort Captain Rogers back to SHIELD immediately for questioning.",MALE
BROCK RUMLOW,I told him.,MALE
STEVE ROGERS,Let's go.,MALE
BROCK RUMLOW,"Yeah.  STRIKE, move it out.",MALE
ALEXANDER PIERCE,"For whatever it's worth, you did your best.",MALE
SHARON CARTER,"Thank you, sir.  Captain Rogers.",FEMALE
STEVE ROGERS,Neighbor.,MALE
ALEXANDER PIERCE,"Ah, Captain. I'm Alexander Pierce.",MALE
STEVE ROGERS,"Sir, it's an honor.",MALE
ALEXANDER PIERCE,"The honor is mine, Captain. My father served in the 101st. Come on in.  That photo was taken five years after Nick and I met. When I was at State Department in Bogota. ELN rebels took the embassy, and security got me out, but the rebels took hostages. Nick was deputy chief for the SHIELD station there. And he comes to me with a plan. He wants to storm the building through the sewers. I said, ""No, we'll negotiate."" Turned out the ELN didn't negotiate, so they put out a kill order. They stormed the basement, and what did they find? They find it empty. Nick had ignored my direct order and carried out an unauthorized military operation on foreign soil. He saved the lives of a dozen political officers, including my daughter.",MALE
STEVE ROGERS,So you gave him a promotion.,MALE
ALEXANDER PIERCE,"I've never had any cause to regret it. Captain, why was Nick in your apartment last night?",MALE
STEVE ROGERS,I don't know.,MALE
ALEXANDER PIERCE,You know it was bugged?,MALE
STEVE ROGERS,"I did, because Nick told me.",MALE
ALEXANDER PIERCE,Did he tell you he was the one who bugged it?  I want you to see something.,MALE
SHIELD AGENT,"Who hired you, Batroc?",MALE
STEVE ROGERS,Is that live?,MALE
ALEXANDER PIERCE,"Yeah, they picked him up last night in a not-so-safe house in Algiers.",MALE
STEVE ROGERS,Are you saying he's a suspect? Assassination isn't Batroc's line.,MALE
ALEXANDER PIERCE,"No, it's more complicated than that. Batroc was hired anonymously to attack the Lemurian Star and he was contacted by e-mail and paid by wire transfer. And then the money was run through seventeen fictitious accounts, the last one going to a holding company that was registered to a Jacob Veech.",MALE
STEVE ROGERS,Am I supposed to know who that is?,MALE
ALEXANDER PIERCE,Not likely. Veech died six years ago. His last address was 14-35 Elmhurst Drive. When I first met Nick his mother lived at 14-37.,MALE
STEVE ROGERS,Are you saying Fury hired the pirates? Why?,MALE
ALEXANDER PIERCE,The prevailing theory was that the hijacking was a cover for the acquisition and sale of classified intelligence. The sale went sour and that led to Nick's death.,MALE
STEVE ROGERS,If you really knew Nick Fury you'd know that's not true.,MALE
ALEXANDER PIERCE,"Why do you think we're talking? See, I took a seat on the Council not because I wanted to but because Nick asked me to, because we were both realists. We knew that despite all the diplomacy and the handshaking and the rhetoric, that to build a really better world sometimes means having to tear the old one down. And that makes enemies. Those people that call you dirty because you got the guts to stick your hands in the mud and try to build something better. And the idea that those people could be happy today, makes me really, really angry.  Captain, you were the last one to see Nick alive. I don't think that's an accident, and I don't think you do either. So I'm gonna ask again, why was he there?",MALE
STEVE ROGERS,He told me not to trust anyone.,MALE
ALEXANDER PIERCE,I wonder if that included him.,MALE
STEVE ROGERS,I'm sorry. Those were his last words. Excuse me.,MALE
ALEXANDER PIERCE,"Captain.  Somebody murdered my friend and I'm gonna find out why. Anyone gets in my way, they're gonna regret it. Anyone.",MALE
STEVE ROGERS,Understood.,MALE
STEVE ROGERS,Operations control.,MALE
SHIELD COMPUTER,Confirmed.,FEMALE
BROCK RUMLOW,Keep all STRIKE personnel on site.,MALE
STRIKE AGENT #1,Understood.,MALE
STRIKE AGENT #2,"Yes, sir.",MALE
BROCK RUMLOW,Forensics.,MALE
SHIELD COMPUTER,Confirmed.,FEMALE
BROCK RUMLOW,Cap.,MALE
STEVE ROGERS,Rumlow.,MALE
BROCK RUMLOW,Evidence Response found some fibres on the roof they want us to see. You want me to get the tac-team ready?,MALE
STEVE ROGERS,"No, lets wait and see what it is first.",MALE
BROCK RUMLOW,Right.,MALE
SHIELD AGENT #1,What's the status so far?,FEMALE
SHIELD AGENT #2,Administrations level.,FEMALE
SHIELD COMPUTER,Confirmed.,FEMALE
SHIELD AGENT #2,Excuse me.,FEMALE
BROCK RUMLOW,"I'm sorry about what happened with Fury. Messed up, what happened to him.",MALE
STEVE ROGERS,Thank you.,MALE
STRIKE AGENT #3,Records.,MALE
SHIELD COMPUTER,Confirmed.,FEMALE
STEVE ROGERS,"Before we get started, does anyone want to get out?",MALE
JASPER SITWELL,"Mobilize STRIKE units, 25th floor.",MALE
BROCK RUMLOW,"Whoa, big guy. I just want you to know, Cap, this ain't personal.",MALE
STEVE ROGERS,It kind of feels personal.,MALE
25TH FLOOR STRIKE AGENT,Drop the shield! Put your hands in the air!,NEUTRAL
STRIKE AGENT,"Give it up, Rogers! Get that door open! You have nowhere to go!",FEMALE
JASPER SITWELL,Are you kidding me?  He's headed for the garage. Lock down the bridge!,MALE
QUINJET PILOT,"Stand down, Captain Rogers. Stand down.  Repeat, stand down.",MALE
JASPER SITWELL,"Eyes here.  Whatever your op is, bury it. This is Level One. Contact DOT. All traffic lights in the district go red. Shut all runways at BWI, IAD and Reagan. All security cameras in the city go through this monitor, right here. Scan all open sources. Phones, computers, PDAs, whatever. If someone tweets about this guy, I want to know about it.",MALE
SHARON CARTER,"With all due respect, If SHIELD is conducting a manhunt for Captain America, we deserve to know why.",FEMALE
ALEXANDER PIERCE,"Because he lied to us.  Captain Rogers has information regarding the death of Director Fury, he refused to share it. As difficult as this is to accept, Captain America is a fugitive from SHIELD.",MALE
STEVE ROGERS,Where is it?,MALE
NATASHA ROMANOFF,Safe.,FEMALE
STEVE ROGERS,Do better!,MALE
NATASHA ROMANOFF,Where did you get it?,FEMALE
STEVE ROGERS,Why would I tell you?,MALE
NATASHA ROMANOFF,Fury gave it to you. Why?,FEMALE
STEVE ROGERS,What's on it?,MALE
NATASHA ROMANOFF,I don't know.,FEMALE
STEVE ROGERS,Stop lying!,MALE
NATASHA ROMANOFF,"I only act like I know everything, Rogers.",FEMALE
STEVE ROGERS,"I bet you knew Fury hired the pirates, didn't you?",MALE
NATASHA ROMANOFF,"Well, it makes sense. The ship was dirty, Fury needed a way in, so do you.",FEMALE
STEVE ROGERS,I'm not gonna ask you again.,MALE
