character,line,gender
STEVE ROGERS,Why? Where are we going?,MALE
JAMES BARNES,The future.,MALE
JAMES BARNES,"I don’t see what the problem is. You’re about to be the last eligible man in New York. You know, there’s three and a half million women here.",MALE
STEVE ROGERS,"Well, I’d settle for just one.",MALE
JAMES BARNES,Good thing I took care of that.,MALE
CONNIE,"Hey, Bucky!",FEMALE
STEVE ROGERS,What did you tell her about me?,MALE
JAMES BARNES,Only the good stuff.,MALE
EXPO ANNOUNCER,Welcome to the Modern Marvels Paviliion and the World of Tomorrow. A greater world. A better world.,FEMALE
CONNIE,"Oh, my God! It’s starting!",FEMALE
MANDY,"Ladies and gentlemen, Mr. Howard Stark!",FEMALE
RANDOM WOMAN,"I love you, Howard!",FEMALE
HOWARD STARK,"Ladies and gentlemen, what if I told you that in just a few short years, your automobile won’t even have to touch the ground at all.",MALE
HOWARD STARK,"Yes. Thanks, Mandy.  With Stark robotic reversion technology, you’ll be able to do just that.",MALE
JAMES BARNES,Holy cow.,MALE
HOWARD STARK,"I did say a few years, didn’t I?",MALE
JAMES BARNES,"Hey, Steve, what do you say we treat these girls…",MALE
WOMAN,"Come on, soldier.",FEMALE
JAMES BARNES,Come on. You’re kind of missing the point of a double date. We’re taking the girls dancing.,MALE
STEVE ROGERS,You go ahead. I’ll catch up with you.,MALE
JAMES BARNES,You’re really gonna do this again?,MALE
STEVE ROGERS,"Well, it’s a fair. I’m gonna try my luck.",MALE
JAMES BARNES,"As who? Steve from Ohio? They’ll catch you. Or worse, they’ll actually take you.",MALE
STEVE ROGERS,"Look, I know you don’t think I can do this.",MALE
JAMES BARNES,"This isn’t a back alley, Steve. It’s war!",MALE
STEVE ROGERS,I know it’s a war. You don’t have to tell me.,MALE
JAMES BARNES,Why are you so keen to fight? There are so many important jobs.,MALE
STEVE ROGERS,What am I gonna do? Collect scrap metal…,MALE
JAMES BARNES,Yes!,MALE
STEVE ROGERS,…in my little red wagon.,MALE
JAMES BARNES,Why not?,MALE
STEVE ROGERS,"I’m not gonna sit in a factory, Bucky.",MALE
JAMES BARNES,I don’t…,MALE
STEVE ROGERS,"Bucky, come on! There are men laying down their lives. I got no right to do any less than them. That’s what you don’t understand. This isn’t about me.",MALE
JAMES BARNES,Right. Cause you got nothing to prove.,MALE
CONNIE,"Hey, Sarge! Are we going dancing?",FEMALE
JAMES BARNES,"Yes, we are.  Don’t do anything stupid until I get back.",MALE
STEVE ROGERS,How can I? You’re taking all the stupid with you.,MALE
JAMES BARNES,You’re a punk.,MALE
STEVE ROGERS,Jerk. Be careful.,MALE
STEVE ROGERS,Don’t win the war till I get there!,MALE
JAMES BARNES,Come on girls. They’re playing our song.,MALE
YOUNG DOCTOR,Wait here.,MALE
STEVE ROGERS,Is there a problem?,MALE
YOUNG DOCTOR,Just wait here.,MALE
DR. ABRAHAM ERSKINE,"Thank you.  So, you want to go overseas. Kill some Nazis.",MALE
STEVE ROGERS,Excuse me?,MALE
DR. ABRAHAM ERSKINE,Dr. Abraham Erskine.  I represent the Strategic Scientific Reserve.,MALE
STEVE ROGERS,Steve Rogers.,MALE
STEVE ROGERS,Where are you from?,MALE
DR. ABRAHAM ERSKINE,"Queens. 73rd Street and Utopia Parkway. Before that, Germany. This troubles you?",MALE
STEVE ROGERS,No.,MALE
DR. ABRAHAM ERSKINE,"Where are you from, Mr. Rogers? Mmm? Is it New Haven? Or Paramus? Five exams in five different cities.",MALE
STEVE ROGERS,That might not be the right file.,MALE
DR. ABRAHAM ERSKINE,"No, it’s not the exams I’m interested in. It’s the five tries. But you didn’t answer my question. Do you want to kill Nazis?",MALE
STEVE ROGERS,Is this a test?,MALE
DR. ABRAHAM ERSKINE,Yes.,MALE
STEVE ROGERS,I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.,MALE
DR. ABRAHAM ERSKINE,"Well, there are already so many big men fighting this war. Maybe what we need now is the little guy, huh? I can offer you a chance.",MALE
DR. ABRAHAM ERSKINE,Only a chance.,MALE
STEVE ROGERS,I’ll take it.,MALE
DR. ABRAHAM ERSKINE,"Good. So where is the little guy from, actually?",MALE
STEVE ROGERS,Brooklyn.,MALE
DR. ABRAHAM ERSKINE,"Congratulations, soldier.",MALE
RED SKULL,"Are you ready, Dr. Zola?",MALE
DR. ARNIM ZOLA,My machine requires the most delicate calibration. Forgive me if I seem overcautious.,MALE
RED SKULL,And are you certain that those conductors of yours can withstand the energy surge long enough for a transference?,MALE
DR. ARNIM ZOLA,"With this artifact, I am certain of nothing. I fear it may not work at all.",MALE
DR. ARNIM ZOLA,Twenty percent. Forty. Sixty. Stabilising at 70%.,MALE
RED SKULL,"I have not come all this way for safety, Doctor.",MALE
DR. ARNIM ZOLA,What is that?,MALE
RED SKULL,"I must congratulate you, Arnim. Your designs do not disappoint. Though they may require some slight reinforcement.",MALE
DR. ARNIM ZOLA,"The exchange is stable. Amazing! The energy we have just collected could power my design, all my designs. This will change the war.",MALE
RED SKULL,"Dr. Zola, this will change the world.",MALE
OFFICER,"Ready, exercise!",FEMALE
PEGGY CARTER,"Recruits, attention! Gentlemen, I’m Agent Carter. I supervise all operations for this division.",FEMALE
GILMORE HODGE,"What’s with the accent, Queen Victoria? Thought I was signing up for the U.S. Army.",MALE
PEGGY CARTER,"What’s your name, soldier?",FEMALE
GILMORE HODGE,"Gilmore Hodge, your Majesty.",MALE
PEGGY CARTER,"Step forward, Hodge.",FEMALE
PEGGY CARTER,Put your right foot forward.,FEMALE
GILMORE HODGE,Mmm… We gonna wrassle? Cause I got a few moves I know you’ll like.,MALE
COL. CHESTER PHILLIPS,Agent Carter.,MALE
PEGGY CARTER,Colonel Phillips.,FEMALE
COL. CHESTER PHILLIPS,I see you’re breaking in the candidates. That’s good!  Get your ass up out of that dirt and stand in that line at attention 'til somebody comes tells you what to do.,MALE
GILMORE HODGE,"Yes, sir.",MALE
COL. CHESTER PHILLIPS,General Patton has said that wars are fought with weapons but they are won by men. We are going to win this war because we have the best men…  And because they’re gonna get better. Much better. The Strategic Scientific Reserve is an Allied effort made up of the best minds in the free world. Our goal is to create the best army in history. But every army starts with one man. At the end of this week we will choose that man. He will be the first in a new breed of super-soldiers.,MALE
SERGEANT DUFFY,Rogers! Get that rifle out of the mud!,MALE
COL. CHESTER PHILLIPS,"And they, will personally escort Adolf Hitler to the gates of Hell.",MALE
SERGEANT DUFFY,"Pick up the pace, ladies! Let’s go! Double time! Come on! Faster! Faster! Move! Move!  Squad, halt! That flag means we’re only at the halfway point. First man to bring it to me gets a ride back with Agent Carter. Move, move!",MALE
SOLDIERS,Come on! Get up there!,MALE
SERGEANT DUFFY,"If that’s all you got, this army’s in trouble! Get up there, Hodge! Come on! Get up there! Nobody’s got that flag in 17 years! Now fall back into line! Come on, fall in! Let’s go! Get back into formation! Rogers! I said fall in!",MALE
STEVE ROGERS,"Thank you, sir.",MALE
PEGGY CARTER,"Faster, ladies! Come on. My grandmother has more life in her, God rest her soul. Move it!",FEMALE
COL. CHESTER PHILLIPS,"You’re not really thinking about picking Rogers, are you?",MALE
DR. ABRAHAM ERSKINE,I am more than just thinking about it. He is the clear choice.,MALE
COL. CHESTER PHILLIPS,"When you brought a ninety-pound asthmatic onto my army base, I let it slide. I thought, what the hell? Maybe he’ll be useful to you, like a gerbil. I never thought you’d pick him.",MALE
PEGGY CARTER,Up.,FEMALE
COL. CHESTER PHILLIPS,You stick a needle in that kids arm and it’s gonna go right through him.,MALE
PEGGY CARTER,"Come on, girls.",FEMALE
COL. CHESTER PHILLIPS,Look at that. He’s making me cry.,MALE
DR. ABRAHAM ERSKINE,I am looking for qualities beyond the physical.,MALE
COL. CHESTER PHILLIPS,Do you know how long it took to set up this project?,MALE
DR. ABRAHAM ERSKINE,"Yeah, I know.",MALE
COL. CHESTER PHILLIPS,All the groveling I had to do in front of Senator What’s-His-Name’s committees?,MALE
DR. ABRAHAM ERSKINE,"Brandt. Yes, I know. I am well aware of your efforts.",MALE
COL. CHESTER PHILLIPS,"Then throw me a bone. Hodge passed every test we gave him. He’s big, he’s fast, he obeys orders. He’s a soldier.",MALE
DR. ABRAHAM ERSKINE,He’s a bully.,MALE
COL. CHESTER PHILLIPS,"You don’t win wars with niceness, doctor.  You win war with guts.  Grenade!",MALE
STEVE ROGERS,Get away! Get back!,MALE
OFFICER,It was a dummy grenade. All clear. Back in formation.,FEMALE
STEVE ROGERS,Is this is a test?,MALE
COL. CHESTER PHILLIPS,He’s still skinny.,MALE
DR. ABRAHAM ERSKINE,May I?,MALE
STEVE ROGERS,Yeah.,MALE
DR. ABRAHAM ERSKINE,Can’t sleep?,MALE
STEVE ROGERS,"I got the jitters, I guess.",MALE
DR. ABRAHAM ERSKINE,"Me, too.",MALE
STEVE ROGERS,Can I ask you a question?,MALE
DR. ABRAHAM ERSKINE,Just one?,MALE
STEVE ROGERS,Why me?,MALE
DR. ABRAHAM ERSKINE,"I suppose that is the only question that matters.  This is from Augsburg. My city. So many people forget that the first country that the Nazi’s invaded was their own. You know, after the last war the… my people struggled. They… they felt weak. They felt small. And then Hitler comes along with the marching and the big show and the flags and the… and the…  And he… he hears of me, my work and he finds me. And he says, ""You."" He says, ""You will make us strong."" Well, I am not interested. So he sends the head of HYDRA, his research division. A brilliant scientist by the name of Johann Schmidt. Now, Schmidt is a member of the inner circle and he’s ambitious. He and Hitler share a passion for occult power and Teutonic myth. Hitler uses his fantasies to inspire his followers. But for Schmidt, it is not fantasy. For him, it is real. He has become convinced that there is a great power hidden in the earth, left here by the Gods, waiting to be seized by a superior man. So when he hears about my formula and what it can do, he cannot resist.",MALE
DR. ABRAHAM ERSKINE,Schmidt must become that superior man.,MALE
STEVE ROGERS,Did it make him stronger?,MALE
DR. ABRAHAM ERSKINE,"Yeah. But, there were other effects. The serum was not ready. But more important, the man. The serum amplifies everything that is inside. So, good becomes great. Bad becomes worse. This is why you were chosen. Because a strong man, who has known power all his life, will lose respect for that power. But a weak man knows the value of strength, and knows compassion.",MALE
STEVE ROGERS,Thanks. I think.,MALE
DR. ABRAHAM ERSKINE,"Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man.",MALE
STEVE ROGERS,To the little guys.,MALE
DR. ABRAHAM ERSKINE,No! No! Wait! Wait! What I am doing? No! You have a procedure tomorrow. No fluids.,MALE
STEVE ROGERS,All right. We’ll drink it after.,MALE
DR. ABRAHAM ERSKINE,No! I don’t have procedure tomorrow. Drink it after? Drink it now!,MALE
RED SKULL,Is there something in particular you need?,MALE
DR. ARNIM ZOLA,I understand you found him.,MALE
RED SKULL,See for yourself.  You disapprove.,MALE
DR. ARNIM ZOLA,I just don’t see why you need concern yourself. I can’t imagine he will succeed.  Again.,MALE
RED SKULL,"His serum is the Allies’ only defence against this power we now possess. If we take it away from them, then our victory is assured.",MALE
DR. ARNIM ZOLA,Shall I give the order?,MALE
RED SKULL,It has been given.,MALE
DR. ARNIM ZOLA,Good.,MALE
RED SKULL,Dr. Zola.  What do you think?,MALE
DR. ARNIM ZOLA,A masterpiece.,MALE
STEVE ROGERS,I know this neighborhood. I got beat up in that alley. And that parking lot. And behind that diner.,MALE
PEGGY CARTER,Did you have something against running away?,FEMALE
STEVE ROGERS,"You start running they’ll never let you stop. You stand up, push back. Can’t say no forever, right?",MALE
PEGGY CARTER,I know a little of what that’s like. To have every door shut in your face.,FEMALE
STEVE ROGERS,"I guess I just don’t why you’d wanna join the army if you’re a beautiful dame. Or a beautiful… a woman. An agent, not a dame! You are beautiful, but…",MALE
PEGGY CARTER,"You have no idea how to talk to a woman, do you?",FEMALE
STEVE ROGERS,This is the longers conversation I’ve had with one. Women aren’t exactly lining up to dance with a guy they might step on.,MALE
PEGGY CARTER,You must have danced?,FEMALE
STEVE ROGERS,"Well, asking a woman to dance always seems so terrifying. And the past few years just didn’t seem to matter that much. Figured I’d wait.",MALE
PEGGY CARTER,For what?,FEMALE
STEVE ROGERS,The right partner.,MALE
PEGGY CARTER,This way.,FEMALE
STEVE ROGERS,What are we doing here?,MALE
PEGGY CARTER,Follow me.,FEMALE
ANTIQUE STORE OWNER,Wonderful weather this morning isn’t it?,FEMALE
PEGGY CARTER,"Yes, but I always carry an umbrella.",FEMALE
DR. ABRAHAM ERSKINE,"Good morning.  Please, not now.  Are you ready?  Good. Take off your shirt, your tie and your hat.",MALE
COL. CHESTER PHILLIPS,"Senator Brandt, glad you could make it.",MALE
SENATOR BRANDT,Why exactly am I in Brooklyn?,MALE
COL. CHESTER PHILLIPS,"We needed access to the city’s power grid. Of course, if you’d given me the generators I requisitioned…",MALE
SENATOR BRANDT,"A lot of people are asking for funds, Colonel.  Oh, this is…",MALE
HEINZ KRUGER,"Fred Clemson, State Department.  If this project of yours comes through, we’d like to see it used for something other than headlines.",MALE
SENATOR BRANDT,Jesus. Somebody get that kid a sandwich.,MALE
DR. ABRAHAM ERSKINE,Comfortable?,MALE
STEVE ROGERS,It’s a little big. You save me any of that schnapps?,MALE
DR. ABRAHAM ERSKINE,"Not as much as I should have. Sorry. Next time. Mr. Stark, how are your levels?",MALE
HOWARD STARK,Levels at 100%.,MALE
DR. ABRAHAM ERSKINE,Good.,MALE
HOWARD STARK,"We may dim half the lights in Brooklyn, but we are ready as we’ll ever be.",MALE
DR. ABRAHAM ERSKINE,Agent Carter? Don’t you think you would be more comfortable in the booth?,MALE
PEGGY CARTER,"Oh, yes. Of course. Sorry.",FEMALE
DR. ABRAHAM ERSKINE,"Good.  Do you hear me? is this on?  Ladies and gentlemen, today we take not another step towards annihilation, but the first step on the path to peace. We begin with a series of micro injections into the subjects major muscle groups. The serum infusion will cause immediate cellular change. And then to stimulate growth, the subject will be saturated with Vita-Rays.",MALE
STEVE ROGERS,That wasn’t so bad.,MALE
DR. ABRAHAM ERSKINE,"That was penicillin.  Serum infusion beginning in five, four, three, two, one.  Now, Mr. Stark.   Steven, can you hear me?",MALE
STEVE ROGERS,"It’s probably too late to go to the bathroom, right?",MALE
DR. ABRAHAM ERSKINE,We will proceed.,MALE
HOWARD STARK,That’s ten percent. Twenty percent. Thirty. That’s 40 %.,MALE
SSR DOCTOR,Vital signs are normal.,MALE
HOWARD STARK,That’s 50 %. Sixty. Seventy.,MALE
DR. ABRAHAM ERSKINE,Steven!,MALE
PEGGY CARTER,Shut it down.,FEMALE
DR. ABRAHAM ERSKINE,Steven!,MALE
PEGGY CARTER,Shut it down!,FEMALE
DR. ABRAHAM ERSKINE,"Kill the reactor, Mr. Stark! Turn it off! Kill it! Kill the reactor!",MALE
STEVE ROGERS,No! Don’t! I can do this!,MALE
HOWARD STARK,Eighty. Ninety. That’s 100 %.,MALE
DR. ABRAHAM ERSKINE,Mr. Stark?,MALE
DR. ABRAHAM ERSKINE,Steven. Steven.,MALE
COL. CHESTER PHILLIPS,The son of a bitch did it.,MALE
STEVE ROGERS,I did it.,MALE
DR. ABRAHAM ERSKINE,"Yeah, yeah. I think we did it.",MALE
HOWARD STARK,We actually did it.,MALE
PEGGY CARTER,How do you feel?,FEMALE
STEVE ROGERS,Taller.,MALE
PEGGY CARTER,You look taller.,FEMALE
COL. CHESTER PHILLIPS,"How do you like Brooklyn now, Senator?",MALE
SENATOR BRANDT,"I can think of some folks in Berlin who are about to get very nervous. Congratulations, Doctor.",MALE
DR. ABRAHAM ERSKINE,"Thank you, sir.",MALE
DR. ABRAHAM ERSKINE,Stop him!,MALE
TAXI DRIVER,"What are you doing? Buddy, are you all right? Hey, this guy’s been shot!",MALE
STEVE ROGERS,"Sorry!   I’m sorry.  Whoa, whoa, whoa!",MALE
MOTHER,No! No! Not my son!,FEMALE
YOUNG BOY,Stop it!,MALE
MOTHER,Don’t hurt him!,FEMALE
HEINZ KRUGER,Get back!,MALE
YOUNG BOY,Let me go!,MALE
MOTHER,Let go of my son! Don’t hurt him!,FEMALE
STEVE ROGERS,"Wait, don’t! Don’t!  No! Don’t!",MALE
YOUNG BOY,Go get him! I can swim!,MALE
STEVE ROGERS,Who the hell are you?,MALE
HEINZ KRUGER,"The first of many. Cut off one head, two more shall take its place. Hail HYDRA!",MALE
HUTTER,"The Führer is not accustomed to being ignored, Herr Schmidt. He funds your research because you promised him weapons.",MALE
SCHNEIDER,You serve at his pleasure. He gave you this facility as a reward for your injuries.,MALE
RED SKULL,Reward? Call it what it is. Exile. I no longer reflect his image of Aryan perfection.,MALE
ROEDER,You think this is about appearances? Your HYDRA division has failed to deliver so much as a rifle in over a year. And we had learned through local intelligence you had mounted a full-scale incursion into Norway.,MALE
SCHNEIDER,"The Führer feels… How does he put it? ""The Red Skull has been indulged long enough!""",MALE
RED SKULL,"Gentlemen, you have come to see the results of our work. Let me show you.  Hitler speaks of a thousand-year Reich, but he cannot feed his army for a month. His troops spill their blood across every field in Europe. But still he is no closer to achieving his goals.",MALE
ROEDER,And I suppose you still aim to end this war through magic?,MALE
RED SKULL,"Science. But I understand your confusion. Great power has always baffled primitive men. HYDRA is assembling an arsenal to destroy my enemies in one stroke. Where ever they are, regardless of how many forces they possess. All in a matter of hours.",MALE
ROEDER,Your enemies?,MALE
RED SKULL,"My weapons contain enough destructive power to decimate every hostile capital on earth. Quite simply, gentlemen, I have harnessed the power of the Gods.",MALE
SCHNEIDER,"Thank you, Schmidt.",MALE
RED SKULL,For what?,MALE
SCHNEIDER,For making it clear how obviously mad you are.,MALE
HUTTER,Berlin is on this map!,MALE
RED SKULL,So it is.,MALE
HUTTER,You will be punished for your insolence! You will be brought before the Führer himself!,MALE
ROEDER,Schmidt!!!,MALE
RED SKULL,"My apolpgies, Doctor, but we both knew HYDRA could grow no further in Hitler’s shadow. Hail HYDRA.",MALE
HYDRA TECHNICIANS,Hail HYDRA!,FEMALE
DR. ARNIM ZOLA,Hail HYDRA!,MALE
STEVE ROGERS,Think you got enough?,MALE
PEGGY CARTER,"Any hope of reproducing a program is locked in your genetic code. But without Dr. Erskine, it could take years.",FEMALE
STEVE ROGERS,He deserved more than this.,MALE
PEGGY CARTER,"If it could only work once, he’d be proud it was you.",FEMALE
SENATOR BRANDT,"Colonel Phillips, my committee is demanding answers.",MALE
COL. CHESTER PHILLIPS,Great. Why don’t we start with how a German spy got a ride to my secret installation in your car?  What have we got here?,MALE
HOWARD STARK,"Speaking modestly, I’m the best mechanical engineer in this country. But I don’t know what’s inside this thing or how it works. We’re not even close to this technology.",MALE
SENATOR BRANDT,Then who is?,MALE
COL. CHESTER PHILLIPS,HYDRA. I’m sure you’ve been reading our briefings.,MALE
SENATOR BRANDT,"I’m on a number of committees, Colonel.",MALE
PEGGY CARTER,HYDRA is the Nazi deep science division. It’s led by Johann Schmidt. But he has much bigger ambitions.,FEMALE
COL. CHESTER PHILLIPS,"HYDRA’s practically a cult. They worship Schmidt, they think he’s invincible.",MALE
SENATOR BRANDT,So what are you gonna do about it?,MALE
COL. CHESTER PHILLIPS,Spoke to the president this morning. As of today the SSR is being retasked.,MALE
PEGGY CARTER,Colonel?,FEMALE
COL. CHESTER PHILLIPS,"We are taking the fight to HYDRA. Pack your bags Agent Carter. You too, Stark. You’re flying to London tonight.",MALE
STEVE ROGERS,"Sir, if you’re going after Schmidt, I want in.",MALE
COL. CHESTER PHILLIPS,You’re an experiment. You’re going to Alamogordo.,MALE
STEVE ROGERS,The serum worked.,MALE
COL. CHESTER PHILLIPS,I asked for an army and all I got was you. You are not enough.,MALE
SENATOR BRANDT,"With all due respect to the Colonel, I think we may be missing the point. I’ve seen you in action, Steve. More importantly, the country’s seen it.  Paper. The enlistment lines have been around the block since your picture hit the newsstands. You don’t take a soldier, a symbol like that, and hide him in a lab. Son, do you want to serve your country on the most important battlefield of the war?",MALE
STEVE ROGERS,"Sir, that’s all I want.",MALE
SENATOR BRANDT,"Then, congratulations. You just got promoted.",MALE
STEVE ROGERS,I don’t know if I can do this.,MALE
BRANDT'S AIDE,"Nothing to it. Sell off a few bonds, bonds buy bullets, bullets kills Nazi’s. Bing bang boom. You’re an American hero.",MALE
STEVE ROGERS,It’s just not how I pictured getting there.,MALE
BRANDT'S AIDE,"The senator’s got a lot of pull up on the hill. You play ball with us, you’ll be leading your own platoon in no time. Take the shield.",MALE
USO SINGER,"Who’s strong and brave, here to save the American way?",MALE
STEVE ROGERS,Not all of us can storm a beach or drive a tank. But there’s still a way all of us can fight.,MALE
USO SINGER,"Who vows to fight like a man, for what’s right, night and day?",MALE
STEVE ROGERS,Series E Defence Bonds. Each one you buy is a bullet in the barrel of your best guy’s gun.,MALE
USO SINGER,"Who will campaign door-to-door for America? Carry the flag shore to shore for America? From Hoboken to Spokane, the star-spangeld man with a plan.",MALE
DIRECTOR,"Cut. Guys, don’t look ath the camera.",MALE
USO SINGER,We can’t ignore there’s a threat and a war we must win.,MALE
STEVE ROGERS,Each one you buy is a bullet in the barrel of your best guy’s gun.,MALE
USO SINGER,"Who’ll hang a noose on the goose-stepping goons from Berlin? Who will redeem, heed the call for America? Who’ll rise or fall, give his all for America? Who’s here to prove that we can? The star-spangled man with a plan.",MALE
STEVE ROGERS,"We all know this is about trying to win the war. We can’t do that without bullets and bandages, tanks and tents. That’s where you come in. Every bond you buy will help protect someone you love.",MALE
KIDS IN USO AUDIENCE,Turn around! He’s right behind you!,NEUTRAL
STEVE ROGERS,"Keep our boys armed and ready, and the Germans will think twice about trying to get the drop on us.",MALE
USO SINGER,"Stalwart and steady and true, forcefull and ready to defend, the red, white, and blue. Who’ll give the Axis the sack and is smart as a fox? Far as an eagle will soar. Who’s making Adolf afraid to step out of his box? He knows what we’re fighting for. Who waked the giant that napped in America? We know it’s no one but Captain America. Who’ll finish what they began? Who’ll kick the Krauts to Japan? The star-spangled man with a aplan!",MALE
STEVE ROGERS,How many of you ready to help me sock old Adolf on the jaw?  Okay. Uh… I need a volunteer.,MALE
ARMY HECKLER#1,I already volunteered! How do you think I got here?  Bring back the girls!,FEMALE
STEVE ROGERS,I think they only know the one song. But um…let me…I’ll…I’ll see what I can do.,MALE
ARMY HECKLER#1,"You do that, sweetheart.",FEMALE
ARMY HECKLER#2,"Nice boots, Tinker Bell!",FEMALE
STEVE ROGERS,"Come on, guys. We’re all on the same team here.",MALE
ARMY HECKLER#3,"Hey, Captain! Sign this!",FEMALE
ARMY HECKLER#4,Bring back the girls!,FEMALE
BRANDT'S AIDE,"Don’t worry, pal. They’ll warm up to you. Don’t worry.",MALE
PEGGY CARTER,"Hello, Steve.",FEMALE
STEVE ROGERS,Hi.,MALE
PEGGY CARTER,Hi.,FEMALE
STEVE ROGERS,What are you doin’ here?,MALE
PEGGY CARTER,Officially I’m not here at all. That was quite a performance.,FEMALE
STEVE ROGERS,Yeah. Uh… I had to improvise a little bit. Crowds I’m used to are usually more uh… twelve.,MALE
PEGGY CARTER,"I understand you’re ""America’s New Hope""?",FEMALE
STEVE ROGERS,Bond sales take a ten percent bump in every state I visit.,MALE
PEGGY CARTER,Is that Senator Brandt I hear?,FEMALE
STEVE ROGERS,At least he’s got me doin’ this. Phillips would have had be stuck in lab.,MALE
PEGGY CARTER,"And these are your only two options? A lab rat or a dancing monkey? You were meant for more than this, you know?  What?",FEMALE
STEVE ROGERS,"You know for the longest time I dreamed about coming overseas and being on the front lines. Serving my country. I finally get everything I wanted, and I’m wearing tights.  They look like they’ve been through hell.",MALE
