character,line,gender
STEPHEN STRANGE,"Not at the moment, no.",MALE
TONY STARK,You okay?,MALE
TONY STARK,"Help him! Wong, Doc.",MALE
BRUCE BANNER,Go! Got it!,MALE
TONY STARK,"F.R.I.D.A.Y., what am I looking at?",MALE
FRIDAY,"Not sure, I'm working on it.",MALE
TONY STARK,"Hey! You might wanna put that Time Stone in your back pocket, Doc!",MALE
STEPHEN STRANGE,Might wanna use it.,MALE
PETER PARKER,"Ned, hey. I need you to cause a distraction.",MALE
NED LEEDS,Holy shit! We're all gonna die! There's a spaceship!,MALE
STAN LEE,What's the matter with you kids? You've never seen a spaceship before?,MALE
TONY STARK,"F.R.I.D.A.Y., evac anyone south of 43rd Street, notify first responders.",MALE
FRIDAY,Will do.,MALE
EBONY MAW,"Hear me, and rejoice. You are about to die at the hands of the Children of Thanos. Be thankful, that your meaningless lives are now contributing to...",MALE
TONY STARK,"I'm sorry, Earth is closed today. You better pack it up and get outta here.",MALE
EBONY MAW,Stonekeeper...  Does this chattering animal speak for you?,MALE
STEPHEN STRANGE,Certainly not. I speak for myself.  But you’re trespassing in this city and on this planet.,MALE
TONY STARK,"It means get lost, Squidward!",MALE
EBONY MAW,He exhausts me.,MALE
EBONY MAW,Bring me the Stone.,MALE
TONY STARK,"Banner, you want a piece?",MALE
BRUCE BANNER,"No, not really, but when do I ever get what I want?",MALE
TONY STARK,That's right.,MALE
TONY STARK,"Been a while. Good to have you, buddy.",MALE
BRUCE BANNER,"I just... I need to concentrate here for one second. Come on, come on, man.",MALE
TONY STARK,Where's your guy?,MALE
BRUCE BANNER,I don't know. We've sort been havin' a thing.,MALE
TONY STARK,There's no time for a thing.,MALE
BRUCE BANNER,I know.,MALE
TONY STARK,That's the thing right there. Let's go.,MALE
TONY STARK,"Dude, you're embarrassing me in front of the wizards.",MALE
BRUCE BANNER,"Tony, I'm sorry.  Either I can't or he won't--",MALE
TONY STARK,"It's okay. Hey, stand down.  Keep an eye on him. Thank you.",MALE
WONG,I have him.,MALE
BRUCE BANNER,Damn it.,MALE
BRUCE BANNER,Where'd that come from?,MALE
TONY STARK,It's nano-tech. You like it? A little someth--,MALE
STEPHEN STRANGE,"Dr. Banner, if the rest of your green friend won't be joining us....",MALE
TONY STARK,"Gotta get that stone outta here, now.",MALE
STEPHEN STRANGE,It stays with me.,MALE
TONY STARK,Exactly. Bye.,MALE
BRUCE BANNER,"Tony, you okay? How we doing? Good? Bad?",MALE
TONY STARK,"Really, really good. Really good. Do you plan on helping out?",MALE
BRUCE BANNER,I'm trying. He won't come out.,MALE
TONY STARK,Hammer.,MALE
BRUCE BANNER,"Come on, Hulk. What are you doing to me?  Come out! Come out! Come out!",MALE
HULK,Nooooooo!,MALE
BRUCE BANNER,"What do you mean, ""no""?!",MALE
PETER PARKER,"Hey, man. What's up, Mr. Stark?",MALE
TONY STARK,"Kid, where'd you come from?",MALE
PETER PARKER,Field trip to MoMA.,MALE
PETER PARKER,"What is this guy's problem, Mr. Stark?",MALE
TONY STARK,He's from space. He came here to steal a necklace from a wizard.,MALE
EBONY MAW,Your powers are quaint. You must be popular with children.,MALE
STEPHEN STRANGE,It's a simple spell but quite unbreakable.,MALE
EBONY MAW,Then I'll take it off your corpse.,MALE
STEPHEN STRANGE,You'll find... removing a dead man's spell... troublesome.,MALE
EBONY MAW,You'll only wish you were dead.  NO!,MALE
TONY STARK,"Kid, that's the wizard. Get on it.",MALE
PETER PARKER,On it!,MALE
PETER PARKER,Not cool!,MALE
PETER PARKER,"Uhhh, Mr. Stark? I'm being beamed up!",MALE
TONY STARK,"Hang on, kid.",MALE
TONY STARK,"Wong, you're invited to my wedding.  Give me a little juice, F.R.I.D.A.Y.",MALE
TONY STARK,"Unlock 17-A.  Pete, you gotta let go. I'm gonna catch you.",MALE
PETER PARKER,But you said save the wizard!  I can't breathe!,MALE
TONY STARK,You're too high up. You're running out of air.,MALE
PETER PARKER,Yeah! That makes sense.,MALE
PETER PARKER,"Mr. Stark, it smells like a new car in here!",MALE
TONY STARK,"Happy trails, kid. F.R.I.D.A.Y, send him home.",MALE
FRIDAY,Yep.,MALE
PETER PARKER,"OH, COME ON!",MALE
FRIDAY,"Boss, incoming call from Miss Potts.",MALE
PEPPER POTTS,"Tony? Oh, my God. Are you all right? What's going on?",FEMALE
TONY STARK,"Yeah, I'm fine. I just think we might have to push our 8:30 res.",MALE
PEPPER POTTS,Why?,FEMALE
TONY STARK,Just 'cause I'll... probably not make it back for a while.,MALE
PEPPER POTTS,Tell me you're not on that ship.,FEMALE
TONY STARK,Yeah.,MALE
PEPPER POTTS,"God, no. Please tell me you're not on that ship.",FEMALE
TONY STARK,"Honey, I'm sorry. I'm sorry, I don't know what to say.",MALE
PEPPER POTTS,"Come back here, Tony. I swear to God….",FEMALE
TONY STARK,Pep….,MALE
PEPPER POTTS,Come back here right now! Come back!,FEMALE
FRIDAY,"Boss, we're losing her. I'm going, too….",MALE
PETER PARKER,Oh my God!  I should have stayed on the bus....,MALE
BRUCE BANNER,Where you going?,MALE
WONG,The Time Stone's been taken. The Sanctum remains unguarded. What will you do?,MALE
BRUCE BANNER,I'm gonna make a call.,MALE
PETER QUILL,"Sing it, Drax!",MALE
ROCKET,Why are we doing this again?,MALE
GAMORA,"It's a distress signal, Rocket. Someone could be dying.",MALE
ROCKET,"I get that, but why are we doing it?",MALE
PETER QUILL,Cause we're nice. And maybe whoever it is will give us a little cheddar cheese  for our help.,MALE
GAMORA,Which isn't the point.,MALE
PETER QUILL,Which isn't the point... I mean… if he doesn't pony up….,MALE
DRAX,We'll take his ship.,MALE
ROCKET,Exactly!,MALE
PETER QUILL,B-b-b-bingo!,MALE
MANTIS,We are arriving.,MALE
PETER QUILL,"All right, Guardians. Don't forget, this might be dangerous, so let's put on our mean faces.  Groot, put that thing away. Now. I don't wanna tell you again.  Groot.",MALE
GROOT,I am Groot!,MALE
PETER QUILL,Whoa!,MALE
ROCKET,Language!,MALE
GAMORA,Hey!,MALE
DRAX,Wow.,MALE
PETER QUILL,"You got some acorns on you, kid.",MALE
ROCKET,"Ever since you got a little sap, you're a total d-hole. Keep it up, and I'm gonna SMASH THAT THING TO PIECES!",MALE
MANTIS,What happened?,MALE
ROCKET,Looks like we're not getting paid.,MALE
ROCKET,Wipers! Wipers! Get it off!,MALE
PETER QUILL,How the hell is this dude still alive?,MALE
DRAX,"He is not a dude. You're a dude. This... this is a man. A handsome, muscular man.",MALE
PETER QUILL,I'm muscular.,MALE
ROCKET,"Who are you kidding, Quill? You're one sandwich away from fat.",MALE
PETER QUILL,"Yeah, right.",MALE
DRAX,It's true. You have gained a little weight….,MALE
PETER QUILL,"What? Gamora, do you think I'm…",MALE
MANTIS,He is anxious. Angry. He feels tremendous loss and guilt.,MALE
DRAX,It's like a pirate had a baby with an angel.,MALE
PETER QUILL,Wow. This is a real wake-up call for me. Okay. I'm gonna get a Bow-flex. I'm gonna commit. I'm gonna get some dumbbells.,MALE
ROCKET,"You know you can't eat dumbbells, right?",MALE
GAMORA,It's like his muscles are made of Cotati metal fibers.,MALE
PETER QUILL,Stop massaging his muscles.  Wake him up.,MALE
MANTIS,Wake.,MALE
THOR,Who the hell are you guys?,MALE
GAMORA,"The entire time I knew Thanos, he only ever had one goal: To bring balance to the Universe by wiping out half of all life. He used to kill people planet by planet, massacre by massacre....",MALE
DRAX,Including my own.,MALE
GAMORA,"If he gets all six Infinity Stones, he can do it with the snap of his fingers, like this.",MALE
THOR,You seem to know a great deal about Thanos.,MALE
DRAX,Gamora... is the daughter of Thanos.,MALE
THOR,Your father killed my brother.,MALE
PETER QUILL,"Oh, boy. Stepfather. Technically, she hates him as much as you do.",MALE
THOR,"Families can be tough.  Before my father died, he told me I had a half-sister... that he imprisoned in Hel. Then she returned home, and stabbed me in the eye, so... I had to kill her. It's life, isn't it, I guess. Goes round and round and... I feel your pain.",MALE
PETER QUILL,"And I feel your pain, as well. I mean it's not a competition, but I've been through a lot. My father killed my mother, then I had to kill my father. And that was hard. Probably even harder than having to kill a sister. Plus, I, came out of it with both of my eyes--",MALE
THOR,"I need a hammer, not a spoon…. How do I open this thing? Is there some sort of a four-digit code maybe… maybe a birth date or something….",MALE
PETER QUILL,What are you doing?,MALE
THOR,Taking your pod.,MALE
PETER QUILL,"No, you're not!  You'll not, be taking our pod today, sir.",MALE
ROCKET,Quill. Are you making your voice deeper?,MALE
PETER QUILL,No.,MALE
DRAX,You are. You're imitating the god-man. It's weird.,MALE
PETER QUILL,No I'm not.,MALE
MANTIS,He just did it again!,MALE
PETER QUILL,This is my voice!,MALE
THOR,Are you mocking me?,MALE
PETER QUILL,Are you mocking me?,MALE
THOR,Stop it. You did it again.,MALE
PETER QUILL,He's trying to copy me.,MALE
THOR,Would you stop doing that? He's doing it first.,MALE
GAMORA,Enough! We need to stop Thanos. Which means we need to find out where he's going next.,MALE
THOR,Knowhere.,MALE
MANTIS,He must be going somewhere.,MALE
PETER QUILL,"No. Knowhere? It's a place. We've been there. It sucks. Excuse me, that's our food.",MALE
THOR,Not anymore.,MALE
GAMORA,Thor… why would he go to Knowhere?,MALE
THOR,"Because for years, the Reality Stone has been safely stored, there with a man we call the Collector.",MALE
PETER QUILL,"If it's with the Collector, then it's not safe. Only an idiot would give that man a stone.",MALE
THOR,Or a genius.,MALE
GAMORA,How do you know he's not going for one of the other Stones?,MALE
THOR,"There's six stones out there.  Thanos already has the Power Stone because he stole it last week, when he decimated Xandar. He stole the Space Stone from me when he destroyed my ship and slaughtered half my people. The Time and Mind Stones are safe on Earth. They're with the Avengers.",MALE
PETER QUILL,The 'Avengers'?,MALE
THOR,Earth's Mightiest Heroes.,MALE
MANTIS,Like Kevin Bacon?,MALE
THOR,"He may be on the team. I don't know. Haven't been there in a while. As for the Soul Stone, well, no one's ever seen that. No one even knows where it is. Therefore, Thanos can't get it. Therefore, he's going to Knowhere. Hence, he'll be getting the Reality Stone. You're welcome.",MALE
GAMORA,Then we have to go to Knowhere now.,MALE
THOR,"Wrong! Where we have to go, is Nivadellir.",MALE
DRAX,That's a made up word.,MALE
THOR,All words are made up.,MALE
ROCKET,"Hold up, Nidavellir is real?  Seriously? I mean, that place is a legend.  They make the most powerful, horrific weapons to ever torment the Universe. I would very much like to go there, please.",MALE
THOR,"The rabbit is correct, and clearly the smartest among you.",MALE
ROCKET,Rabbit?,MALE
THOR,"Only Eitri the dwarf king can make me the weapon I need.  I assume you're the captain, sir?",MALE
ROCKET,You're very perceptive.,MALE
THOR,You seem like a noble leader. Will you join me on my quest to Nidavellir?,MALE
ROCKET,"Lemme just ask the captain. Oh, wait a second, it's me! Yeah, I'll go.",MALE
THOR,Wonderful.,MALE
PETER QUILL,Except for that I'm the captain.,MALE
THOR,Quiet!,MALE
PETER QUILL,That's my backpack.,MALE
ROCKET,Go sit down.,MALE
PETER QUILL,"Look, this is my ship. And I'm not goin' to…  Wait, what kind of weapon are we talking about here?",MALE
THOR,The Thanos killing kind.,MALE
PETER QUILL,Don't you think that we should all have a weapon like that?,MALE
THOR,No. You simply lack the strength to wield them. Your bodies will crumble as your minds collapse into the madness.,MALE
ROCKET,Is it weird that I wanna do it even more now?,MALE
THOR,A little bit. Yeah.,MALE
GAMORA,"If we don't go to Knowhere and Thanos retrieves another stone, he'll be too powerful to stop.",MALE
THOR,He already is.,MALE
ROCKET,"I got it figured out. We got two ships, and a large assortment of morons. So me and Groot will go with the pirate-angel here, and the morons will go to Knowhere to try and stop Thanos. Cool? Cool.",MALE
THOR,So cool.,MALE
PETER QUILL,For the record… I know that you're only going with him because it's where Thanos isn't.,MALE
ROCKET,"You know, you shouldn't talk that way to your captain, Quill.  Come on, Groot. Put that game down, you'll rot your brain.",MALE
THOR,"I bid you farewell and good luck, morons. Bye.",MALE
WANDA MAXIMOFF,Vis? Is it the stone again?,FEMALE
VISION,It's as if it's speaking to me.,MALE
WANDA MAXIMOFF,What does it say?,FEMALE
VISION,I don't... I don't know. But something...,MALE
VISION,Tell me what you feel.,MALE
WANDA MAXIMOFF,I just feel you.,FEMALE
WANDA MAXIMOFF,So there's a 10 AM to Glasgow to give us more time together before you went back.,FEMALE
VISION,What if I miss that train?,MALE
WANDA MAXIMOFF,There is an 11.,FEMALE
VISION,"What if I missed all the trains? What if this time, I didn't go back?",MALE
WANDA MAXIMOFF,You gave Stark your word.,FEMALE
VISION,I'd rather give it to you.,MALE
WANDA MAXIMOFF,"There are people who are expecting me too, you know. We both made promises.",FEMALE
VISION,"Not to each other.  Wanda… for two years, we've stolen these moments, trying to see if this could work. And... I don't know.  You know what, I'm just gonna speak for myself -- I, I... I think...",MALE
WANDA MAXIMOFF,It works.,FEMALE
VISION,It works.,MALE
VISION,Then stay. Stay with me.,MALE
VISION,Or not. If I'm overstepping…,MALE
WANDA MAXIMOFF,What are they?,FEMALE
VISION,What the stone was warning me about.  I have to go.,MALE
WANDA MAXIMOFF,"No, Vision. Vision, if that's true… then maybe going isn't the best idea.",FEMALE
VISION,"Wanda, I…",MALE
WANDA MAXIMOFF,Vision!,FEMALE
VISION,The blade. It stopped me from phasing.,MALE
WANDA MAXIMOFF,Is that even possible?,FEMALE
VISION,It isn't supposed to be.  My systems are failing.  I'm beginning to think... we should have stayed in bed.,MALE
WANDA MAXIMOFF,Vis!,FEMALE
CORVUS GLAIVE,"Give up the Stone, and she lives.",MALE
WANDA MAXIMOFF,Hands off.,FEMALE
WANDA MAXIMOFF,"Come on. Come on. Come on, you gotta get up. You gotta get up. Come on. Hey. Hey. We have to go.",FEMALE
VISION,Please. Please leave.,MALE
WANDA MAXIMOFF,You asked me to stay.... I'm staying.,FEMALE
VISION,Please.,MALE
WANDA MAXIMOFF,Get up.,FEMALE
PROXIMA MIDNIGHT,Get up.,FEMALE
CORVUS GLAIVE,I can't.,MALE
NATASHA ROMANOFF,We don't wanna kill you. But we will.,FEMALE
PROXIMA MIDNIGHT,You'll never get the chance again.,FEMALE
SAM WILSON,Can you stand?,MALE
VISION,"Thank you, Captain.",MALE
STEVE ROGERS,Let's get you on the jet.,MALE
NATASHA ROMANOFF,"I thought we had a deal. Stay close, check in. Don't take any chances.",FEMALE
WANDA MAXIMOFF,I'm sorry. We just wanted time.,FEMALE
SAM WILSON,"Where to, Cap?",MALE
STEVE ROGERS,Home.,MALE
GAMORA'S MOTHER,Shh. We'll be safe. We'll be safe.,FEMALE
EBONY MAW,Zehobereians…,MALE
GAMORA,Mother! Where's my mother?!,MALE
EBONY MAW,"Zen-Whoberis... Choose a side, or die.",MALE
GAMORA,Mother!,MALE
EBONY MAW,"One side is a revelation. The other, an honor known only to a few.",MALE
THANOS,"What's wrong, little one?",MALE
GAMORA,My mother. Where is my mother?,MALE
THANOS,What's your name?,MALE
GAMORA,Gamora.,MALE
THANOS,"You're quite the fighter, Gamora. Come. Let me help you.  Look. Pretty, isn't it? Perfectly balanced. As all things should be. Too much to one side, or the other…  Here. You try.",MALE
EBONY MAW,"Now go in peace, and meet your Maker.",MALE
THANOS,Concentrate. There! You've got it.,MALE
PETER QUILL,"Gamora. Do you know if these grenades are the ""blow off your junk"" kind or the gas kind? 'Cause I was thinking I might hang a couple on my belt right here. But I don't want to--",MALE
GAMORA,I need to ask a favor.,MALE
PETER QUILL,"Yeah, sure.",MALE
GAMORA,"One way or another, the path that we're on leads to Thanos.",MALE
PETER QUILL,Which is what the grenades are for.  I'm sorry. What's the favor?,MALE
GAMORA,If things go wrong… If Thanos gets me… I want you to promise me… you'll kill me.,MALE
PETER QUILL,What?,MALE
GAMORA,I know something he doesn't. If he finds out… the entire Universe could be at risk.,MALE
PETER QUILL,What do you know?,MALE
GAMORA,"If I tell you, you'd know, too.",MALE
PETER QUILL,"If it's so important, shouldn't I?",MALE
GAMORA,Only if you wanna die.,MALE
PETER QUILL,Why does somebody always have to die in this scenario?,MALE
GAMORA,"Just… trust me. And possibly, kill me.",MALE
PETER QUILL,"I mean, I'd like to. I really would…",MALE
GAMORA,Swear to me. Swear to me on your mother.,MALE
PETER QUILL,Okay.,MALE
PETER QUILL,Dude. How long have you been standing there?,MALE
DRAX,An hour.,MALE
PETER QUILL,An hour? Are you serious?,MALE
DRAX,I've mastered the ability of standing so incredibly still... that I become invisible to the eye... watch.,MALE
PETER QUILL,You're eating a zarg-nut.,MALE
DRAX,But my movement... was so slow... that it's imperceptible.,MALE
PETER QUILL,"Mmm, no.",MALE
DRAX,I'm sure I'm invisible.,MALE
MANTIS,"Hi, Drax.",MALE
DRAX,Damn it.,MALE
PETER QUILL,This place looks deserted.,MALE
DRAX,I'm reading movement from the third quadrant.,MALE
PETER QUILL,"Yep. I'm picking that up, too. Let's put it down right here.",MALE
COLLECTOR,I don't have it.,MALE
THANOS,Everyone in the Galaxy knows you'd sell your own brother if you thought it would add the slightest trinket to your pathetic collection.,MALE
THANOS,"I know you have the Reality Stone, Tivan. Giving it to me will spare you a great deal of suffering.",MALE
COLLECTOR,I told you. I sold it. Why would I lie?,MALE
THANOS,I imagine it's like breathing for you.,MALE
COLLECTOR,Like suicide.,MALE
THANOS,So you do understand. Not even you would surrender something so precious.,MALE
COLLECTOR,I didn't know what it was.,MALE
THANOS,"Then you're more of a fool than I took you for. Last chance, charlatan. Where's the Stone?",MALE
DRAX,Today...,MALE
PETER QUILL,Drax. Drax.,MALE
DRAX,...He pays for the deaths of my wife and daughter.,MALE
PETER QUILL,"Drax, waaaaait!  Not yet, not yet, not yet.  Drax, Drax, Drax. He doesn't have the Stone yet. We get it, and then we can stop him. We have to get the Stone first. Yeah.",MALE
DRAX,No. No. For Ovette. For Camaria.,MALE
MANTIS,Sleeeep.,MALE
PETER QUILL,"Okay. Gamora, Mantis, you go right. I'm...  The other right!",MALE
THANOS,Why?  Why you? Daughter…,MALE
PETER QUILL,That was quick.,MALE
COLLECTOR,Magnificent! Magnificent! Magnificent!,MALE
THANOS,"Is it sadness I sense in you, daughter? In my heart, I knew you still cared. But one ever knows for sure. Reality is often disappointing.",MALE
THANOS,"That is, it was. Now… reality can be whatever I want.",MALE
GAMORA,You knew I'd come.,MALE
THANOS,"I counted on it. There's something we need to discuss, little one.",MALE
DRAX,Thanos!,MALE
PETER QUILL,"Let her go, Grimace!",MALE
GAMORA,Peter…,MALE
PETER QUILL,I told you to go right.,MALE
GAMORA,Now? Really?,MALE
PETER QUILL,You let her go!,MALE
THANOS,"Ah, the boyfriend.",MALE
PETER QUILL,I like to think of myself more as a Titan-killing long-term booty call. Let her go.,MALE
GAMORA,Peter…,MALE
PETER QUILL,Or I'm gonna blow that nut sack of a chin right off your face!,MALE
GAMORA,Not him.,MALE
GAMORA,You promised! You promised.,MALE
THANOS,"Oh, daughter. You expect too much from him.  She's asked, hasn't she? Do it.  DO IT!!",MALE
PETER QUILL,I told you to go right.,MALE
GAMORA,"I love you, more than anything.",MALE
PETER QUILL,"I love you, too.",MALE
THANOS,I like you.,MALE
SECRETARY ROSS,Still no word from Vision?,MALE
JAMES RHODES,Satellites lost him somewhere over Edinburgh.,MALE
SECRETARY ROSS,On a stolen Quinjet with four of the world's most wanted criminals.,MALE
JAMES RHODES,"You know they're only criminals because you've chosen to call them that, right, sir?",MALE
SECRETARY ROSS,"My God, Rhodes, your talent for horseshit rivals my own.",MALE
JAMES RHODES,"If it weren't for those Accords, Vision would've been right here.",MALE
SECRETARY ROSS,"I remember your signature on those papers, Colonel.",MALE
